case_id,option_rank,job_id,job_title,canonical_role_id,canonical_role,standard_category,standard_direction,required_skills,job_description,human_accept,human_reason,job_title_label,expert_gpt_grade_0_to_3,expert_gpt_accept,expert_gpt_shared_skill_count,expert_gpt_reason,annotator
CM-380,1,JOB01327,数据仓库专家-国际化业务,data_warehouse,数据仓库工程师,数据智能,数据工程与治理,"[""SQL"", ""Python"", ""Java"", ""Hive"", ""Spark"", ""Kafka"", ""Flink""]","1、负责数据仓库架构设计、建模和ETL开发；
2、参与数据ETL流程的优化并解决海量数据ETL相关技术问题；
3、参与复杂数据链路依赖和多元数据内容生态下的数据治理工作；
4、背靠字节跳动强大的中台架构和产品体系，在业务快速落地数据解决方案。
1、精通数据仓库实施方法论、深入了解数据仓库体系，并支撑过实际业务场景；
2、具备较强的编码能力，熟练掌SQL/Python/Java/Hive/Spark/Kafka/Flink中的多项；
3、对数据敏感，认真细致，善于从数据中发现疑点；
4、善于沟通，具备优秀的技术与业务结合能力；
5、较好的英文沟通能力是加分项。
精通数据仓库实施方法和数据仓库体系; 具备编码能力; 熟练掌握SQL、Python、Java、Hive、Spark、Kafka、Flink中的多项
国际化业务; 数据仓库",,,数据仓库工程师,3,yes,7,标准岗位一致，命中7/7项JD技能，职责方向一致。,expert_gpt_v1
CM-380,2,JOB01774,数据仓库专家-国际化业务,data_warehouse,数据仓库工程师,数据智能,数据工程与治理,"[""SQL"", ""Python"", ""Java"", ""Hive"", ""Spark"", ""Kafka"", ""Flink""]","1、负责数据仓库架构设计、建模和ETL开发；
2、参与数据ETL流程的优化并解决海量数据ETL相关技术问题；
3、参与复杂数据链路依赖和多元数据内容生态下的数据治理工作；
4、背靠字节跳动强大的中台架构和产品体系，在业务快速落地数据解决方案。
1、精通数据仓库实施方法论、深入了解数据仓库体系，并支撑过实际业务场景；
2、具备较强的编码能力，熟练掌SQL/Python/Java/Hive/Spark/Kafka/Flink中的多项；
3、对数据敏感，认真细致，善于从数据中发现疑点；
4、善于沟通，具备优秀的技术与业务结合能力；
5、较好的英文沟通能力是加分项。
要求精通数据仓库实施方法和体系; 熟练掌握SQL、Python、Java、Hive、Spark、Kafka、Flink中的多项
国际化业务; 数据仓库",,,数据仓库工程师,3,yes,7,标准岗位一致，命中7/7项JD技能，职责方向一致。,expert_gpt_v1
CM-380,3,JOB01001,数据仓库工程师（Flow方向）-Data,data_warehouse,数据仓库工程师,数据智能,数据工程与治理,"[""SQL"", ""Python"", ""Hive"", ""Spark"", ""Kafka"", ""Flink"", ""TB级数据处理"", ""数据安全"", ""隐私合规""]","1、参与离线和实时数据仓库建设工作；
2、参与数据ETL流程的优化并解决海量数据ETL相关技术问题；
3、参与复杂数据链路依赖和多元数据内容生态下的数据治理工作；
4、参与AI智能化产品数据隐私合规建设；
5、背靠强大的中台架构和产品体系，在业务快速落地数据解决方案。
1、精通数据仓库实施方法论、深入了解数据仓库体系，并支撑过实际业务场景；
2、具备较强的编码能力，熟悉SQL、Python、Hive、Spark、Kafka、Flink中的多项，有TB以上大数据处理经验；
3、对数据敏感，认真细致，善于从数据中发现疑点；
4、善于沟通，具备优秀的技术与业务结合能力。

加分项
1、有数据安全隐私合规建设经验。
精通数据仓库体系并支撑过实际业务场景; 熟悉SQL、Python、Hive、Spark、Kafka、Flink中的多项; 有TB级以上大数据处理经验; 有数据安全和隐私合规建设经验优先
Data; Flow数据仓库",,,数据仓库工程师,3,yes,6,标准岗位一致，命中6/9项JD技能，职责方向一致。,expert_gpt_v1
CM-380,4,JOB00003,软件开发,agent_application,智能体应用工程师,AI应用与平台,智能体与大模型应用,"[""AI工程系统架构"", ""大模型工作流"", ""Agent"", ""Agent系统架构"", ""Prompt工程"", ""长文本处理"", ""Function Calling"", ""RAG"", ""多Agent协同"", ""工作流编排"", ""任务调度"", ""异常自愈"", ""根因定位"", ""LLM工程化""]","1. 主导智能化Agent架构设计，整合Prompt工程、长文本处理、Function Calling与RAG等核心能力；
2. 构建多Agent协同工作流机制，实现任务自动拆解、调度与异常自愈；
3. 推动AI能力与现有工程体系深度融合，建立反馈闭环优化模型自修正能力；
4. 制定智能用例生成等场景落地路径，完成从架构搭建到闭环验证的全流程交付；
5. 总结LLM工程化与Agent架构实践，形成可复用技术方案指导团队提升。
1. 具备AI驱动的工程系统架构经验，主导过大模型工作流从0到1搭建，熟悉复杂任务自主拆解与执行；
2. 拥有智能化Agent协同系统的实际开发经验，熟悉在主流平台中落地AI能力以提升研发效率的路径；
3. 能够主导基于大模型的Agent系统架构设计，整合Prompt工程、长文本处理、Function Calling与RAG等核心技术；
4. 能够设计多Agent协同的工作流编排机制，实现任务自动调度与异常自愈，并具备从问题表象定位底层原因的能力；
5. 致力于将AI技术深度融入研发流程，敢于探索新型应用模式并推动关键突破；
6. 符合京东价值观：客户为先、创新、拼搏、担当、感恩、诚信。
主导过大模型工作流从0到1搭建; 熟悉复杂任务自主拆解与执行; 拥有智能化Agent协同系统实际开发经验; 能够主导基于大模型的Agent系统架构设计; 能够设计多Agent协同的工作流编排机制",,,智能体应用工程师,0,no,0,标准岗位不同，且缺少足够的职责与技能证据。,expert_gpt_v1
CM-380,5,JOB00004,资深产品经理（ 智能体方向）-火山引擎,ai_product,AI产品经理,AI应用与平台,AI平台与产品,[],"1、产品战略与愿景定义：基于市场趋势与客户痛点，独立负责AI Agent产品的战略规划与愿景设计，清晰定义产品核心价值主张与路线图（产品路径图）；
2、全链路产品设计与迭代：负责从需求分析、用户研究、信息架构设计到高保真原型产出的全流程；重点设计Agent的执行引擎抽象、插件化架构交互、多租户安全体系等产品体验，确保技术可行性与业务价值的统一；
3、To B企业级产品落地：深度参与AI产品在生产环境的特性设计，包括安全合规、权限控制、生命周期管理、监控告警、容错机制等，确保产品满足企业级客户的严苛要求；
4、技术与业务桥梁构建：作为业务、研发、市场三方的核心纽带，准确翻译业务需求为技术语言，驱动研发团队高效交付，并对产品上线后的数据表现与用户反馈进行持续迭代优化；
5、行业方案与商业化赋能：结合垂类行业（如私域运营、客户服务等）场景，沉淀标准化的AI Agent产品解决方案，参与售前方案设计与客户成功，推动产品商业化。
1、本科及以上学历，5年及以上AI领域产品经验，其中至少3年专注于AI大模型、Agent智能体或相关技术产品方向的资深经验；
2、深刻理解AI大模型应用、RAG架构、函数调用（Tool Use）、Prompt工程等技术原理，并能转化为产品能力；有To B企业级AI产品落地经验者优先；
3、具备优秀的系统设计能力，能够理解并设计插件化、可扩展、可热插拔的Agent产品架构，具备复杂业务逻辑建模和跨系统产品设计经验；
4、具备较强的技术理解力和沟通能力，能与研发、算法工程师顺畅协作，有效推动技术方案落地；熟悉Go/Java/Python等至少一种开发语言者将极大加分；
5、具备敏锐的商业洞察力，以结果为导向，能够平衡短期交付与长期战略，驱动产品从0到1再到N的规模化成功；
6、自驱力强，具备优秀的项目管理能力和跨团队协作能力，能在快速变化的环境中推动复杂项目顺利完成。
该岗位主要是即时零售产品规划、场景梳理、多产品线协同、用户需求转化、产品数据评估等产品能力，没有明确可抽取的计算机技术关键词
即时零售",,,AI产品经理,0,no,0,标准岗位不同，且缺少足够的职责与技能证据。,expert_gpt_v1
CM-381,1,JOB11669,阿里云智能-数据库管控技术专家-北京/杭州,database_engineering,数据库工程师,数据智能,数据分析与数据库,"[""Java"", ""Python"", ""Go"", ""Linux内核"", ""AI编程"", ""MCP"", ""AI Agent"", ""Context Engineering"", ""分布式系统"", ""缓存"", ""消息机制"", ""Kubernetes"", ""OpenStack"", ""CloudFoundry"", ""Docker"", ""Hadoop"", ""Spark"", ""Storm"", ""MySQL"", ""SQL Server"", ""PostgreSQL"", ""RDS"", ""IaaS"", ""PaaS"", ""阿里云数据库ACA"", ""阿里云数据库ACP""]","1. 负责数据库的管控平面的功能开发、平台运维和稳定性保障，为指定领域的管控平面兜底；
2. 参与包括RDS数据库的智能化管控平台研发及管理，包括数据库生产、释放、变配、账户管理、高可用、容灾、备份、审计、优化等一整套数据库生命周期管控及服务相关系统的研发工作；
3. 参与从用户侧到到后端资源侧，数据链路，控制链路，性能日志采集，审计，检索，分析等一整套分布式系统的研发，提供先进的数据库服务；
4. 利用云原生技术，基于K8S、Docker、云上ECS神龙、云盘、VPC等云原生技术与数据库技术结合，给用户提供优质体验、高性价比、安全可靠、易用、高性能的云数据库服务。
5.通过产品化、智能化方式管控阿里云和阿里巴巴经济体的大规模分布式实例集群，并支撑集团业务需求，为双十一等大促场景提供稳定，顺滑的体验。
1. 至少熟悉Java/Python/Go语言的一种或多种，理解该语言涉及的基础框架，对于使用过的框架能够了解其原理和机制；
2. 熟悉linux内核基本原理，常用工具和命令，较好的诊断调优技能；
3. 熟练使用AI编程技术，了解AI相关原理如MCP、Agent、Context Engineer等，并有相关实践
4. 熟练掌握多线程等高并发系统编程和优化技能；熟悉分布式系统的设计和应用，熟悉分布式、缓存、消息等机制；能对分布式常用技术进行合理应用，解决问题；
5. 快速学习能力，较强的团队沟通和协作能力，较强的自我驱动能力；
6. 【加分】熟悉Kubernetes/OpenStack/CloudFoundry等开源云平台，熟悉Docker容器技术，熟悉Hadoop/Spark/Storm等数据分析平台，具有丰富经验或者深入研究过源码的优先；
7. 【加分】熟悉MySQL/SQLServer/PG等关系型数据库，熟悉RDS等开源数据库、队列产品，并了解其原理或有运维经验的优先；
8. 【加分】有大规模互联网产品研发经验，有云厂商IaaS或者PaaS产品开发或管控经验的优先；
9. 【加分】通过阿里云数据库ACA或ACP认证者优先考虑。
要求Java/Python/Go，Linux内核，AI编程、MCP、Agent、Context Engineering，多线程、高并发、分布式、缓存、消息，优先Kubernetes/OpenStack/CloudFoundry/Docker、Hadoop/Spark/Storm、MySQL/SQL Server/PostgreSQL/RDS、IaaS/PaaS和阿里云数据库ACA/ACP。
数据库管控",,,数据库工程师,3,yes,8,标准岗位一致，命中8/26项JD技能，职责方向一致。,expert_gpt_v1
CM-381,2,JOB01018,数据库工程师（DBA）-基础设施,database_engineering,数据库工程师,数据智能,数据分析与数据库,"[""关系型数据库"", ""NoSQL"", ""数据库原理"", ""大规模数据库运维"", ""数据库HA"", ""数据库备份"", ""数据库监控"", ""Kubernetes"", ""云产品"", ""Go"", ""Python""]","1、负责数据库的监控，备份，性能优化及故障处理等；
2、数据库分库分表方案的设计、实施及数据迁移；
3、负责根据项目需求设计并制定数据库解决方案；
4、负责数据库中间件的相关测试、维护及管理工作；
5、制定并不断完善数据库的运维规范、开发规范及安全规范。
1、熟悉业界主流关系型数据库或NoSQL数据库；知晓数据库原理并有大规模运维经验，能结合业务情况给出最佳实践；
2、熟悉数据库运维体系架构，如HA模块，备份模块，监控模块等产品设计（有相关模块经历优先）；
3、熟悉K8s框架技术体系以及云产品技术体系；
4、熟悉Go，Python等任意一种开发语言，具备一定的研发能力；
5、对工作保持激情，有上进心，有责任心。
熟悉主流关系型数据库或NoSQL数据库; 理解数据库原理并有大规模运维经验; 熟悉数据库运维体系架构，如HA、备份、监控模块; 熟悉K8s框架和云产品技术体系; 熟悉Go或Python并具备研发能力
基础设施; DBA",,,数据库工程师,3,yes,3,标准岗位一致，命中3/11项JD技能，职责方向一致。,expert_gpt_v1
CM-381,3,JOB08077,数据库平台工程师,database_engineering,数据库工程师,数据智能,数据分析与数据库,"[""关系型数据库"", ""MySQL"", ""数据库集群运维"", ""数据库治理"", ""数据库平台建设"", ""Python"", ""Go"", ""AI Agent"", ""RAG"", ""AI Infra"", ""AI4DB"", ""智能运维"", ""智能诊断"", ""SQL优化"", ""异常检测"", ""根因分析"", ""自愈系统"", ""高可用架构"", ""自动化变更"", ""故障治理"", ""性能优化"", ""容量治理"", ""容灾体系""]","我们的定位：主导支撑公司核心业务的数据库平台，深入参与数据库智能化(AI4DB)探索，将前沿技术应用于超大规模的数据库集群管理，并驱动其产品化落地。

工作职责：
1、负责数据库及周边生态的稳定性保障与治理，包括故障响应、性能优化、容量规划与风险治理等日常运维工作；
2、主导数据库智能平台关键模块的规划、架构设计与研发落地，并推动其持续演进，提升运维效率与治理水平；
3、探索并推动AI4DB工程化落地，建设自诊断、自调优、自愈等智能化能力；
4、横向推动数据库领域重点专项（如单元化、容灾、成本、稳定性治理）的落地，协调上下游团队推进复杂项目高质量交付；
5、关注数据库、AI Infra与智能运维领域的技术演进，结合业务发展方向推动现有架构优化与新技术落地。
职位要求：
1、深入理解主流关系型数据库原理与运行机制，熟悉MySQL体系，具备规模化数据库集群运维、治理或平台建设经验；
2、掌握Python/Go等至少一门语言，具备工程化系统研发能力，能结合AI完成平台前后端能力建设与产品化交付；
3、具备良好的产品思维，能够从用户和业务场景出发，将运维治理需求抽象为通用、易用的平台能力；
4、具备强烈的稳定性意识和复杂问题解决能力，能发现、拆解问题并推动工程落地，对稳定性治理有体系化思考；
5、具备良好的跨团队协作和项目推动能力，能够主动思考、自我驱动，能在复杂环境下推动关键事项落地并对结果负责；
6、对新技术充满热情并具备快速学习能力，了解AI-Agent/RAG/AI Infra等相关概念，有AI4DB或智能运维场景实践经验者优先。
加分项：
1、具备良好的 AI 协同研发能力，有数据库平台、智能运维或 AI4DB 相关工程化项目、开源作品或代表性实践成果；
2、有 AI4DB、智能诊断、SQL 优化、异常检测、根因分析、自愈系统等相关实践经验；
3、在高可用架构、自动化变更、故障治理、性能优化、容量治理、容灾体系等方向有可量化的实际落地成果。
要求理解关系型数据库和MySQL体系，具备数据库集群运维治理或平台建设，掌握Python/Go，优先有AI4DB、智能运维、智能诊断、SQL优化、异常检测、根因分析和自愈系统经验。
数据库平台",,,数据库工程师,2,yes,4,标准岗位一致，但仅命中4/23项JD技能，列为可推荐边界样本。,expert_gpt_v1
CM-381,4,JOB00003,软件开发,agent_application,智能体应用工程师,AI应用与平台,智能体与大模型应用,"[""AI工程系统架构"", ""大模型工作流"", ""Agent"", ""Agent系统架构"", ""Prompt工程"", ""长文本处理"", ""Function Calling"", ""RAG"", ""多Agent协同"", ""工作流编排"", ""任务调度"", ""异常自愈"", ""根因定位"", ""LLM工程化""]","1. 主导智能化Agent架构设计，整合Prompt工程、长文本处理、Function Calling与RAG等核心能力；
2. 构建多Agent协同工作流机制，实现任务自动拆解、调度与异常自愈；
3. 推动AI能力与现有工程体系深度融合，建立反馈闭环优化模型自修正能力；
4. 制定智能用例生成等场景落地路径，完成从架构搭建到闭环验证的全流程交付；
5. 总结LLM工程化与Agent架构实践，形成可复用技术方案指导团队提升。
1. 具备AI驱动的工程系统架构经验，主导过大模型工作流从0到1搭建，熟悉复杂任务自主拆解与执行；
2. 拥有智能化Agent协同系统的实际开发经验，熟悉在主流平台中落地AI能力以提升研发效率的路径；
3. 能够主导基于大模型的Agent系统架构设计，整合Prompt工程、长文本处理、Function Calling与RAG等核心技术；
4. 能够设计多Agent协同的工作流编排机制，实现任务自动调度与异常自愈，并具备从问题表象定位底层原因的能力；
5. 致力于将AI技术深度融入研发流程，敢于探索新型应用模式并推动关键突破；
6. 符合京东价值观：客户为先、创新、拼搏、担当、感恩、诚信。
主导过大模型工作流从0到1搭建; 熟悉复杂任务自主拆解与执行; 拥有智能化Agent协同系统实际开发经验; 能够主导基于大模型的Agent系统架构设计; 能够设计多Agent协同的工作流编排机制",,,智能体应用工程师,0,no,0,标准岗位不同，且缺少足够的职责与技能证据。,expert_gpt_v1
CM-381,5,JOB00004,资深产品经理（ 智能体方向）-火山引擎,ai_product,AI产品经理,AI应用与平台,AI平台与产品,[],"1、产品战略与愿景定义：基于市场趋势与客户痛点，独立负责AI Agent产品的战略规划与愿景设计，清晰定义产品核心价值主张与路线图（产品路径图）；
2、全链路产品设计与迭代：负责从需求分析、用户研究、信息架构设计到高保真原型产出的全流程；重点设计Agent的执行引擎抽象、插件化架构交互、多租户安全体系等产品体验，确保技术可行性与业务价值的统一；
3、To B企业级产品落地：深度参与AI产品在生产环境的特性设计，包括安全合规、权限控制、生命周期管理、监控告警、容错机制等，确保产品满足企业级客户的严苛要求；
4、技术与业务桥梁构建：作为业务、研发、市场三方的核心纽带，准确翻译业务需求为技术语言，驱动研发团队高效交付，并对产品上线后的数据表现与用户反馈进行持续迭代优化；
5、行业方案与商业化赋能：结合垂类行业（如私域运营、客户服务等）场景，沉淀标准化的AI Agent产品解决方案，参与售前方案设计与客户成功，推动产品商业化。
1、本科及以上学历，5年及以上AI领域产品经验，其中至少3年专注于AI大模型、Agent智能体或相关技术产品方向的资深经验；
2、深刻理解AI大模型应用、RAG架构、函数调用（Tool Use）、Prompt工程等技术原理，并能转化为产品能力；有To B企业级AI产品落地经验者优先；
3、具备优秀的系统设计能力，能够理解并设计插件化、可扩展、可热插拔的Agent产品架构，具备复杂业务逻辑建模和跨系统产品设计经验；
4、具备较强的技术理解力和沟通能力，能与研发、算法工程师顺畅协作，有效推动技术方案落地；熟悉Go/Java/Python等至少一种开发语言者将极大加分；
5、具备敏锐的商业洞察力，以结果为导向，能够平衡短期交付与长期战略，驱动产品从0到1再到N的规模化成功；
6、自驱力强，具备优秀的项目管理能力和跨团队协作能力，能在快速变化的环境中推动复杂项目顺利完成。
该岗位主要是即时零售产品规划、场景梳理、多产品线协同、用户需求转化、产品数据评估等产品能力，没有明确可抽取的计算机技术关键词
即时零售",,,AI产品经理,0,no,0,标准岗位不同，且缺少足够的职责与技能证据。,expert_gpt_v1
CM-382,1,JOB07608,资深研发效能工程师/专家,devops_engineering,DevOps工程师,云网与安全,云平台与运维,"[""Linux"", ""Java"", ""Python"", ""CI/CD"", ""自动化测试"", ""全链路压测"", ""容灾演习"", ""混沌工程"", ""监控告警"", ""自动化测试框架"", ""DevOps"", ""Kubernetes"", ""云原生"", ""微服务架构""]","1、负责相关测试左移工作的建设，包含整体质量体系和质量方案设计，持续集成方案建设与优化等工作； 
2、负责自动化测试工作的建设，包含后端服务的自动化测试分级以及工具平台的建设和维护工作； 
3、负责工程效能体系建设和推动研发工程效能改进等工作。 
4、积极和业务测试一起密切协同，通过创新和技术手段，发现&解决测试过程中的痛点，提升测试质量和效率。
1、本科及以上学历，5年以上开发工作经验，熟悉Linux操作系统，熟练掌握Java、Python等主流编程语言，有后台开发经验者优先； 
2、在CI/CD、自动化测试、全链路压测、容灾演习、混沌工程、监控告警等领域中，有相关实践经验优先；
3、具备自动化测试经验，精通多种主流自动化工具原理及使用，有相关自动化测试框架开发经历，熟悉自动化测试在流水线中的应用； 
4、熟悉DevOps、K8S、云原生、微服务架构并有实践者优先； 
5、杰出的自我驱动学习能力，能独立思考，乐于接受挑战，在压力中突破自己； 
6、思维逻辑清晰，良好的沟通交流及团队协作能力，性格开朗， 善于沟通和事务推进，有团队管理经验者优先。
要求熟悉Linux、Java/Python、CI/CD、自动化测试、压测、容灾、混沌工程、监控、DevOps、K8s、云原生和微服务。
研发效能",,,DevOps工程师,3,yes,5,标准岗位一致，命中5/14项JD技能，职责方向一致。,expert_gpt_v1
CM-382,2,JOB03931,芯片DevOps工程师-芯片研发,devops_engineering,DevOps工程师,云网与安全,云平台与运维,"[""Java"", ""Python"", ""Go"", ""Shell"", ""DevOps"", ""Docker"", ""Kubernetes"", ""云原生"", ""DevSecOps"", ""GitLab"", ""Gerrit"", ""Jenkins"", ""容器技术"", ""项目协同"", ""制品管理"", ""代码托管"", ""CI/CD"", ""流水线平台"", ""容器治理""]","1、负责研发DevOps工具链相关产品需求调研、方案设计、技术选型以及开发落地；
2、针对CI/CD过程中的各种问题，建立效能提升方案，包括需求管理、配置管理、测试环境管理、自动化框架、标准化流程建设等；
3、开发维护CI/CD相关工具链及平台，深度介入业务方的研发流程，协助和推进业务质效提升；
4、负责研发持续集成系统相关日常业务需求和运维工作。
1、掌握Java、Python、Go等至少一门编程语言，熟悉使用Shell等至少一种脚本语言；
2、熟悉DevOps工具链，Docker、Kubernetes及相关云原生技术；
3、理解DevOps文化、流程，掌握DevOps全流程的核心输入输出；
4、掌握DevOps落地推广的思路和关键路径，且有过成功的案例/经验，有DevSecOps经验更佳；
5、熟练掌握GitLab、Gerrit、Jenkins、Kubernetes，对容器技术有深入了解，具备GitLab、Jenkins高可用能力建设成功经验者优先；
6、主导或参与过项目协同、制品管理、代码托管、持续集成、持续部署、流水线平台相关开发并成功落地的优先，有微服务和容器治理经验。
要求熟悉DevOps工具链、容器云原生、GitLab/Jenkins/K8s和流水线平台。
芯片研发; DevOps",,,DevOps工程师,3,yes,5,标准岗位一致，命中5/19项JD技能，职责方向一致。,expert_gpt_v1
CM-382,3,JOB09489,云计算运维研发Devops工程师（J94372）,devops_engineering,DevOps工程师,云网与安全,云平台与运维,"[""DevOps"", ""SRE"", ""Linux"", ""计算机网络"", ""计算机体系结构"", ""Python"", ""Go"", ""Shell"", ""Kubernetes"", ""云计算"", ""虚拟机"", ""容器化"", ""OpenStack"", ""虚拟化网络"", ""KVM"", ""分布式存储""]","-Site Reliability Engineer,负责百度公司大规模分布式系统及各类云服务可靠、稳定、高效运行
-参与百度智能云系统和各类产品架构设计，主导服务可用性相关平台/自动化系统的实现
-设计研发智能云规模化运维的技术解决方案，包括大模型训练、服务器生命周期管理、高性能存储、交付、故障预测、成本管理等
-关注业界前沿技术动态，熟悉大模型框架、高性能通信、os/kernel、openstack、kvm、分布式存储、虚拟化网络等相关技术，贡献与引领业界技术趋势
-专业倾向于计算机、通信、数学等理工学科，1-5年运维/SRE工作经验者优先，不限于稳定性、成本、效率等相关工作
-深入理解Linux操作系统；具备较好的计算机网络和体系结构基础
-熟练掌握Python/Go/Shell等至少一种主流编程语言
-对 k8s、 云计算、虚拟机等技术有浓厚的兴趣优先，了解容器化技术、 OpenStack、虚拟化网络、KVM、分布式存储等相关技术
-具有良好的逻辑思维和分析能力，热衷解决问题、追求极致；具有强烈的责任心、进取心、Ownership
要求理解Linux、计算机网络和体系结构，掌握Python/Go/Shell之一，了解K8s、云计算、虚拟机、容器化、OpenStack、虚拟化网络、KVM、分布式存储。
云计算DevOps",,,DevOps工程师,3,yes,4,标准岗位一致，命中4/16项JD技能，职责方向一致。,expert_gpt_v1
CM-382,4,JOB00003,软件开发,agent_application,智能体应用工程师,AI应用与平台,智能体与大模型应用,"[""AI工程系统架构"", ""大模型工作流"", ""Agent"", ""Agent系统架构"", ""Prompt工程"", ""长文本处理"", ""Function Calling"", ""RAG"", ""多Agent协同"", ""工作流编排"", ""任务调度"", ""异常自愈"", ""根因定位"", ""LLM工程化""]","1. 主导智能化Agent架构设计，整合Prompt工程、长文本处理、Function Calling与RAG等核心能力；
2. 构建多Agent协同工作流机制，实现任务自动拆解、调度与异常自愈；
3. 推动AI能力与现有工程体系深度融合，建立反馈闭环优化模型自修正能力；
4. 制定智能用例生成等场景落地路径，完成从架构搭建到闭环验证的全流程交付；
5. 总结LLM工程化与Agent架构实践，形成可复用技术方案指导团队提升。
1. 具备AI驱动的工程系统架构经验，主导过大模型工作流从0到1搭建，熟悉复杂任务自主拆解与执行；
2. 拥有智能化Agent协同系统的实际开发经验，熟悉在主流平台中落地AI能力以提升研发效率的路径；
3. 能够主导基于大模型的Agent系统架构设计，整合Prompt工程、长文本处理、Function Calling与RAG等核心技术；
4. 能够设计多Agent协同的工作流编排机制，实现任务自动调度与异常自愈，并具备从问题表象定位底层原因的能力；
5. 致力于将AI技术深度融入研发流程，敢于探索新型应用模式并推动关键突破；
6. 符合京东价值观：客户为先、创新、拼搏、担当、感恩、诚信。
主导过大模型工作流从0到1搭建; 熟悉复杂任务自主拆解与执行; 拥有智能化Agent协同系统实际开发经验; 能够主导基于大模型的Agent系统架构设计; 能够设计多Agent协同的工作流编排机制",,,智能体应用工程师,0,no,0,标准岗位不同，且缺少足够的职责与技能证据。,expert_gpt_v1
CM-382,5,JOB00004,资深产品经理（ 智能体方向）-火山引擎,ai_product,AI产品经理,AI应用与平台,AI平台与产品,[],"1、产品战略与愿景定义：基于市场趋势与客户痛点，独立负责AI Agent产品的战略规划与愿景设计，清晰定义产品核心价值主张与路线图（产品路径图）；
2、全链路产品设计与迭代：负责从需求分析、用户研究、信息架构设计到高保真原型产出的全流程；重点设计Agent的执行引擎抽象、插件化架构交互、多租户安全体系等产品体验，确保技术可行性与业务价值的统一；
3、To B企业级产品落地：深度参与AI产品在生产环境的特性设计，包括安全合规、权限控制、生命周期管理、监控告警、容错机制等，确保产品满足企业级客户的严苛要求；
4、技术与业务桥梁构建：作为业务、研发、市场三方的核心纽带，准确翻译业务需求为技术语言，驱动研发团队高效交付，并对产品上线后的数据表现与用户反馈进行持续迭代优化；
5、行业方案与商业化赋能：结合垂类行业（如私域运营、客户服务等）场景，沉淀标准化的AI Agent产品解决方案，参与售前方案设计与客户成功，推动产品商业化。
1、本科及以上学历，5年及以上AI领域产品经验，其中至少3年专注于AI大模型、Agent智能体或相关技术产品方向的资深经验；
2、深刻理解AI大模型应用、RAG架构、函数调用（Tool Use）、Prompt工程等技术原理，并能转化为产品能力；有To B企业级AI产品落地经验者优先；
3、具备优秀的系统设计能力，能够理解并设计插件化、可扩展、可热插拔的Agent产品架构，具备复杂业务逻辑建模和跨系统产品设计经验；
4、具备较强的技术理解力和沟通能力，能与研发、算法工程师顺畅协作，有效推动技术方案落地；熟悉Go/Java/Python等至少一种开发语言者将极大加分；
5、具备敏锐的商业洞察力，以结果为导向，能够平衡短期交付与长期战略，驱动产品从0到1再到N的规模化成功；
6、自驱力强，具备优秀的项目管理能力和跨团队协作能力，能在快速变化的环境中推动复杂项目顺利完成。
该岗位主要是即时零售产品规划、场景梳理、多产品线协同、用户需求转化、产品数据评估等产品能力，没有明确可抽取的计算机技术关键词
即时零售",,,AI产品经理,0,no,0,标准岗位不同，且缺少足够的职责与技能证据。,expert_gpt_v1
CM-383,1,JOB07437,新业务部-AI驱动开发工程师/专家,driver_software,驱动开发工程师,软件工程,系统与嵌入式软件,"[""C"", ""C++"", ""Android"", ""Linux"", ""Linux驱动"", ""RTOS"", ""ARM"", ""RISC-V"", ""启动流程"", ""AVF"", ""KVM""]","基于NPU子系统完成芯片UMD，KMD，Firmware的开发，包括：
1.参与子系统的需求分析与分解，配合芯片/架构团队逐步完善软硬件架构；
2.完成NPU子系统的UMD，KMD，以及Firmware软件方案设计与开发；提供高效的底层任务调度/中断管理方案，支撑NPU子系统的各种应用场景；
3.负责NPU子系统的FPGA，EMU验证；
4.配合解决方案完成NPU子系统的性能，功耗优化；
5.解决NPU子系统的稳定性问题，保障商业交付。
1.图像处理、模式识别、机器学习等相关专业硕士及以上学历；
2.精通C/C++软件编程语言 ，具有扎实的代码功底和交付能力；
3.熟悉Android/Linux框架，具备Linux/RTOS等平台开发经验；
4.良好的团队沟通能力、技术攻关能力。
5.熟悉ARM、RSIC-V任意一款芯片架构和启动流程
6.熟悉AVF/KVM基础框架和相关知识，有过开发经验的优先。
要求精通C/C++，熟悉Android/Linux框架、Linux/RTOS开发、ARM/RISC-V芯片架构和启动流程、AVF/KVM框架。
AI驱动开发",,,驱动开发工程师,3,yes,4,标准岗位一致，命中4/11项JD技能，职责方向一致。,expert_gpt_v1
