case_id,candidate_id,source_target_role,candidate_text,candidate_skills,years_experience,gold_canonical_role_id,gold_accepted_job_ids,gold_rejected_job_ids,review_decision,reviewer,notes
CM-357,resume_000665_exp00_0,AI Agent应用工程师,"求职意向：AI Agent应用工程师。
标准岗位：AI Agent应用工程师；岗位大族：AI应用；经验年限：0年；候选人层级：校招/无全职经验。
岗位系统技能画像：Go、Python、prompt工程、C/C++、Java、LangChain、Agent、Function Calling、LLM、RAG、软件开发、LangGraph。
个人概述：具备0年左右AI Agent应用工程师相关实践经验，熟悉Go、Python、prompt工程、C/C++、Java、LangChain、Agent、Function Calling，能够承担基础实践、原型验证和学习型任务。
教育背景：本科，学士学位，普通高校，软件工程专业，英语四级。
技能栈：Go、Python、prompt工程、C/C++、Java、LangChain、Agent、Function Calling、LLM、RAG、软件开发、LangGraph、JavaScript、HTML、CSS、React、Vue、Webpack。
工作经历：AI Agent应用工程师方向，累计0年相关实践，主要覆盖方案设计、开发实现、测试验证、问题定位和结果复盘。
项目经历：企业级运营管理后台：担任主要负责人，技术栈包括用户增长、性能优化、HTML、Power BI、CSS、C#。负责组件库封装、状态管理、权限路由和复杂表单交互。项目结果：提升问题定位和交付效率。 数据可视化大屏：担任核心成员，技术栈包括用户体验、用户增长、Java、IP、JavaScript、运营。实现图表组件、实时数据刷新和性能优化，支持业务运营分析。项目结果：支撑多业务线稳定复用。
综合能力：具备文档沉淀、跨团队沟通、问题定位、数据化复盘和持续学习能力，能够根据业务目标选择合适的技术方案。","[""Go"", ""Python"", ""prompt工程"", ""C/C++"", ""Java"", ""LangChain"", ""Agent"", ""Function Calling"", ""LLM"", ""RAG"", ""软件开发"", ""LangGraph"", ""JavaScript"", ""HTML"", ""CSS"", ""React"", ""Vue"", ""Webpack"", ""TypeScript"", ""Redux"", ""Vuex"", ""高并发"", ""架构设计"", ""代码生成""]",0,,,,,,
CM-358,resume_001510_exp05_2,AI应用工程师,"求职意向：AI应用工程师。
标准岗位：AI应用工程师；岗位大族：AI应用；经验年限：5年；候选人层级：中级。
岗位系统技能画像：AI应用开发、Go、Java、Python、大模型应用、软件开发、C/C++、NLP、Machine Learning、React、JavaScript、MySQL。
个人概述：具备5年左右AI应用工程师相关实践经验，熟悉AI应用开发、Go、Java、Python、大模型应用、软件开发、C/C++、NLP，能够承担独立模块交付、跨团队协作和质量改进。
教育背景：硕士研究生，硕士学位，双一流高校，软件工程专业，英语六级。
技能栈：AI应用开发、Go、Java、Python、大模型应用、软件开发、C/C++、NLP、Machine Learning、React、JavaScript、MySQL、SQL、HTML、CSS、Vue、TypeScript、Redux。
工作经历：AI应用工程师方向，累计5年相关实践，主要覆盖方案设计、开发实现、测试验证、问题定位和结果复盘。
项目经历：SaaS 业务系统全栈开发：担任主要负责人，技术栈包括代码生成、Microservices、SQL、MySQL、DevOps、云计算。负责前端页面、后端接口、数据库设计和部署发布。项目结果：提升问题定位和交付效率。 低代码配置平台：担任核心成员，技术栈包括React、代码生成、SQL、CI/CD、Docker、Java。实现表单配置、流程编排、权限控制和可视化搭建能力。项目结果：显著改善系统稳定性和可维护性。 业务中台能力建设：担任核心成员，技术栈包括高并发、Spring Boot、JavaScript、Vector Database、Linux、CSS。参与公共组件、服务接口和数据看板建设，支撑多业务复用。项目结果：形成可复用的技术方案和项目文档。
综合能力：具备文档沉淀、跨团队沟通、问题定位、数据化复盘和持续学习能力，能够根据业务目标选择合适的技术方案。","[""AI应用开发"", ""Go"", ""Java"", ""Python"", ""大模型应用"", ""软件开发"", ""C/C++"", ""NLP"", ""Machine Learning"", ""React"", ""JavaScript"", ""MySQL"", ""SQL"", ""HTML"", ""CSS"", ""Vue"", ""TypeScript"", ""Redux"", ""Vuex"", ""Spring Boot"", ""Django"", ""Flask"", ""RESTful API"", ""Kafka""]",5,,,,,,
CM-359,resume_004517_exp05_3,AI Infra工程师,"求职意向：AI Infra工程师。
标准岗位：AI Infra工程师；岗位大族：AI基础设施；经验年限：5年；候选人层级：中级。
岗位系统技能画像：分布式训练、模型压缩、PyTorch、Python、DeepSpeed、大模型训练、AI基础设施、C/C++、GPU内存优化、TensorRT、TensorFlow、Megatron。
个人概述：具备5年左右AI Infra工程师相关实践经验，熟悉分布式训练、模型压缩、PyTorch、Python、DeepSpeed、大模型训练、AI基础设施、C/C++，能够承担独立模块交付、跨团队协作和质量改进。
教育背景：硕士研究生，硕士学位，985高校，计算机科学与技术专业，英语六级。
技能栈：分布式训练、模型压缩、PyTorch、Python、DeepSpeed、大模型训练、AI基础设施、C/C++、GPU内存优化、TensorRT、TensorFlow、Megatron、Java、SQL、AWS、Azure、Docker、Kubernetes。
工作经历：AI Infra工程师方向，累计5年相关实践，主要覆盖方案设计、开发实现、测试验证、问题定位和结果复盘。
项目经历：企业 Kubernetes 容器平台：担任主要负责人，技术栈包括Ansible、MySQL、云计算、模型压缩、高并发、Azure。负责集群规划、服务发布、监控告警和资源隔离，支撑多业务应用上云。项目结果：将核心流程耗时降低约 20%。 云资源自动化交付平台：担任核心成员，技术栈包括分布式系统、Ansible、SPDK、Grafana、客户成功、SQL。使用 Terraform 和脚本完成资源编排、权限配置和交付流程标准化。项目结果：形成可复用的技术方案和项目文档。 混合云稳定性治理：担任核心成员，技术栈包括Prometheus、高并发、SPDK、CI/CD、Azure、Docker。参与容量评估、故障演练和成本优化，提升云平台可用性。项目结果：将核心流程耗时降低约 20%。
综合能力：具备文档沉淀、跨团队沟通、问题定位、数据化复盘和持续学习能力，能够根据业务目标选择合适的技术方案。","[""分布式训练"", ""模型压缩"", ""PyTorch"", ""Python"", ""DeepSpeed"", ""大模型训练"", ""AI基础设施"", ""C/C++"", ""GPU内存优化"", ""TensorRT"", ""TensorFlow"", ""Megatron"", ""Java"", ""SQL"", ""AWS"", ""Azure"", ""Docker"", ""Kubernetes"", ""Linux"", ""Ansible"", ""Terraform"", ""CI/CD"", ""SGLang"", ""NCCL""]",5,,,,,,
CM-360,resume_std_006040_exp01_1,AI产品经理,"求职意向：AI产品经理。
标准岗位：AI产品经理；岗位大族：产品；经验年限：1年；候选人层级：初级。
岗位系统技能画像：AI产品设计、大模型产品、AIGC产品、需求分析、PRD、用户研究、数据分析、原型设计、Prompt工程、RAG、产品规划、增长分析。
个人概述：具备1年左右AI产品经理相关实践经验，熟悉AI产品设计、大模型产品、AIGC产品、需求分析、PRD、用户研究、数据分析、原型设计，能够承担模块开发、测试验证和问题跟进。
教育背景：硕士研究生，硕士学位，双一流高校，工业工程专业。
技能栈：AI产品设计、大模型产品、AIGC产品、需求分析、PRD、用户研究、数据分析、原型设计、Prompt工程、RAG、产品规划、增长分析、prompt工程、AIGC、大模型应用、AI工作流设计、Agent、AI安全。
工作经历：AI产品经理方向，累计1年相关实践，主要覆盖方案设计、开发实现、测试验证、问题定位和结果复盘。
项目经历：智能推荐产品增长项目：担任核心成员，技术栈包括AI产品设计、大模型产品、AIGC产品、需求分析、PRD、用户研究、数据分析、原型设计。面向AI产品经理岗位场景，围绕AI产品设计、大模型产品、AIGC产品构建从方案设计、实现验证到质量复盘的闭环能力。项目结果：将关键流程耗时降低约 20%。 AI 助手需求闭环平台：担任核心成员，技术栈包括用户研究、数据分析、原型设计、Prompt工程、RAG、产品规划、增长分析、prompt工程。基于用户研究、数据分析等技术完成方案验证、问题定位和迭代优化。项目结果：提升问题定位和交付效率。
综合能力：具备文档沉淀、跨团队沟通、问题定位、质量意识和持续学习能力，能够根据业务目标选择合适的技术方案。","[""AI产品设计"", ""大模型产品"", ""AIGC产品"", ""需求分析"", ""PRD"", ""用户研究"", ""数据分析"", ""原型设计"", ""Prompt工程"", ""RAG"", ""产品规划"", ""增长分析"", ""AIGC"", ""大模型应用"", ""AI工作流设计"", ""Agent"", ""AI安全""]",1,,,,,,
CM-361,resume_std_005520_exp03_1,AI安全工程师,"求职意向：AI安全工程师。
标准岗位：AI安全工程师；岗位大族：AI安全；经验年限：3年；候选人层级：中级。
岗位系统技能画像：大模型安全、Prompt Injection、Jailbreak、Guardrail、红队测试、模型评测、内容安全、对抗样本、风险控制、安全策略、Python、安全测试。
个人概述：具备3年左右AI安全工程师相关实践经验，熟悉大模型安全、Prompt Injection、Jailbreak、Guardrail、红队测试、模型评测、内容安全、对抗样本，能够承担独立模块交付、跨团队协作和质量改进。
教育背景：硕士研究生，硕士学位，普通高校，信息安全专业。
技能栈：大模型安全、Prompt Injection、Jailbreak、Guardrail、红队测试、模型评测、内容安全、对抗样本、风险控制、安全策略、Python、安全测试、AI安全、C/C++、RLHF、AI测试、DPO、Go。
工作经历：AI安全工程师方向，累计3年相关实践，主要覆盖方案设计、开发实现、测试验证、问题定位和结果复盘。
项目经历：AI安全流程优化平台：担任核心成员，技术栈包括大模型安全、Prompt Injection、Jailbreak、Guardrail、红队测试、模型评测、内容安全、对抗样本。面向AI安全工程师岗位场景，围绕大模型安全、Prompt Injection、Jailbreak构建从方案设计、实现验证到质量复盘的闭环能力。项目结果：将关键流程耗时降低约 20%。 AI安全工程师核心能力建设：担任核心成员，技术栈包括模型评测、内容安全、对抗样本、风险控制、安全策略、Python、安全测试、AI安全。基于模型评测、内容安全等技术完成方案验证、问题定位和迭代优化。项目结果：提升问题定位和交付效率。
综合能力：具备文档沉淀、跨团队沟通、问题定位、质量意识和持续学习能力，能够根据业务目标选择合适的技术方案。","[""大模型安全"", ""Prompt Injection"", ""Jailbreak"", ""Guardrail"", ""红队测试"", ""模型评测"", ""内容安全"", ""对抗样本"", ""风险控制"", ""安全策略"", ""Python"", ""安全测试"", ""AI安全"", ""C/C++"", ""RLHF"", ""AI测试"", ""DPO"", ""Go""]",3,,,,,,
CM-362,resume_000165_exp05_2,AIGC算法工程师,"求职意向：AIGC算法工程师。
标准岗位：AIGC算法工程师；岗位大族：AI算法；经验年限：5年；候选人层级：中级。
岗位系统技能画像：TensorFlow、Python、计算机视觉、Diffusion、PyTorch、机器学习、AIGC、Machine Learning、图像图形技术、多模态、C/C++、LLM。
个人概述：具备5年左右AIGC算法工程师相关实践经验，熟悉TensorFlow、Python、计算机视觉、Diffusion、PyTorch、机器学习、AIGC、Machine Learning，能够承担独立模块交付、跨团队协作和质量改进。
教育背景：本科，学士学位，211高校，模式识别与智能系统专业，英语四级。
技能栈：TensorFlow、Python、计算机视觉、Diffusion、PyTorch、机器学习、AIGC、Machine Learning、图像图形技术、多模态、C/C++、LLM、Java、Go、Pandas、NumPy、Hadoop、Spark。
工作经历：AIGC算法工程师方向，累计5年相关实践，主要覆盖方案设计、开发实现、测试验证、问题定位和结果复盘。
项目经历：企业知识库 RAG 问答平台：担任主要负责人，技术栈包括AgentRuntime、CV/NLP、AIOps、Spark、TDSQL、Python。负责语义检索、召回排序、Prompt 模板和效果评估，沉淀离线评测集并优化回答准确率。项目结果：显著改善系统稳定性和可维护性。 多模态内容理解与标签系统：担任核心成员，技术栈包括风控模型、机器学习、MindSpore、架构设计、搜索算法、Spark。参与图文特征抽取、模型训练和推理服务部署，支持业务侧内容审核与推荐分发。项目结果：支撑多业务线稳定复用。
综合能力：具备文档沉淀、跨团队沟通、问题定位、数据化复盘和持续学习能力，能够根据业务目标选择合适的技术方案。","[""TensorFlow"", ""Python"", ""计算机视觉"", ""Diffusion"", ""PyTorch"", ""机器学习"", ""AIGC"", ""Machine Learning"", ""图像图形技术"", ""多模态"", ""C/C++"", ""LLM"", ""Java"", ""Go"", ""Pandas"", ""NumPy"", ""Hadoop"", ""Spark"", ""Tableau"", ""Power BI"", ""FineBI"", ""AgentRuntime"", ""AI Agent"", ""AI""]",5,,,,,,
CM-363,resume_003758_exp01_1,算法研究员,"求职意向：算法研究员。
标准岗位：算法研究员；岗位大族：AI算法；经验年限：1年；候选人层级：初级。
岗位系统技能画像：PyTorch、C/C++、机器学习、PPO、Machine Learning、Python、TensorFlow、深度学习、计算机视觉、GRPO、游戏与图形开发、世界模型。
个人概述：具备1年左右算法研究员相关实践经验，熟悉PyTorch、C/C++、机器学习、PPO、Machine Learning、Python、TensorFlow、深度学习，能够承担模块开发、测试验证和问题跟进。
教育背景：本科，学士学位，双一流高校，软件工程专业，无。
技能栈：PyTorch、C/C++、机器学习、PPO、Machine Learning、Python、TensorFlow、深度学习、计算机视觉、GRPO、游戏与图形开发、世界模型、SQL、Go、Hadoop、Spark、Tableau、Power BI。
工作经历：算法研究员方向，累计1年相关实践，主要覆盖方案设计、开发实现、测试验证、问题定位和结果复盘。
项目经历：企业知识库 RAG 问答平台：担任主要负责人，技术栈包括MindSpore、TensorFlow、模型微调、深度学习、机器学习、Flux。负责语义检索、召回排序、Prompt 模板和效果评估，沉淀离线评测集并优化回答准确率。项目结果：形成可复用的技术方案和项目文档。 多模态内容理解与标签系统：担任核心成员，技术栈包括NPU/GPU、Flink、Model Context Protocol、Embedding、Python、大模型。参与图文特征抽取、模型训练和推理服务部署，支持业务侧内容审核与推荐分发。项目结果：形成可复用的技术方案和项目文档。
综合能力：具备文档沉淀、跨团队沟通、问题定位、数据化复盘和持续学习能力，能够根据业务目标选择合适的技术方案。","[""PyTorch"", ""C/C++"", ""机器学习"", ""PPO"", ""Machine Learning"", ""Python"", ""TensorFlow"", ""深度学习"", ""计算机视觉"", ""GRPO"", ""游戏与图形开发"", ""世界模型"", ""SQL"", ""Go"", ""Hadoop"", ""Spark"", ""Tableau"", ""Power BI"", ""FineBI"", ""Agentlightning"", ""Embedding"", ""AIBot"", ""模型微调"", ""Flux""]",1,,,,,,
CM-364,resume_std_005730_exp08_3,音视频工程师,"求职意向：音视频工程师。
标准岗位：音视频工程师；岗位大族：多媒体；经验年限：8年；候选人层级：高级。
岗位系统技能画像：FFmpeg、WebRTC、音视频编解码、H.264、H.265、RTP/RTCP、C++、流媒体、音频处理、视频处理、低延迟传输、性能优化。
个人概述：具备8年左右音视频工程师相关实践经验，熟悉FFmpeg、WebRTC、音视频编解码、H.264、H.265、RTP/RTCP、C++、流媒体，能够承担核心项目主导、方案评审和复杂问题攻坚。
教育背景：博士研究生，博士学位，双一流高校，计算机科学与技术专业。
技能栈：FFmpeg、WebRTC、音视频编解码、H.264、H.265、RTP/RTCP、C++、流媒体、音频处理、视频处理、低延迟传输、性能优化、PyTorch、图像图形技术、AIGC、C/C++、Diffusion模型、Diffusion。
工作经历：音视频工程师方向，累计8年相关实践，主要覆盖方案设计、开发实现、测试验证、问题定位和结果复盘。
项目经历：图形渲染性能优化：担任核心成员，技术栈包括FFmpeg、WebRTC、音视频编解码、H.264、H.265、RTP/RTCP、C++、流媒体。面向音视频工程师岗位场景，围绕FFmpeg、WebRTC、音视频编解码构建从方案设计、实现验证到质量复盘的闭环能力。项目结果：支撑多业务线稳定复用。 低延迟音视频处理系统：担任核心成员，技术栈包括RTP/RTCP、C++、流媒体、音频处理、视频处理、低延迟传输、性能优化、PyTorch。基于RTP/RTCP、C++等技术完成方案验证、问题定位和迭代优化。项目结果：提升问题定位和交付效率。
综合能力：具备文档沉淀、跨团队沟通、问题定位、质量意识和持续学习能力，能够根据业务目标选择合适的技术方案。","[""FFmpeg"", ""WebRTC"", ""音视频编解码"", ""H.264"", ""H.265"", ""RTP/RTCP"", ""C++"", ""流媒体"", ""音频处理"", ""视频处理"", ""低延迟传输"", ""性能优化"", ""PyTorch"", ""图像图形技术"", ""AIGC"", ""C/C++"", ""Diffusion模型"", ""Diffusion""]",8,,,,,,
CM-365,resume_003743_exp05_2,自动驾驶算法工程师,"求职意向：自动驾驶算法工程师。
标准岗位：自动驾驶算法工程师；岗位大族：自动驾驶；经验年限：5年；候选人层级：中级。
岗位系统技能画像：Python、C/C++、Linux、Kubernetes、PyTorch、Machine Learning、计算机视觉、深度学习、模型压缩、汽车电子、计算机体系结构、交互技术。
个人概述：具备5年左右自动驾驶算法工程师相关实践经验，熟悉Python、C/C++、Linux、Kubernetes、PyTorch、Machine Learning、计算机视觉、深度学习，能够承担独立模块交付、跨团队协作和质量改进。
教育背景：本科，学士学位，211高校，软件工程专业，英语四级。
技能栈：Python、C/C++、Linux、Kubernetes、PyTorch、Machine Learning、计算机视觉、深度学习、模型压缩、汽车电子、计算机体系结构、交互技术、Java、JavaScript、TensorFlow、Hadoop、Spark、Tableau。
工作经历：自动驾驶算法工程师方向，累计5年相关实践，主要覆盖方案设计、开发实现、测试验证、问题定位和结果复盘。
项目经历：企业知识库 RAG 问答平台：担任主要负责人，技术栈包括TensorFlow、分布式训练、LangChain、Flink、Model Inference、Python。负责语义检索、召回排序、Prompt 模板和效果评估，沉淀离线评测集并优化回答准确率。项目结果：将核心流程耗时降低约 20%。 多模态内容理解与标签系统：担任核心成员，技术栈包括机器学习、JavaScript、Flink、分布式系统、架构设计、Agentic。参与图文特征抽取、模型训练和推理服务部署，支持业务侧内容审核与推荐分发。项目结果：显著改善系统稳定性和可维护性。
综合能力：具备文档沉淀、跨团队沟通、问题定位、数据化复盘和持续学习能力，能够根据业务目标选择合适的技术方案。","[""Python"", ""C/C++"", ""Linux"", ""Kubernetes"", ""PyTorch"", ""Machine Learning"", ""计算机视觉"", ""深度学习"", ""模型压缩"", ""汽车电子"", ""计算机体系结构"", ""交互技术"", ""Java"", ""JavaScript"", ""TensorFlow"", ""Hadoop"", ""Spark"", ""Tableau"", ""Power BI"", ""FineBI"", ""GPU/AI"", ""AIGC"", ""Agentic"", ""知识库""]",5,,,,,,
CM-366,resume_001650_exp01_1,Python开发工程师,"求职意向：Python开发工程师。
标准岗位：Python开发工程师；岗位大族：软件研发；经验年限：1年；候选人层级：初级。
岗位系统技能画像：Python、Shell脚本、Linux、数据工程、Go、Docker、C/C++、Spark、Machine Learning、仿真技术、GPU、Hadoop。
个人概述：具备1年左右Python开发工程师相关实践经验，熟悉Python、Shell脚本、Linux、数据工程、Go、Docker、C/C++、Spark，能够承担模块开发、测试验证和问题跟进。
教育背景：硕士研究生，硕士学位，211高校，计算机科学与技术专业，英语六级。
技能栈：Python、Shell脚本、Linux、数据工程、Go、Docker、C/C++、Spark、Machine Learning、仿真技术、GPU、Hadoop、Java、JavaScript、SQL、Spring Boot、Django、Flask。
工作经历：Python开发工程师方向，累计1年相关实践，主要覆盖方案设计、开发实现、测试验证、问题定位和结果复盘。
项目经历：高并发订单服务改造：担任主要负责人，技术栈包括Flink、Django、云计算、Go、JavaScript、Microservices。负责核心接口、缓存策略、消息队列和数据库索引优化，提升峰值吞吐。项目结果：形成可复用的技术方案和项目文档。 微服务治理与网关平台：担任核心成员，技术栈包括Python、Redis、CI/CD、SQL、JavaScript、Flink。参与服务拆分、限流熔断、链路追踪和配置中心建设。项目结果：支撑多业务线稳定复用。 企业级权限与账号系统：担任核心成员，技术栈包括Microservices、分布式系统、DevOps、Spring Boot、Go、数据湖。实现角色权限、审计日志和多端登录能力，保障业务安全。项目结果：形成可复用的技术方案和项目文档。
综合能力：具备文档沉淀、跨团队沟通、问题定位、数据化复盘和持续学习能力，能够根据业务目标选择合适的技术方案。","[""Python"", ""Shell脚本"", ""Linux"", ""数据工程"", ""Go"", ""Docker"", ""C/C++"", ""Spark"", ""Machine Learning"", ""仿真技术"", ""GPU"", ""Hadoop"", ""Java"", ""JavaScript"", ""SQL"", ""Spring Boot"", ""Django"", ""Flask"", ""MySQL"", ""Node.js"", ""Microservices"", ""微服务"", ""代码测试"", ""代码生成""]",1,,,,,,
CM-367,resume_std_005779_exp03_1,芯片设计工程师,"求职意向：芯片设计工程师。
标准岗位：芯片设计工程师；岗位大族：芯片；经验年限：3年；候选人层级：中级。
岗位系统技能画像：SoC设计、ASIC、Verilog、RTL设计、数字IC、SystemVerilog、低功耗设计、时序分析、综合约束、脚本自动化、Python、EDA工具。
个人概述：具备3年左右芯片设计工程师相关实践经验，熟悉SoC设计、ASIC、Verilog、RTL设计、数字IC、SystemVerilog、低功耗设计、时序分析，能够承担独立模块交付、跨团队协作和质量改进。
教育背景：博士研究生，博士学位，211高校，电子科学与技术专业。
技能栈：SoC设计、ASIC、Verilog、RTL设计、数字IC、SystemVerilog、低功耗设计、时序分析、综合约束、脚本自动化、Python、EDA工具、CUDA、C/C++、Machine Learning、TensorRT、Triton、GPU内存优化。
工作经历：芯片设计工程师方向，累计3年相关实践，主要覆盖方案设计、开发实现、测试验证、问题定位和结果复盘。
项目经历：量产测试数据分析平台：担任核心成员，技术栈包括SoC设计、ASIC、Verilog、RTL设计、数字IC、SystemVerilog、低功耗设计、时序分析。面向芯片设计工程师岗位场景，围绕SoC设计、ASIC、Verilog构建从方案设计、实现验证到质量复盘的闭环能力。项目结果：支撑多业务线稳定复用。 SoC 子系统设计项目：担任核心成员，技术栈包括SystemVerilog、低功耗设计、时序分析、综合约束、脚本自动化、Python、EDA工具、CUDA。基于SystemVerilog、低功耗设计等技术完成方案验证、问题定位和迭代优化。项目结果：提升问题定位和交付效率。
综合能力：具备文档沉淀、跨团队沟通、问题定位、质量意识和持续学习能力，能够根据业务目标选择合适的技术方案。","[""SoC设计"", ""ASIC"", ""Verilog"", ""RTL设计"", ""数字IC"", ""SystemVerilog"", ""低功耗设计"", ""时序分析"", ""综合约束"", ""脚本自动化"", ""Python"", ""EDA工具"", ""CUDA"", ""C/C++"", ""Machine Learning"", ""TensorRT"", ""Triton"", ""GPU内存优化""]",3,,,,,,
CM-368,resume_std_005839_exp00_0,芯片测试工程师,"求职意向：芯片测试工程师。
标准岗位：芯片测试工程师；岗位大族：芯片；经验年限：0年；候选人层级：校招/无全职经验。
岗位系统技能画像：芯片测试、ATE、测试方案、Python、C/C++、LabVIEW、量产测试、测试覆盖率、硬件调试、示波器、数据分析、DFT。
个人概述：具备0年左右芯片测试工程师相关实践经验，熟悉芯片测试、ATE、测试方案、Python、C/C++、LabVIEW、量产测试、测试覆盖率，能够承担基础实践、原型验证和学习型任务。
教育背景：硕士研究生，硕士学位，普通高校，电子科学与技术专业。
技能栈：芯片测试、ATE、测试方案、Python、C/C++、LabVIEW、量产测试、测试覆盖率、硬件调试、示波器、数据分析、DFT、MySQL、封装EDA、工业自动化、机器学习、深度学习、软件开发。
工作经历：芯片测试工程师方向，累计0年相关实践，主要覆盖方案设计、开发实现、测试验证、问题定位和结果复盘。
项目经历：量产测试数据分析平台：担任核心成员，技术栈包括芯片测试、ATE、测试方案、Python、C/C++、LabVIEW、量产测试、测试覆盖率。面向芯片测试工程师岗位场景，围绕芯片测试、ATE、测试方案构建从方案设计、实现验证到质量复盘的闭环能力。项目结果：将关键流程耗时降低约 20%。 SoC 子系统设计项目：担任核心成员，技术栈包括LabVIEW、量产测试、测试覆盖率、硬件调试、示波器、数据分析、DFT、MySQL。基于LabVIEW、量产测试等技术完成方案验证、问题定位和迭代优化。项目结果：提升问题定位和交付效率。
综合能力：具备文档沉淀、跨团队沟通、问题定位、质量意识和持续学习能力，能够根据业务目标选择合适的技术方案。","[""芯片测试"", ""ATE"", ""测试方案"", ""Python"", ""C/C++"", ""LabVIEW"", ""量产测试"", ""测试覆盖率"", ""硬件调试"", ""示波器"", ""数据分析"", ""DFT"", ""MySQL"", ""封装EDA"", ""工业自动化"", ""机器学习"", ""深度学习"", ""软件开发""]",0,,,,,,
CM-369,resume_std_005810_exp00_0,芯片验证工程师,"求职意向：芯片验证工程师。
标准岗位：芯片验证工程师；岗位大族：芯片；经验年限：0年；候选人层级：校招/无全职经验。
岗位系统技能画像：UVM、SystemVerilog、Verilog、覆盖率驱动验证、仿真、断言、Python、Perl、SoC验证、验证计划、回归测试、DFT。
个人概述：具备0年左右芯片验证工程师相关实践经验，熟悉UVM、SystemVerilog、Verilog、覆盖率驱动验证、仿真、断言、Python、Perl，能够承担基础实践、原型验证和学习型任务。
教育背景：硕士研究生，硕士学位，普通高校，微电子科学与工程专业。
技能栈：UVM、SystemVerilog、Verilog、覆盖率驱动验证、仿真、断言、Python、Perl、SoC验证、验证计划、回归测试、DFT、Linux、Shell脚本、通信技术、RISC-V、CUDA、硬件开发。
工作经历：芯片验证工程师方向，累计0年相关实践，主要覆盖方案设计、开发实现、测试验证、问题定位和结果复盘。
项目经历：芯片验证回归平台：担任主要负责人，技术栈包括UVM、SystemVerilog、Verilog、覆盖率驱动验证、仿真、断言、Python、Perl。面向芯片验证工程师岗位场景，围绕UVM、SystemVerilog、Verilog构建从方案设计、实现验证到质量复盘的闭环能力。项目结果：将关键流程耗时降低约 20%。 量产测试数据分析平台：担任核心成员，技术栈包括断言、Python、Perl、SoC验证、验证计划、回归测试、DFT、Linux。基于断言、Python等技术完成方案验证、问题定位和迭代优化。项目结果：提升问题定位和交付效率。
综合能力：具备文档沉淀、跨团队沟通、问题定位、质量意识和持续学习能力，能够根据业务目标选择合适的技术方案。","[""UVM"", ""SystemVerilog"", ""Verilog"", ""覆盖率驱动验证"", ""仿真"", ""断言"", ""Python"", ""Perl"", ""SoC验证"", ""验证计划"", ""回归测试"", ""DFT"", ""Linux"", ""Shell脚本"", ""通信技术"", ""RISC-V"", ""CUDA"", ""硬件开发""]",0,,,,,,
CM-370,resume_004827_exp05_2,Android开发工程师,"求职意向：Android开发工程师。
标准岗位：Android开发工程师；岗位大族：软件研发；经验年限：5年；候选人层级：中级。
岗位系统技能画像：C/C++、软件开发、Android Framework、Java、Swift、性能优化、Android、Kotlin、跨平台开发、Objective-C、iOS、Python。
个人概述：具备5年左右Android开发工程师相关实践经验，熟悉C/C++、软件开发、Android Framework、Java、Swift、性能优化、Android、Kotlin，能够承担独立模块交付、跨团队协作和质量改进。
教育背景：硕士研究生，硕士学位，985高校，软件工程专业，英语六级。
技能栈：C/C++、软件开发、Android Framework、Java、Swift、性能优化、Android、Kotlin、跨平台开发、Objective-C、iOS、Python、Go、React Native、Flutter、Vue、React、运营。
工作经历：Android开发工程师方向，累计5年相关实践，主要覆盖方案设计、开发实现、测试验证、问题定位和结果复盘。
项目经历：移动端核心业务模块重构：担任主要负责人，技术栈包括架构设计、代码生成、市场营销、移动端性能优化、Kotlin、React。负责页面架构、网络层封装、缓存策略和性能优化。项目结果：显著改善系统稳定性和可维护性。 跨端组件与发布体系：担任核心成员，技术栈包括Kotlin、架构设计、系统设计、JavaScript、React、Android。沉淀通用组件，提升 Android/iOS 多端研发效率。项目结果：提升问题定位和交付效率。 移动端稳定性治理：担任核心成员，技术栈包括JavaScript、运营、Flutter、用户增长、Kotlin、Android。跟进崩溃率、卡顿、启动耗时和自动化测试覆盖。项目结果：形成可复用的技术方案和项目文档。
综合能力：具备文档沉淀、跨团队沟通、问题定位、数据化复盘和持续学习能力，能够根据业务目标选择合适的技术方案。","[""C/C++"", ""软件开发"", ""Android Framework"", ""Java"", ""Swift"", ""性能优化"", ""Android"", ""Kotlin"", ""跨平台开发"", ""Objective-C"", ""iOS"", ""Python"", ""Go"", ""React Native"", ""Flutter"", ""Vue"", ""React"", ""运营"", ""用户增长"", ""市场营销"", ""系统设计"", ""代码生成"", ""移动端性能优化"", ""NLP""]",5,,,,,,
