sample_id,job_id,source_type,title,description,gold_required_skills,gold_optional_skills,gold_responsibilities,is_parseable,annotator,notes
JD-198,job_59f604bc4cfadb39cc5e,legacy_label,腾讯会议-大模型语音算法工程师,"1.负责对话式 AI / Agent 系统的算法设计、研发与落地，面向端侧场景，打造高质量、低时延、可规模化部署的大模型能力；
2.负责大模型后训练全流程建设，包括但不限于 SFT、Preference Learning / RL、数据构建、数据编排、评测体系设计与效果迭代；
3.负责多模态交互能力建设，结合语音、文本、图像等模态，设计轻量级模型路由、模态分流与协同推理方案，兼顾效果、延迟与设备功耗；
4.参与大模型算法前沿研究，结合业务需求推动创新方案落地，沉淀可复用的方法论、平台能力和技术成果，形成内部核心竞争力。",,,,,,
JD-199,JOB05296,enterprise,大模型算法实习生-TikTok Shop,"ByteIntern：面向2027届毕业生（2026年9月-2027年8月期间毕业），为符合岗位要求的同学提供转正机会。
团队介绍：TikTok Shop 是 TikTok 旗下的内容电商。平台汇聚全球优质商家与创作者，通过短视频、直播等多场景连接消费者，让新奇好物畅销全球，让美好生活触手可得。目前团队分布在美国、英国、法国、印尼、墨西哥、中国等全球多个国家和地区，在这里你将有机会深入国际场景，面向全世界商家及用户，和跨区域团队协作，共同探索创新购物模式。期待和优秀的你一起创造更多可能！

1、大模型算法研发：构建电商领域的大模型LLM底座，融合电商的知识，快速落地电商业务，例如：沉淀电商大模型预训练链路，研发电商NLP大模型，或者研发电商图文或者视频多模态大模型；
2、基础算法研发：持续建设和深耕NLP/CV/多模态基础预训练算法（BERT类算法），例如：沉淀&优化电商场景的预训练模型，包括超长文本/口语文本预训练，电商图片/视频自监督，适配电商商品的多模态表征学习等；
3、梳理&沉淀算法库，抽象算法接口，最大化提高算法/预训练模型的复用率，同时优化数据采集&模型训练&部署&推理的流程，提升研发效率；
4、技术输出：定期分享SOTA模型，赋能电商甚至公司级别的业务BU，沉淀专利和论文。
1、2027届本科及以上学历在读，计算机等相关专业优先；
2、扎实的机器技术基础，了解前沿的AI技术，发表过高水平学术会议论文或者有竞赛经验者优先；
3、熟悉大数据相关框架和应用MR/Spark等优先；
4、熟悉TensorFlow/PyTorch模型的训练和部署，了解混合精度训练、分布式训练等训练加速方法优先；
5、了解模型压缩&推理加速的研究和技术进展，包括但不限于模型量化、剪枝、蒸馏、TensorRT推理优化等；
6、熟悉以下任一方向的技术：
1）CV&多模态：在多媒体和计算机视觉某个领域有较深入的研究，包括但不限于：图像搜索、图像/视频分类和识别、图像分割、目标检测、OCR、图神经网络、多模态、无监督和自监督学习等；有CV/多模态大模型相关项目经验优先，研发&优化电商视频&商品多模态大模型，结合LLM和视频/商品表征，支持视频多模态分类，视频QA，跨模态检索，商品分类等任务，显著超越线上模型；有较强的实践能力，在Kaggle，COCO，ImageNet，ActivityNet，ICPC等比赛获奖者优先；熟悉前沿工作，有顶级学术会议（如CVPR、ICCV、ECCV等）发表论文者优先；
2）自然语言处理（NLP）：NLP方向上有较深入的研究，包括但不限于：预训练技术，自然语言理解，多语言&跨语言学习，自然语言生成，迁移学习，半监督学习等；有LLM大模型相关项目经验优先；研发NLP大模型，以统一电商场景的NLP任务，落地电商业务场景；有较强的实践能力，在Kaggle，GLUE，Super GLUE，CLUE等比赛获奖者优先；熟悉前沿工作，有顶级学术会议（如ACL、EMNLP等）发表论文者优先。
熟悉MapReduce、Spark、TensorFlow或PyTorch，了解混合精度训练、分布式训练、模型量化、剪枝、蒸馏、TensorRT推理优化，以及CV、多模态、NLP、LLM相关任务。
TikTok Shop; 大模型算法",,,,,,
JD-200,JOB02130,enterprise,后端开发工程师（大模型）-火山引擎,"1、负责大模型相关服务的后端架构设计与核心模块开发；
2、深度参与从模型集成、推理服务、到RAG等关键功能的设计与实现；
3、优化系统性能、稳定性与扩展性，推动高质量工程实践；
4、与算法、前端、产品等团队密切协作，推进项目交付；
5、持续关注和研究大模型技术发展趋势，推动技术在业务中的创新应用。
1、本科及以上学历，计算机相关专业，5年以上后端开发经验；
2、精通Python，具备扎实的计算机基础知识（数据结构、算法、操作系统、网络等）；
3、熟悉主流后端语言中的至少一种（Golang/Java/C++），具备跨语言协作能力；
4、有分布式系统架构设计、开发与运维经验，能够独立定位与解决复杂问题；
5、具备良好的编码规范与工程能力，追求高质量产出；
6、理解面向对象设计原则与常见设计模式，具备良好的系统抽象能力；具备优秀的沟通协作能力、分析与解决问题的能力、持续学习能力。
要求精通Python; 具备数据结构、算法、操作系统、网络基础; 熟悉Golang、Java、C++至少一种; 有分布式系统架构设计、开发与运维经验; 理解面向对象设计和设计模式
火山引擎; 大模型; 后端研发",,,,,,
JD-201,JOB11332,enterprise,阿里妈妈-AI Inference 研发工程师-AI Infra,"服务淘天电商核心营销业务，针对AI在搜索/推荐/广告、创意、风控等场景的应用开展：
1. AI推理和服务框架的研发与优化，解决实际的业务问题；
2. 算法-软件-硬件协同优化（异构并行计算、AI编译、稀疏量化、混部与弹性等），发挥数十万CPU核和数千加速卡的计算潜力；
3. 研究业界前沿的AI算法、系统和硬件，探索面向推荐系统或大模型AI在线服务的理想软件和硬件系统。
1. 本科及以上学历、计算机/自动化/电子信息/通信 相关专业；
2. 熟悉Linux开发环境，熟练掌握C/C++或Python；
3. 熟悉CUDA，有GPU开发及优化相关经验，熟悉PyTorch/TensorFlow等主流深度学习框架，熟悉TRT/XLA/TVM/MLIR等编译优化技术优先；
4. 熟悉推荐系统召回/排序、LLM、Diffusion等相关算法和原理，有相关应用研发经验优先；
5. 具备良好的学习能力和沟通能力，有责任心肯钻研，有团队协作精神。
要求熟悉Linux，掌握C/C++或Python，熟悉CUDA、GPU开发优化、PyTorch/TensorFlow、TensorRT/XLA/TVM/MLIR，了解推荐召回排序、LLM和Diffusion算法。
AI Inference",,,,,,
JD-202,GOV-2025-137130-400110130018,government,海原调查队一级科员,"用人司局：国家统计局宁夏调查总队
职位简介：从事一线入户调查、数据处理、统计分析、统计研究等工作。
专业要求：经济学类、数学类、统计学类、计算机类（不含物联网工程、数字媒体技术、智能科学与技术、空间信息与数字技术、电影制作、服务科学与工程、虚拟现实技术、区块链工程、密码科学与技术专业）、农业经济管理类
学历要求：仅限本科
学位要求：学士
政治面貌：不限
基层工作经历：二年
考试类别：市（地）级及以下直属机构综合管理类
备注：此岗位经常需要独立下乡入户调查；限宁夏户籍或生源；服务期满且考核合格；本单位最低服务年限为5年（含试用期）。",,,,,,
JD-203,job_dd0c3ea464ad23f9c9ad,legacy_label,腾讯营销-多模态大模型算法工程师,"1.参与商业化领域的多模态基础大模型的研发，包含领域数据挖掘、模型结构设计和训练机制优化等；
2.将商业化领域的多模态大模型应用于用户/内容/广告/商品理解、个性化内容生成、广告搜推等业务领域，提升业务效果；
3.跟踪前沿算法研究（如预训练、后训练、强化学习、持续学习、理解&生成统一模型、图像/视频生成等），在商业化场景进行技术验证与落地。",,,,,,
JD-204,JOB04660,enterprise,数据科学家-电商商家与运营,"1、负责抖音电商商家/商品业务的数据科学工作，通过异动归因框架与指标拆解，深度诊断业务现状，发现增长机会点；
2、负责面向企业与面向个人联动场景下的实验方案设计与评估，通过双边实验、分流隔离等手段，科学量化经营策略的增量贡献；
3、运用因果推断技术（DAG、PSM、DID等）开展供给侧策略研究，分析商家/商品分层经营的异质性因果效应，驱动业务长效增长；
4、探索LLM在数据科学领域的应用，利用大模型提升对业务规则、商家经营逻辑的理解深度，沉淀智能化的策略评估决策框架。
1、计算机、统计学、数学等相关专业本科及以上学历，有3年以上数据科学或策略分析相关工作经验；
2、精通SQL/Python，具备海量数据处理能力，能够独立完成从指标体系搭建到归因模型构建的全链路工作；
3、精通A/B Test及实验设计方法论，具备处理网络溢出效应、样本偏差等复杂场景的实战经验；
4、熟练掌握因果推断方法（如RCT、DID、IV等）和常用机器学习模型，重点在于利用模型进行业务解释与决策建议；
5、具备敏锐的业务洞察力，能快速将业务问题转化为科学命题，并推动策略产品化落地；
6、有电商、大模型应用、双边市场策略经验背景者优先。
3年以上数据科学或策略分析经验，精通SQL和Python，能完成指标体系搭建到归因模型构建，掌握A/B Test、因果推断和机器学习模型。
电商商家与运营; 数据科学",,,,,,
JD-205,GOV-2025-137124-400110124017,government,独山调查队一级科员,"用人司局：国家统计局贵州调查总队
职位简介：从事一线入户调查、数据处理、统计分析、统计研究等工作。
专业要求：统计学、应用统计学、数学与应用数学、信息与计算科学、数据计算及应用、农林经济管理、农村区域发展、网络工程、信息安全、经济学、经济统计学。
学历要求：仅限本科
学位要求：学士
政治面貌：不限
基层工作经历：无限制
考试类别：市（地）级及以下直属机构综合管理类
备注：1.限2025届高校毕业生。2.本职位工作条件艰苦，需长期独立深入乡村、企业工作。3.限贵州省黔南布依族苗族自治州户籍或贵州省黔南布依族苗族自治州生源。4.本单位最低服务年限为5年（含试用期）。5.所列专业均要求主修专业，考生报考专业须与招录专业名称一致。",,,,,,
JD-206,GOV-2024-135119-400110119041,government,雷州调查队业务股室一级科员（1）,"用人司局：国家统计局广东调查总队
职位简介：从事一线入户调查、数据处理、统计分析、统计研究、信息化应用、统计宣传等工作
专业要求：统计学类、经济学专业、计算机类、经济统计学专业、社会学专业、汉语言文学专业
学历要求：仅限本科
学位要求：学士
政治面貌：不限
基层工作经历：无限制
考试类别：市（地）级及以下直属机构综合管理类
备注：本单位最低服务年限为5年（含试用期）",,,,,,
JD-207,GOV-2025-137105-400110105026,government,商都调查队一级科员（1）,"用人司局：国家统计局内蒙古调查总队
职位简介：从事一线入户调查、数据处理、统计分析、统计研究等工作
专业要求：统计学类、数学类、计算机类、汉语言文学、汉语言、会计学、财务管理
学历要求：仅限本科
学位要求：学士
政治面貌：不限
基层工作经历：无限制
考试类别：市（地）级及以下直属机构综合管理类
备注：1.限女性报考；2.须以最高学历学位主修专业报考，考生报考专业须与招录专业名称一致；3.仅限应届高校毕业生报考；4.限内蒙古自治区乌兰察布市范围内户籍人员报考；5.本单位最低服务年限为5年（含试用期）；6.需经常下乡入户，条件较为艰苦；7.本职位专业要求均为专业目录中的“专业类”，非“专业大类（学科大类）”。",,,,,,
JD-208,JOB08509,enterprise,资深Java开发工程师,"1、负责滴滴研发工具平台的核心功能开发，赋能滴滴研发团队全流程效率提升。
2、负责平台核心子系统建设，包括但不限于项目管理、需求管理、代码管理、测试管理及自动化测试系统的架构设计与开发工作，确保系统功能与业务场景深度契合，持续优化研发工具链。
3、负责先进研发实践落地，探索DevOps/敏捷开发等先进研发模式，推动自动化、标准化的工程实践，通过技术方案设计引领研发效能升级。
4、负责平台高可用建设，参与平台稳定性架构设计，构建支撑全公司级研发协同的高可用系统。
核心技术能力要求
1、精通Java核心语法、集合框架、多线程与并发编程
2、深入理解JVM原理（内存模型、GC机制、性能调优）
3、熟悉常用设计模式（如工厂、单例、代理等）及OOP设计原则
4、熟练使用Spring全家桶（Spring Boot, Spring MVC, Spring Cloud）
5、掌握ORM框架（MyBatis）及SQL优化
6、熟悉微服务架构（服务注册发现、配置中心、网关）
7、精通关系型数据库（MySQL）及NoSQL（Redis/MongoDB）
8、具备分库分表、读写分离等分布式数据库设计经验
9、掌握消息中间件（Redis/Kafka/RabbitMQ）应用场景

工程实践能力
1、熟悉CI/CD流程（Jenkins/GitLab CI）、容器化技术（Docker/K8s）
2、掌握代码质量管理工具（SonarQube）及日志监控（ELK/Prometheus）
3、具备单元测试（JUnit）、集成测试开发能力
4、理解自动化测试框架（TestNG/JMockit）
5、能独立完成模块设计，编写技术方案文档
6、有高并发、高可用系统开发经验者优先
要求精通Java、集合、多线程并发、JVM、设计模式、OOP、Spring Boot/MVC/Cloud、MyBatis、SQL优化、微服务、MySQL、Redis、MongoDB、分库分表、读写分离、Kafka/RabbitMQ、CI/CD、Jenkins/GitLab CI、Docker/K8s、SonarQube、ELK、Prometheus、JUnit、TestNG/JMockit，高并发高可用经验优先。
资深Java后端",,,,,,
JD-209,JOB06187,enterprise,广告架构实习生-国际化搜索广告,"ByteIntern：面向2027届毕业生（2026年9月-2027年8月期间毕业），为符合岗位要求的同学提供转正机会。
团队介绍：国际化搜索广告团队不断突破通用搜索引擎变现的界限，覆盖海外应用，致力于构建全球领先的搜索广告变现系统。在国际化搜索广告团队，您将有机会从事大规模分布式存储和架构、自然语言处理、排序和信息检索相关的问题。您还将深入参与我们的广告样式、创意展示和广告投放链路的创新和优化。我们正在寻找勇于挑战困难、热衷于解决复杂问题并与热情洋溢的候选人们共同发展我们的搜索广告产品。

1、负责架构设计和开发，为亿级用户提供优质顺畅的信息服务和极致体验；
2、参与设计系统技术方案，核心代码开发和系统调优；
3、参与制定代码规范、测试规范，建立起开发质量控制方法；
4、协助团队攻克各种高并发、数据隔离、系统解耦等方面的技术难关；
5、参与各专项技术调研，新技术引入等前瞻项目；
6、参与机器学习与异构计算系统研发。
1、2027届本科及以上学历在读，计算机相关专业优先；
2、热爱计算机科学和互联网技术，精通至少一门编程语言，包括但不限于：Java、C、C++、PHP、Python、Go；
3、掌握扎实的计算机基础知识，深入理解数据结构、算法和操作系统知识；
4、有优秀的逻辑分析能力，能够对业务逻辑进行合理的抽象和拆分；
5、有强烈的求知欲，优秀的学习和沟通能力。
精通Java、C、C++、PHP、Python或Go，掌握数据结构、算法和操作系统。
国际化搜索广告; 广告架构",,,,,,
JD-210,JOB03325,enterprise,高级测试开发工程师-剪映,"1、负责部门内服务端质量专项，包括但不限于服务稳定性治理、机房流量治理、自动化&压测、质量内建等；
2、深入学习业务领域知识，能够分析和洞察业务痛点，合理设计质量方案，辅助业务团队提升质量收益；
3、基于AIGC技术构建内部效能工具平台，覆盖需求研发流程中的典型场景，负责平台的开发与运营工作；
4、持续追踪AI领域的最新技术趋势和研究成果，将前沿技术整合进我们的项目与解决方案中。
1、本科及以上学历，有质量架构，自动化测试、性能测试等多个领域经验优先；
2、具备持续学习和创新意识，对业务和AI技术敏感，有较好的抽象能力和架构能力；
3、良好的沟通能力，团队协作能力及项目掌控能力，有较强的责任心，追求；
4、扎实的编程基础，熟悉Go、Python等至少一种编程语言，有全栈开发经验优先。
要求具备质量架构、自动化测试、性能测试经验优先; 熟悉Go/Python之一; 全栈开发经验优先
剪映; 测试开发",,,,,,
JD-211,job_66fbc55fc20ea04bfcc6,legacy_label,魔方工作室-AI技术美术（美术向）,"1.负责搭建和探索前沿的AIGC工作流，推动相关技术落地美术生产；
2.与美术和技术团队协作，训练模型，创作不同风格类型；
3.对美术团队进行AIGC工具的指导、培训。",,,,,,
JD-212,job_de7599d2d9fb5f89f11a,legacy_label,音频系统技术专家,"岗位职责：
标准职责:
主导产品级的技术研究，竞争力业界全面同步，关键指标业界领先；负责并成功推动领域的技术规划，确保技术方向正确性和可持续发展；通过业界现有方案的重大优化提升形成技术创新和突破，实现关键技术竞争力领先。
自定义职责:
主动降噪方向：
1. 负责主动降噪系统的技术规划迭代，进行整机声学与耳包耳塞设计、模组设计、算法原型设计与验证，全链路端到端负责，确保降噪能力先进性业界领先。
2.负责耳机主动降噪的芯片规划，通过端到端系统设计，分解芯片需求并跟踪落地，确保芯片解决方案满足降噪竞争力需求。
3. 负责主动降噪耳机的产品开发和商用，对产品的主动降噪用户体验和竞争力负责。
智能语音方向：
1. 主导端侧智能语音核心技术规划与研发，聚焦语音降噪增强、声纹识别、语音鉴伪及端侧大模型等关键技术，打造行业领先的端侧语音交互体验，支撑智能终端产品的智能语音唤醒、交互、鉴伪等特性的竞争力构建。
2. 洞察分析国内外语音算法前沿技术动态，并推动技术创新与成果转化，解决项目研发中的关键技术难题，确保产品的智能语音体验持续保持竞争力。
3. 优化算法研发与评测体系，制定技术标准与评估方案，指导团队开展技术研发工作，保障算法方案的工程化落地与产品化交付。

任职要求：
语言要求:
简体中文,英语
教育背景要求:
硕士及以上

技能要求:
通用：
1、音频算法设计（数字信号处理与AI算法）；
2、编程语言：MATLAB&C&PYTHON；
3、独立搭建语音算法训练流程，完成模型训练、迭代与参数调优；

主动降噪方向：
1、嵌入式系统；
2、电声系统设计；
3、耳包&耳塞优化设计；
4、芯片设计；

智能语音方向：
1、实操优化唤醒率、误唤醒率等核心业务指标，解决落地场景问题；
2、独立完成语音算法整体架构设计与业务方案统筹设计；
能力要求:

知识要求:
通用：
1、精通C&C++&MATLAB&PYTHON代码开发；

主动降噪方向：
1、耳机本端声场控制系统原理：主动降噪、自然透传、助辅听等专业知识，精通自适应滤波器算法及原理，精通机器学习或深度学习的算法；
2、音频专用CODEC设计：AD/DA、PDM、专用滤波器、CIC、PA、I2S等专业知识；
3、电声系统设计、人耳生理学研究、指导耳包&耳塞的优化设计；

智能语音方向：
1、掌握语音唤醒、语音识别、声纹识别、大语言模型基础理论，精通 CTC 时序分类及各类解码原理；
2、熟知音频特征算法、语音信号处理、前端降噪回声消除专业知识；
3、精通各类声学模型原理，了解模型训练机制与语音评测体系熟悉端侧部署原理、模型量化压缩、流式推理等底层技术知识；
4、具备语音数据集构建、模型评测、唤醒相关指标优化实战经验；",,,,,,
JD-213,JOB02737,enterprise,后端研发工程师-国际化,"1、负责国际广告业务设计，API等系统的方案设计和实施；
2、负责设计国际广告平台，持续改善已有服务，发现系统薄弱点；
3、完善基础组件支持，更好地支撑业务迭代；
4、负责对接欧美、日本等地区广告平台业务迭代。
1、有扎实的编程能力，有优秀的设计和代码习惯；
2、熟悉MySQL、Memcache、Redis、消息队列，Nginx等常用Web组件，有能力优化其使用；
3、有在线大流量服务设计和实现经验优先；
4、有广告相关业务经验优先；
5、深入了解掌握Golang/Java/C++等任一门常见编程语言。
要求熟悉MySQL、Memcache、Redis、消息队列、Nginx等Web组件; 有在线大流量服务设计实现经验; 掌握Golang/Java/C++任一语言; 广告业务经验优先
国际化; 后端研发",,,,,,
JD-214,JOB09692,enterprise,北京-自动驾驶大规模AI系统优化与异构计算工程师(J100724),"-负责自动驾驶大模型在 NVIDIA GPU 上的推理算子研发与极致加速
-设计与优化支持千卡级别的分布式训练框架，提升集群整体的训练吞吐量与稳定性
-针对大模型结构进行显存优化、算子融合（Kernel Fusion）及通信性能（如 NCCL）调优
-追踪业界最新的 AI Infra 技术（如 Triton、vLLM、Megatron），并推动其在团队业务中的落地部署
-硕士及以上学历，计算机体系结构、高性能计算等相关专业，精通 C/C++ 与 CUDA 编程
-深入理解底层硬件架构，熟悉并行计算、分布式系统原理或深度学习编译器（如 TVM/TensorRT）
-有深度学习框架底层开发经验，或向核心开源社区（如 PyTorch, Triton）贡献过代码者优先
要求精通C/C++和CUDA，理解底层硬件架构、并行计算、分布式系统或深度学习编译器TVM/TensorRT，有深度学习框架底层开发或PyTorch/Triton贡献经验优先。
自动驾驶异构计算",,,,,,
JD-215,JOB04745,enterprise,测试开发Senior Manager-国际化短视频,"1、根据对国际化短视频的业务和技术理解，负责短视频多个方向的质量保障工作，保障业务高质高效交付；
2、根据对痛点和难点的识别制定契合业务发展的质量保障体系，在保障业务基础质量的基础上，能够提升测试效率以及从质量视角贡献业务价值；
3、负责多个子方向的团队构建和团队管理工作，制定团队目标和培养计划并落实。
1、拥有5年工作经验，计算机或相关专业本科以上学历，有互联网工作经历最佳；
2、熟练掌握Java/C/C++/Go/Python等任一语言，在 Android/iOS/Web/Server端至少一个方向领域有深入的测试技术积累和项目经验；
3、具备比较好的质量视野，能够引入或自创适合本业务的质量模型；
4、在团队协作方面有比较强的敏感度，在团队管理和培养上有较深经验者优先；
5、自驱力强，学习能力强，逻辑清晰，思维敏捷，责任心强，有一定抗压能力。
熟练掌握Java、C、C++、Go或Python，在Android、iOS、Web或Server端至少一个方向有深入测试技术积累。
国际化短视频; 测试开发",,,,,,
JD-216,job_a193de1816fe2ee7fa28,legacy_label,腾讯云AI-ToB产品经理-OCR与大模型应用方向,"1.通过打造具有核心竞争力的AI产品与解决方案，驱动公司在大模型和OCR应用领域的市场增长与客户成功；
2.产品战略与规划：深入调研分析行业趋势、竞争格局和客户痛点，主导制定产品的长期愿景、战略规划及实施路线图（Roadmap），确保产品方向具备前瞻性和竞争力；
3.解决方案架构与落地：深度挖掘并洞察关键客户的真实业务需求，将其转化为可量化和具有商业价值的技术方案与产品解决方案；协同算法、工程团队，推动产品从设计、开发到测试上线的全流程；
4.产品商业化与增长：制定产品上市策略，独立面向决策层进行方案宣讲与价值沟通；通过数据分析驱动产品迭代和运营策略优化，实现产品在不同客户群体的规模化扩张；
5.跨团队领导与协同：作为产品核心角色，高效协同销售、研发、算法、市场等多部门团队，确保项目高质量按时交付，并营造良好的协作氛围。",,,,,,
JD-217,job_f894fccbf54e5f9fba8a,legacy_label,资深测试开发工程师（AI评测方向）,"1.负责腾讯云AI Coding产品质量保障工作，深度参与产品质量体系建设，识别全链路上的质量风险，建立稳定性保障体系，推动稳定性建设落地；
2.腾讯云AI 产品相关的评测工作，包含AI算法的评测体系建设、评测集构建、以及相关评测工程化建设等；
3.负责AI算法的评测标准和评测流程制定，构建评测集，并推进评测执行，分析评测结果，对模型质量给予充分评估；
4.建设相关评测工具/平台，推动评测工程化和无人化。",,,,,,
JD-218,job_946cbec9c1f852b2a107,legacy_label,数字能源业务拓展代表,"岗位职责：
1、在指导下，主要对接商业大客户中基层，能够与客户建立良好连接。
2、支撑中小销售项目的拓展，担任中小销售项目的项目组成员，承担部分运作职责，达成项目成功。
3、参与本地的合作伙伴拓展与使能。

任职要求：
语言要求:简体中文
教育背景要求:本科及以上学历

知识/技能要求:
掌握客户关系运作、业务拓展经营相关技能；熟悉光储充相关行业生态、产业发展趋势方向、友商动态；有电力电子能源行业背景知识优先
能力要求:
客户沟通和连接能力、伙伴及周边协同合作能力、团队管理、营销活动执行能力
经验要求:
光储充相关产品售前经验，或ICT行业从业经验；有销售/渠道拓展成功经验、销售项目运营经验等

其他要求:
有2年及以上销售成功经验优先",,,,,,
JD-219,JOB02197,enterprise,SOC设计工程师（深圳）,"1、负责SoC系统设计，包括：定义Spec、SoC集成、IP选型和RTL设计；
2、参与SoC的Clock/Reset/Low power/Debug设计；
3、支持SoC验证和软件开发和调试。
1、微电子、计算机等相关专业本科及以上学历，5年及以上SOC设计经验；
2、熟悉SoC架构和顶层接口，有高性能或先进工艺SoC设计经验优先；
3、有扎实的RTL 编程能力和设计经验；
4、熟悉IC开发流程，会使用Spyglass等基本的前端EDA工具；
5、熟悉Python/Tcl/Perl等流程常用脚本；
6、熟悉DDR/PCIEClock/Reset/Low power/Debug/Die2die/Ethernet/安全等协议和设计，有过IP集成经验优先；
7、熟悉SoC Pad、Clock/Reset、Boot-up、Debug等方面的设计；
8、熟悉AXI等总线标准，有CPU/Fabric等IP配置方面的经验；
9、熟悉SOC Low-pwer设计，熟悉芯片电源方案、Sequence、UFP等方面的优先；
10、熟悉CPU体系结构，设计集成的优先（Riscv/Arm/x86）。
要求具备SoC设计经验; 熟悉SoC架构、顶层接口和RTL; 会使用SpyGlass等前端EDA工具; 熟悉Python/Tcl/Perl脚本; 了解DDR、PCIe、Clock/Reset、Low Power、Debug、Die2Die、Ethernet、AXI、CPU体系结构和低功耗设计
深圳; SoC设计",,,,,,
JD-220,job_54e38df1faf24c356aa3,legacy_label,Senior Software Engineer II,"What the Role Entails
1、负责业务后台系统的开发与维护，通过各种技术优化手段确保核心服务的性能和稳定；
2、协同发行运营团队，深入理解海外发行业务解决业务痛点问题；协调发行与外部技术团队协作，确保技术方案与业务需求高效对接；
3、协同运维团队，通过 AI 工具化解决游戏发行运营过程中的痛点问题；

Who We Look For
1、丰富的后台开发经验，具备扎实的计算机基础、服务运开发以及运维实践经验，有大型高并发后台项目经验优先；
2、主导过大型后台项目的架构设计，熟悉微服务、K8s、分布式系统架构；
3、了解 AI 大模型相关技术，对大模型推理优化、GPU 集群运维部署优化有一定的经验，有与业务结合 AI 应用落地实践经验者优先；
4、有 AI 研效提升落地经验，能通过工具链建设等手段推动团队工程化水平提升；
5、具备很强的责任心和自驱力，具备优秀的跨团队沟通协作能力与项目推动力；

Equal Employment Opportunity at Tencent
As an equal opportunity employer, we firmly believe that diverse voices fuel our innovation and allow us to better serve our users and the community. We foster an environment where every employee of Tencent feels supported and inspired to achieve individual and common goals.
Work Location: China-Shenzhen",,,,,,
JD-221,job_9c7210df3e80b57ac5f6,legacy_label,游戏AI-多模态世界模型算法专家-可控视频生成方向,"1.探索研究多模态理解、生成式、强化学习等前沿技术；
2.负责世界模型相关核心算法的研发与落地，包括但不限于视频生成、视频预测、视频编辑等方向；
3.探索面向游戏世界场景的新一代视频生成技术，构建具备可交互性、可编辑性、物理一致性和时空一致性的世界模型。",,,,,,
JD-222,JOB02965,enterprise,后端开发工程师-番茄小说/番茄畅听/红果短剧,"1、参与字节跳动旗下番茄小说业务研发，保障业务在高速发展中的架构稳定和可靠性；
2、负责调研业界前沿技术，针对业务领域的复杂问题，提出相应解决方案并落地；
3、负责在线大流量高并发系统设计；
4、主要开发语言为Golang/Python。
1、本科及以上学历，计算机相关专业；
2、热爱计算机科学和互联网技术，精通至少一门编程语言，包括但不仅限于：Java、C、C++、PHP、Python、Go；
3、掌握扎实的计算机基础知识，深入理解数据结构、算法和操作系统知识；
4、有优秀的逻辑分析能力，能够对业务逻辑进行合理的抽象和拆分；
5、有强烈的求知欲，优秀的学习和沟通能力。
要求精通Java/C/C++/PHP/Python/Go之一; 掌握数据结构、算法和操作系统; 能进行业务逻辑抽象和拆分
番茄小说; 番茄畅听; 红果短剧",,,,,,
JD-223,GOV-2024-130107-300110024005,government,第四税务分局一级主管及以下,"用人司局：国家税务总局大连市税务局
职位简介：从事税收大数据和风险管理等工作
专业要求：统计学类、电子信息类、计算机类
学历要求：硕士研究生及以上
学位要求：与最高学历相对应的学位
政治面貌：不限
基层工作经历：二年
考试类别：中央机关及其省级直属机构综合管理类
备注：在本单位最低服务年限为5年，本单位不提供宿舍",,,,,,
JD-224,GOV-2025-130130-300110010023,government,一级行政执法员（七）,"用人司局：国家税务总局昆明市五华区税务局
职位简介：税收大数据分析
专业要求：数学类、统计学类、电子信息类、计算机类
学历要求：本科及以上
学位要求：与最高学历相对应的学位
政治面貌：不限
基层工作经历：无限制
考试类别：行政执法类
备注：本单位不提供宿舍，在本单位最低服务年限为5年",,,,,,
JD-225,GOV-2024-154125-300147006001,government,统计信息部门一级主任科员及以下,"用人司局：国家金融监督管理总局楚雄监管分局
职位简介：主要从事信息科技风险监管、电子设备软硬件管理及信息系统运行维护等工作。
专业要求：计算机类（计算机科学与技术、软件工程、网络工程、信息安全、数据科学与大数据技术）、管理科学与工程类（管理科学、信息管理与信息系统、大数据管理与应用、计算金融）
学历要求：仅限本科
学位要求：学士
政治面貌：不限
基层工作经历：无限制
考试类别：市（地）级及以下直属机构综合管理类
备注：1.应届高校毕业生；2.最低服务年限五年（含试用期）；3.落户须符合当地有关政策，单位无法办理集体户口；4.大学英语四级60分（100分制）或425（710分制）及以上 ，并在外语水平一栏注明已获得的英语等级证书及成绩；5.有关专业考试信息请参见国家金融监督管理总局2024年度招考公告。",,,,,,
