sample_id,record_id,reference_skills,reference_warning,reference_years_experience,reference_education
RES-206,resume_001197_exp01_1,"[""C/C++"", ""软件开发"", ""Android Framework"", ""Java"", ""Swift"", ""性能优化"", ""Android"", ""Kotlin"", ""跨平台开发"", ""Objective-C"", ""iOS"", ""Python"", ""JavaScript"", ""SQL"", ""Go"", ""React Native"", ""Flutter"", ""React"", ""Vue"", ""品牌"", ""用户增长"", ""用户研究"", ""代码生成"", ""系统设计""]",仅供盲标完成后复核，不得直接复制为金标,1,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""双一流高校"", ""major"": ""移动应用开发"", ""english_level"": ""无""}"
RES-207,resume_001384_exp05_2,"[""大模型调优"", ""AI应用开发"", ""LLM"", ""模型微调"", ""Embedding"", ""Function Calling"", ""RAG"", ""大模型应用"", ""模型工程"", ""prompt工程"", ""LangChain"", ""向量数据库"", ""Python"", ""Java"", ""JavaScript"", ""Go"", ""HTML"", ""CSS"", ""React"", ""Vue"", ""代码测试"", ""架构设计"", ""分布式系统"", ""用户增长""]",仅供盲标完成后复核，不得直接复制为金标,5,"{""education"": ""硕士研究生"", ""degree"": ""硕士"", ""school_category"": ""双一流高校"", ""major"": ""交互设计"", ""english_level"": ""英语六级""}"
RES-208,resume_std_005830_exp10_4,"[""UVM"", ""SystemVerilog"", ""Verilog"", ""覆盖率驱动验证"", ""仿真"", ""断言"", ""Python"", ""Perl"", ""SoC验证"", ""验证计划"", ""回归测试"", ""DFT"", ""Linux"", ""Shell脚本"", ""通信技术"", ""RISC-V"", ""CUDA"", ""硬件开发""]",仅供盲标完成后复核，不得直接复制为金标,10,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""普通高校"", ""major"": ""电子科学与技术"", ""english_level"": ""英语六级""}"
RES-209,resume_000508_exp03_1,"[""Diffusion"", ""Python"", ""PyTorch"", ""SFT"", ""AIGC"", ""C/C++"", ""NLP"", ""VLM"", ""分布式训练"", ""大模型训练"", ""DeepSpeed"", ""LLM"", ""JavaScript"", ""TensorFlow"", ""Tableau"", ""Power BI"", ""FineBI"", ""AIOps"", ""多模态AI"", ""AI Agent"", ""Agentic"", ""Data Warehouse"", ""Computer Vision"", ""特征工程""]",仅供盲标完成后复核，不得直接复制为金标,3,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""211高校"", ""major"": ""计算机科学与技术"", ""english_level"": ""英语四级""}"
RES-210,resume_004382_exp10_4,"[""Go"", ""MySQL"", ""分布式系统"", ""PostgreSQL"", ""Python"", ""数据工程"", ""C/C++"", ""Linux"", ""Java"", ""代价模型"", ""异常检测"", ""JavaScript"", ""SQL"", ""MongoDB"", ""Hadoop"", ""Spark"", ""ETL"", ""TDSQL"", ""Redis"", ""DevOps"", ""Kubernetes"", ""云计算"", ""Docker"", ""Flink""]",仅供盲标完成后复核，不得直接复制为金标,10,"{""education"": ""硕士研究生"", ""degree"": ""硕士"", ""school_category"": ""双一流高校"", ""major"": ""数据科学与大数据技术"", ""english_level"": ""英语六级""}"
RES-211,resume_std_005960_exp10_4,"[""热设计"", ""散热仿真"", ""CFD"", ""Icepak"", ""FloTHERM"", ""结构设计"", ""热测试"", ""材料导热"", ""可靠性测试"", ""有限元分析"", ""硬件工程"", ""测试验证"", ""Python"", ""仿真技术"", ""硬件开发"", ""算法工程""]",仅供盲标完成后复核，不得直接复制为金标,10,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""985高校"", ""major"": ""电子信息工程"", ""english_level"": ""英语六级""}"
RES-212,resume_001425_exp05_2,"[""JavaScript"", ""Go"", ""Java"", ""Vue.js"", ""MySQL"", ""React"", ""TypeScript"", ""Python"", ""Redis"", ""软件开发"", ""Ai coding"", ""LangChain"", ""SQL"", ""HTML"", ""CSS"", ""Vue"", ""Redux"", ""Vuex"", ""Spring Boot"", ""Django"", ""Flask"", ""微服务"", ""Node.js"", ""Microservices""]",仅供盲标完成后复核，不得直接复制为金标,5,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""普通高校"", ""major"": ""网络工程"", ""english_level"": ""英语四级""}"
RES-213,resume_000165_exp03_1,"[""TensorFlow"", ""Python"", ""计算机视觉"", ""Diffusion"", ""PyTorch"", ""机器学习"", ""AIGC"", ""Machine Learning"", ""图像图形技术"", ""多模态"", ""C/C++"", ""LLM"", ""Java"", ""Go"", ""Pandas"", ""NumPy"", ""Hadoop"", ""Spark"", ""Tableau"", ""Power BI"", ""FineBI"", ""AgentRuntime"", ""AI Agent"", ""AI""]",仅供盲标完成后复核，不得直接复制为金标,3,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""211高校"", ""major"": ""模式识别与智能系统"", ""english_level"": ""英语四级""}"
RES-214,resume_std_005519_exp05_2,"[""大模型安全"", ""Prompt Injection"", ""Jailbreak"", ""Guardrail"", ""红队测试"", ""模型评测"", ""内容安全"", ""对抗样本"", ""风险控制"", ""安全策略"", ""Python"", ""安全测试"", ""AI安全"", ""C/C++"", ""RLHF"", ""AI测试"", ""DPO"", ""Go""]",仅供盲标完成后复核，不得直接复制为金标,5,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""双一流高校"", ""major"": ""网络空间安全"", ""english_level"": ""英语四级""}"
RES-215,resume_001853_exp05_2,"[""Go"", ""Python"", ""prompt工程"", ""C/C++"", ""Java"", ""LangChain"", ""Agent"", ""Function Calling"", ""LLM"", ""RAG"", ""软件开发"", ""LangGraph"", ""JavaScript"", ""SQL"", ""HTML"", ""CSS"", ""React"", ""Vue"", ""Webpack"", ""TypeScript"", ""Redux"", ""Vuex"", ""Spring Boot"", ""Django""]",仅供盲标完成后复核，不得直接复制为金标,5,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""普通高校"", ""major"": ""软件工程"", ""english_level"": ""无""}"
RES-216,resume_001785_exp01_1,"[""C/C++"", ""Python"", ""Go"", ""数据工程"", ""软件测试"", ""Java"", ""Linux"", ""Shell脚本"", ""通信技术"", ""AI测试"", ""自动化技术"", ""Ai coding"", ""JavaScript"", ""SQL"", ""Selenium"", ""JMeter"", ""Postman"", ""自动化测试"", ""性能测试"", ""安全测试"", ""Automated Testing"", ""Security Testing"", ""Performance Testing"", ""代码测试""]",仅供盲标完成后复核，不得直接复制为金标,1,"{""education"": ""硕士研究生"", ""degree"": ""硕士"", ""school_category"": ""211高校"", ""major"": ""信息安全"", ""english_level"": ""英语六级""}"
RES-217,resume_002243_exp10_4,"[""Objective-C"", ""iOS"", ""内存管理"", ""Swift"", ""跨平台开发"", ""C/C++"", ""React Native"", ""软件开发"", ""Flutter"", ""数据工程"", ""图像图形技术"", ""Android"", ""Python"", ""Java"", ""SQL"", ""Kotlin"", ""React"", ""Vue"", ""品牌"", ""IP"", ""用户增长"", ""代码测试"", ""架构设计"", ""移动端性能优化""]",仅供盲标完成后复核，不得直接复制为金标,10,"{""education"": ""硕士研究生"", ""degree"": ""硕士"", ""school_category"": ""双一流高校"", ""major"": ""数字媒体技术"", ""english_level"": ""英语六级""}"
RES-218,resume_002747_exp02_0,"[""Flink"", ""Python"", ""Spark"", ""数据工程"", ""C/C++"", ""ClickHouse"", ""Kafka"", ""Go"", ""Hadoop"", ""Hive"", ""Java"", ""向量数据库"", ""JavaScript"", ""SQL"", ""MySQL"", ""PostgreSQL"", ""MongoDB"", ""Redis"", ""ETL"", ""Milvus"", ""Vector Database"", ""Docker"", ""云计算"", ""DevOps""]",仅供盲标完成后复核，不得直接复制为金标,2,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""双一流高校"", ""major"": ""信息工程"", ""english_level"": ""英语四级""}"
RES-219,resume_std_005579_exp03_3,"[""C/C++"", ""嵌入式系统"", ""Linux"", ""RTOS"", ""ARM"", ""MCU"", ""驱动开发"", ""串口"", ""CAN"", ""I2C"", ""SPI"", ""硬件调试"", ""TCP/IP"", ""光学技术"", ""内存管理"", ""系统开发"", ""Python"", ""Shell脚本""]",仅供盲标完成后复核，不得直接复制为金标,3,"{""education"": ""博士研究生"", ""degree"": ""博士"", ""school_category"": ""985高校"", ""major"": ""计算机科学与技术"", ""english_level"": ""英语六级""}"
RES-220,resume_003954_exp08_3,"[""C/C++"", ""Go"", ""Linux"", ""Machine Learning"", ""PyTorch"", ""Python"", ""TensorFlow"", ""机器学习"", ""GPU"", ""Hive"", ""Java"", ""Kubernetes"", ""JavaScript"", ""SQL"", ""Pandas"", ""NumPy"", ""Few-shot"", ""知识库"", ""AIOps"", ""AgentRuntime"", ""Deep Learning"", ""Scikit-learn"", ""特征工程"", ""Multimodal AI""]",仅供盲标完成后复核，不得直接复制为金标,8,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""普通高校"", ""major"": ""模式识别与智能系统"", ""english_level"": ""英语四级""}"
RES-221,resume_000517_exp10_4,"[""C/C++"", ""Python"", ""Go"", ""数据工程"", ""软件测试"", ""Java"", ""Linux"", ""Shell脚本"", ""通信技术"", ""AI测试"", ""自动化技术"", ""Ai coding"", ""JavaScript"", ""Selenium"", ""JMeter"", ""自动化测试"", ""性能测试"", ""安全测试"", ""Performance Testing"", ""Automated Testing"", ""Security Testing"", ""高并发"", ""代码测试"", ""系统设计""]",仅供盲标完成后复核，不得直接复制为金标,10,"{""education"": ""硕士研究生"", ""degree"": ""硕士"", ""school_category"": ""211高校"", ""major"": ""软件工程"", ""english_level"": ""英语六级""}"
RES-222,resume_003238_exp08_3,"[""大模型调优"", ""AI应用开发"", ""LLM"", ""模型微调"", ""Embedding"", ""Function Calling"", ""RAG"", ""大模型应用"", ""模型工程"", ""prompt工程"", ""LangChain"", ""向量数据库"", ""Java"", ""JavaScript"", ""HTML"", ""CSS"", ""React"", ""Vue"", ""分布式系统"", ""代码生成"", ""系统设计"", ""用户增长"", ""用户研究"", ""运营""]",仅供盲标完成后复核，不得直接复制为金标,8,"{""education"": ""博士研究生"", ""degree"": ""博士"", ""school_category"": ""海外高校"", ""major"": ""软件工程"", ""english_level"": ""英语六级""}"
RES-223,resume_002070_exp01_1,"[""C/C++"", ""Java"", ""Python"", ""仿真技术"", ""VLA模型"", ""分布式系统"", ""Machine Learning"", ""Go"", ""模型训练"", ""JavaScript"", ""SQL"", ""TensorFlow"", ""PyTorch"", ""大语言模型"", ""Agentic"", ""AgentBench"", ""OpenAI"", ""风控模型"", ""FineBI"", ""Data Warehouse"", ""深度学习"", ""GPUDriven"", ""LLVM/MLIR"", ""机器学习""]",仅供盲标完成后复核，不得直接复制为金标,1,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""211高校"", ""major"": ""软件工程"", ""english_level"": ""英语六级""}"
RES-224,resume_002656_exp05_2,"[""Go"", ""深度学习"", ""Java"", ""Linux"", ""Machine Learning"", ""Python"", ""TensorFlow"", ""推荐算法"", ""机器学习"", ""NLP"", ""PyTorch"", ""分布式计算"", ""SQL"", ""Hadoop"", ""Spark"", ""Embedding"", ""QClaw-AI"", ""模型微调"", ""大模型"", ""搜索算法"", ""Multimodal AI"", ""特征工程"", ""NCCL"", ""NPU""]",仅供盲标完成后复核，不得直接复制为金标,5,"{""education"": ""博士研究生"", ""degree"": ""博士"", ""school_category"": ""985高校"", ""major"": ""模式识别与智能系统"", ""english_level"": ""英语六级""}"
RES-225,resume_003647_exp03_3,"[""Java"", ""C/C++"", ""消息队列"", ""MyBatis"", ""NoSQL"", ""Redis"", ""Spring"", ""分布式系统"", ""编程语言"", ""Elasticsearch"", ""Go"", ""Linux"", ""Python"", ""SQL"", ""Spring Boot"", ""Django"", ""Flask"", ""RESTful API"", ""Node.js"", ""MySQL"", ""PostgreSQL"", ""MongoDB"", ""微服务"", ""Microservices""]",仅供盲标完成后复核，不得直接复制为金标,3,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""普通高校"", ""major"": ""信息工程"", ""english_level"": ""英语六级""}"
RES-226,resume_std_005840_exp01_0,"[""芯片测试"", ""ATE"", ""测试方案"", ""Python"", ""C/C++"", ""LabVIEW"", ""量产测试"", ""测试覆盖率"", ""硬件调试"", ""示波器"", ""数据分析"", ""DFT"", ""MySQL"", ""封装EDA"", ""工业自动化"", ""机器学习"", ""深度学习"", ""软件开发""]",仅供盲标完成后复核，不得直接复制为金标,1,"{""education"": ""博士研究生"", ""degree"": ""博士"", ""school_category"": ""985高校"", ""major"": ""微电子科学与工程"", ""english_level"": ""英语六级""}"
RES-227,resume_std_006030_exp08_3,"[""AI产品设计"", ""大模型产品"", ""AIGC产品"", ""需求分析"", ""PRD"", ""用户研究"", ""数据分析"", ""原型设计"", ""Prompt工程"", ""RAG"", ""产品规划"", ""增长分析"", ""AIGC"", ""大模型应用"", ""AI工作流设计"", ""Agent"", ""AI安全""]",仅供盲标完成后复核，不得直接复制为金标,8,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""985高校"", ""major"": ""计算机科学与技术"", ""english_level"": ""英语六级""}"
RES-228,resume_004358_exp08_3,"[""LLM"", ""Machine Learning"", ""NLP"", ""计算机视觉"", ""TensorFlow"", ""机器学习"", ""C/C++"", ""PyTorch"", ""Python"", ""RLHF"", ""SFT"", ""深度学习"", ""Java"", ""SQL"", ""Go"", ""大模型"", ""Few-shot"", ""AI-native"", ""向量数据库"", ""风控模型"", ""Model Context Protocol"", ""Computer Vision"", ""KVM"", ""NPU/GPU""]",仅供盲标完成后复核，不得直接复制为金标,8,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""双一流高校"", ""major"": ""人工智能"", ""english_level"": ""英语四级""}"
RES-229,resume_004994_exp05_2,"[""推荐算法"", ""Machine Learning"", ""NLP"", ""深度学习"", ""C/C++"", ""PyTorch"", ""机器学习"", ""Linux"", ""Java"", ""TensorFlow"", ""Python"", ""信息检索"", ""Go"", ""Tableau"", ""Power BI"", ""FineBI"", ""向量数据库"", ""System Prompt"", ""AIGC"", ""人工智能"", ""Model Context Protocol"", ""数据挖掘"", ""LLVM"", ""模型量化""]",仅供盲标完成后复核，不得直接复制为金标,5,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""双一流高校"", ""major"": ""模式识别与智能系统"", ""english_level"": ""英语四级""}"
RES-230,resume_std_005989_exp08_3,"[""硬件设计"", ""原理图设计"", ""PCB设计"", ""单板调试"", ""示波器"", ""信号完整性"", ""EMC"", ""Altium Designer"", ""ARM"", ""硬件测试"", ""可靠性测试"", ""电路分析"", ""编程语言"", ""C/C++"", ""硬件开发"", ""光学技术"", ""IT基础设施"", ""Linux""]",仅供盲标完成后复核，不得直接复制为金标,8,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""985高校"", ""major"": ""机械设计制造及其自动化"", ""english_level"": ""英语四级""}"
RES-231,resume_002035_exp00_0,"[""C/C++"", ""Linux"", ""PHP"", ""操作系统"", ""数据工程"", ""消息队列"", ""NoSQL"", ""Python"", ""Redis"", ""分布式系统"", ""Go"", ""Kafka"", ""Java"", ""JavaScript"", ""SQL"", ""HTML"", ""CSS"", ""React"", ""Vue"", ""Webpack"", ""Redux"", ""Vuex"", ""Spring Boot"", ""Django""]",仅供盲标完成后复核，不得直接复制为金标,0,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""211高校"", ""major"": ""计算机科学与技术"", ""english_level"": ""英语六级""}"
RES-232,resume_000892_exp10_4,"[""大模型调优"", ""AI应用开发"", ""LLM"", ""模型微调"", ""Embedding"", ""Function Calling"", ""RAG"", ""大模型应用"", ""模型工程"", ""prompt工程"", ""LangChain"", ""向量数据库"", ""Python"", ""Java"", ""JavaScript"", ""SQL"", ""Go"", ""HTML"", ""CSS"", ""React"", ""Vue"", ""Webpack"", ""TypeScript"", ""Redux""]",仅供盲标完成后复核，不得直接复制为金标,10,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""双一流高校"", ""major"": ""软件工程"", ""english_level"": ""无""}"
RES-233,resume_001634_exp05_2,"[""Java"", ""TensorFlow"", ""算法工程"", ""C/C++"", ""Hadoop"", ""Hive"", ""Machine Learning"", ""NLP"", ""PyTorch"", ""Python"", ""数据工程"", ""机器学习"", ""JavaScript"", ""SQL"", ""Go"", ""MySQL"", ""MongoDB"", ""Pandas"", ""NumPy"", ""Tableau"", ""Power BI"", ""FineBI"", ""数据分析"", ""数据仓库""]",仅供盲标完成后复核，不得直接复制为金标,5,"{""education"": ""硕士研究生"", ""degree"": ""硕士"", ""school_category"": ""985高校"", ""major"": ""数据科学与大数据技术"", ""english_level"": ""英语六级""}"
RES-234,resume_002723_exp10_4,"[""DPO"", ""LLM"", ""Embedding"", ""LoRA微调"", ""知识图谱"", ""RLHF"", ""prompt工程"", ""Megatron"", ""分布式训练"", ""C/C++"", ""PPO"", ""NLP"", ""Java"", ""SQL"", ""Go"", ""Pandas"", ""NumPy"", ""TensorFlow"", ""PyTorch"", ""Hadoop"", ""Spark"", ""QClaw-AI"", ""知识库"", ""PCG/AI""]",仅供盲标完成后复核，不得直接复制为金标,10,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""双一流高校"", ""major"": ""模式识别与智能系统"", ""english_level"": ""英语六级""}"
RES-235,resume_002214_exp05_3,"[""Flink"", ""Python"", ""Spark"", ""数据工程"", ""C/C++"", ""ClickHouse"", ""Kafka"", ""Go"", ""Hadoop"", ""Hive"", ""Java"", ""向量数据库"", ""SQL"", ""MySQL"", ""PostgreSQL"", ""MongoDB"", ""Redis"", ""Pandas"", ""NumPy"", ""TensorFlow"", ""PyTorch"", ""Tableau"", ""Power BI"", ""FineBI""]",仅供盲标完成后复核，不得直接复制为金标,5,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""双一流高校"", ""major"": ""软件工程"", ""english_level"": ""英语六级""}"
RES-236,resume_004785_exp10_4,"[""AI应用开发"", ""Go"", ""Java"", ""Python"", ""大模型应用"", ""软件开发"", ""C/C++"", ""NLP"", ""Machine Learning"", ""React"", ""JavaScript"", ""MySQL"", ""SQL"", ""HTML"", ""CSS"", ""Vue"", ""Webpack"", ""Redux"", ""Vuex"", ""代码生成"", ""架构设计"", ""代码测试"", ""用户研究"", ""IP""]",仅供盲标完成后复核，不得直接复制为金标,10,"{""education"": ""硕士研究生"", ""degree"": ""硕士"", ""school_category"": ""211高校"", ""major"": ""交互设计"", ""english_level"": ""英语六级""}"
RES-237,resume_001918_exp00_0,"[""AI应用开发"", ""Go"", ""Java"", ""Python"", ""大模型应用"", ""软件开发"", ""C/C++"", ""NLP"", ""Machine Learning"", ""React"", ""JavaScript"", ""MySQL"", ""HTML"", ""CSS"", ""Vue"", ""Webpack"", ""TypeScript"", ""Redux"", ""Vuex"", ""Spring Boot"", ""Django"", ""Flask"", ""微服务"", ""Node.js""]",仅供盲标完成后复核，不得直接复制为金标,0,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""211高校"", ""major"": ""计算机科学与技术"", ""english_level"": ""无""}"
RES-238,resume_std_005599_exp02_2,"[""Linux驱动"", ""Kernel"", ""C/C++"", ""设备树"", ""PCIe"", ""USB"", ""I2C"", ""SPI"", ""ARM"", ""硬件调试"", ""中断处理"", ""DMA"", ""Linux"", ""Machine Learning"", ""PLC编程"", ""系统开发"", ""Android"", ""机器学习""]",仅供盲标完成后复核，不得直接复制为金标,2,"{""education"": ""博士研究生"", ""degree"": ""博士"", ""school_category"": ""普通高校"", ""major"": ""电子信息工程"", ""english_level"": ""英语六级""}"
RES-239,resume_001206_exp08_4,"[""Flink"", ""Python"", ""Spark"", ""数据工程"", ""C/C++"", ""ClickHouse"", ""Kafka"", ""Go"", ""Hadoop"", ""Hive"", ""Java"", ""向量数据库"", ""SQL"", ""MySQL"", ""PostgreSQL"", ""MongoDB"", ""Redis"", ""TensorFlow"", ""PyTorch"", ""Tableau"", ""Power BI"", ""FineBI"", ""TDSQL"", ""ETL""]",仅供盲标完成后复核，不得直接复制为金标,8,"{""education"": ""硕士研究生"", ""degree"": ""硕士"", ""school_category"": ""985高校"", ""major"": ""信息工程"", ""english_level"": ""英语六级""}"
RES-240,resume_001943_exp10_4,"[""Python"", ""C/C++"", ""Linux"", ""Kubernetes"", ""PyTorch"", ""Machine Learning"", ""计算机视觉"", ""深度学习"", ""模型压缩"", ""汽车电子"", ""计算机体系结构"", ""交互技术"", ""Java"", ""Pandas"", ""NumPy"", ""TensorFlow"", ""人工智能"", ""RAG"", ""Prompt"", ""UGC-AIGC"", ""FineBI"", ""Flux"", ""Model Context Protocol"", ""Large Language Model""]",仅供盲标完成后复核，不得直接复制为金标,10,"{""education"": ""硕士研究生"", ""degree"": ""硕士"", ""school_category"": ""211高校"", ""major"": ""人工智能"", ""english_level"": ""英语六级""}"
RES-241,resume_000826_exp10_4,"[""AI测试"", ""Go"", ""Python"", ""软件测试"", ""C/C++"", ""Java"", ""Ai coding"", ""JavaScript"", ""PHP"", ""Shell脚本"", ""数据工程"", ""软件开发"", ""Selenium"", ""JUnit"", ""JMeter"", ""Postman"", ""自动化测试"", ""性能测试"", ""安全测试"", ""Security Testing"", ""Performance Testing"", ""Automated Testing"", ""架构设计"", ""代码生成""]",仅供盲标完成后复核，不得直接复制为金标,10,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""普通高校"", ""major"": ""计算机科学与技术"", ""english_level"": ""英语四级""}"
RES-242,resume_001159_exp03_1,"[""Go"", ""Python"", ""C/C++"", ""Java"", ""云计算"", ""模型服务化"", ""分布式系统"", ""数据工程"", ""AI工作流设计"", ""AutoGen"", ""LangChain"", ""Context Engineering"", ""SQL"", ""Spring Boot"", ""Django"", ""Flask"", ""MySQL"", ""MongoDB"", ""Microservices"", ""Node.js"", ""微服务"", ""高并发"", ""代码测试"", ""架构设计""]",仅供盲标完成后复核，不得直接复制为金标,3,"{""education"": ""硕士研究生"", ""degree"": ""硕士"", ""school_category"": ""双一流高校"", ""major"": ""软件工程"", ""english_level"": ""英语六级""}"
RES-243,resume_000323_exp03_3,"[""Objective-C"", ""iOS"", ""内存管理"", ""Swift"", ""跨平台开发"", ""C/C++"", ""React Native"", ""软件开发"", ""Flutter"", ""数据工程"", ""图像图形技术"", ""Android"", ""Python"", ""Java"", ""SQL"", ""Kotlin"", ""React"", ""Vue"", ""用户增长"", ""IP"", ""用户研究"", ""高并发"", ""架构设计"", ""移动端性能优化""]",仅供盲标完成后复核，不得直接复制为金标,3,"{""education"": ""硕士研究生"", ""degree"": ""硕士"", ""school_category"": ""211高校"", ""major"": ""计算机科学与技术"", ""english_level"": ""英语六级""}"
RES-244,resume_000471_exp08_4,"[""C/C++"", ""Python"", ""信息安全"", ""Java"", ""Go"", ""Docker"", ""软件开发"", ""机器学习"", ""硬件开发"", ""自动化技术"", ""Linux"", ""Machine Learning"", ""AWS"", ""Azure"", ""Kubernetes"", ""Ansible"", ""Terraform"", ""DevOps"", ""CI/CD"", ""性能测试"", ""安全测试"", ""自动化测试"", ""Milvus"", ""Redis""]",仅供盲标完成后复核，不得直接复制为金标,8,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""双一流高校"", ""major"": ""计算机科学与技术"", ""english_level"": ""英语四级""}"
RES-245,resume_std_005659_exp05_2,"[""ROS"", ""C++"", ""Python"", ""SLAM"", ""运动规划"", ""路径规划"", ""机器人控制"", ""传感器融合"", ""Linux"", ""Gazebo"", ""实时系统"", ""算法部署"", ""C/C++"", ""Machine Learning"", ""云计算"", ""仿真技术"", ""汽车电子"", ""编程语言""]",仅供盲标完成后复核，不得直接复制为金标,5,"{""education"": ""硕士研究生"", ""degree"": ""硕士"", ""school_category"": ""211高校"", ""major"": ""控制科学与工程"", ""english_level"": ""英语六级""}"
RES-246,resume_003793_exp08_3,"[""云计算"", ""Go"", ""Linux"", ""MySQL"", ""PHP"", ""Python"", ""C/C++"", ""分布式系统"", ""数据工程"", ""CSS"", ""Docker"", ""MongoDB"", ""Java"", ""Spring Boot"", ""Django"", ""Flask"", ""RESTful API"", ""Node.js"", ""Kafka"", ""RabbitMQ"", ""Redis"", ""微服务"", ""Microservices"", ""架构设计""]",仅供盲标完成后复核，不得直接复制为金标,8,"{""education"": ""博士研究生"", ""degree"": ""博士"", ""school_category"": ""海外高校"", ""major"": ""软件工程"", ""english_level"": ""英语六级""}"
RES-247,resume_002805_exp01_1,"[""NLP"", ""深度学习"", ""TensorFlow"", ""Machine Learning"", ""Python"", ""计算机视觉"", ""Transformer"", ""C/C++"", ""Java"", ""PyTorch"", ""Spark"", ""Linux"", ""JavaScript"", ""SQL"", ""Pandas"", ""NumPy"", ""Tableau"", ""Power BI"", ""FineBI"", ""PCG/AI"", ""多模态AI"", ""AgentRuntime"", ""Embedding"", ""CTR/CVR""]",仅供盲标完成后复核，不得直接复制为金标,1,"{""education"": ""硕士研究生"", ""degree"": ""硕士"", ""school_category"": ""985高校"", ""major"": ""计算机科学与技术"", ""english_level"": ""英语六级""}"
RES-248,resume_002793_exp01_1,"[""Hive"", ""Python"", ""Spark"", ""数据工程"", ""Java"", ""JavaScript"", ""SQL"", ""Go"", ""MySQL"", ""MongoDB"", ""Pandas"", ""NumPy"", ""Tableau"", ""Power BI"", ""FineBI"", ""数据分析"", ""Flink"", ""数据湖"", ""Kafka"", ""LLM/NLP"", ""Data Warehouse"", ""Flux"", ""Large Language Model"", ""数据可视化""]",仅供盲标完成后复核，不得直接复制为金标,1,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""211高校"", ""major"": ""统计学"", ""english_level"": ""无""}"
RES-249,resume_001355_exp03_1,"[""DPO"", ""LLM"", ""Embedding"", ""LoRA微调"", ""知识图谱"", ""RLHF"", ""prompt工程"", ""Megatron"", ""分布式训练"", ""C/C++"", ""PPO"", ""NLP"", ""Python"", ""Java"", ""JavaScript"", ""SQL"", ""TensorFlow"", ""PyTorch"", ""Tableau"", ""Power BI"", ""FineBI"", ""大语言模型"", ""Multi-Agent"", ""人工智能""]",仅供盲标完成后复核，不得直接复制为金标,3,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""211高校"", ""major"": ""人工智能"", ""english_level"": ""英语四级""}"
RES-250,resume_004388_exp08_3,"[""Objective-C"", ""iOS"", ""内存管理"", ""Swift"", ""跨平台开发"", ""C/C++"", ""React Native"", ""软件开发"", ""Flutter"", ""数据工程"", ""图像图形技术"", ""Android"", ""Python"", ""JavaScript"", ""Kotlin"", ""Vue"", ""React"", ""用户增长"", ""IP"", ""运营"", ""代码生成"", ""代码测试"", ""移动端性能优化"", ""Linux""]",仅供盲标完成后复核，不得直接复制为金标,8,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""211高校"", ""major"": ""计算机科学与技术"", ""english_level"": ""英语四级""}"
RES-251,resume_std_005979_exp02_2,"[""热设计"", ""散热仿真"", ""CFD"", ""Icepak"", ""FloTHERM"", ""结构设计"", ""热测试"", ""材料导热"", ""可靠性测试"", ""有限元分析"", ""硬件工程"", ""测试验证"", ""Python"", ""仿真技术"", ""硬件开发"", ""算法工程""]",仅供盲标完成后复核，不得直接复制为金标,2,"{""education"": ""硕士研究生"", ""degree"": ""硕士"", ""school_category"": ""普通高校"", ""major"": ""自动化"", ""english_level"": ""英语六级""}"
RES-252,resume_000337_exp02_2,"[""JavaScript"", ""React"", ""性能优化"", ""Node.js"", ""TypeScript"", ""Vue.js"", ""HTML"", ""软件开发"", ""CSS"", ""Webpack"", ""Python"", ""跨平台开发"", ""Java"", ""Go"", ""Vue"", ""高并发"", ""代码生成"", ""系统设计"", ""运营"", ""用户增长"", ""品牌"", ""前端工程化"", ""React Native"", ""SRE""]",仅供盲标完成后复核，不得直接复制为金标,2,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""普通高校"", ""major"": ""软件工程"", ""english_level"": ""英语四级""}"
