sample_id,record_id,reference_skills,reference_warning
JD-359,job_fc422ca6225add052dcc,[],仅供盲标完成后复核，不得直接复制为金标
JD-360,job_72586db5ac773e85f1e1,[],仅供盲标完成后复核，不得直接复制为金标
JD-361,GOV-2025-132118-300147525001,[],仅供盲标完成后复核，不得直接复制为金标
JD-362,GOV-2024-130130-300110055001,[],仅供盲标完成后复核，不得直接复制为金标
JD-363,GOV-2025-132110-300147174001,[],仅供盲标完成后复核，不得直接复制为金标
JD-364,GOV-2024-130116-300110008003,[],仅供盲标完成后复核，不得直接复制为金标
JD-365,job_e0b7b08df7ae0f7a0287,[],仅供盲标完成后复核，不得直接复制为金标
JD-366,GOV-2026-132118-300147641001,[],仅供盲标完成后复核，不得直接复制为金标
JD-367,JOB04037,"[""Java"", ""C"", ""C++"", ""PHP"", ""Python"", ""Go"", ""数据结构"", ""算法"", ""操作系统"", ""测试开发"", ""FFmpeg"", ""视频编解码"", ""流媒体协议"", ""播放器技术""]",仅供盲标完成后复核，不得直接复制为金标
JD-368,GOV-2024-154106-300147007001,[],仅供盲标完成后复核，不得直接复制为金标
JD-369,JOB00530,"[""光学设计""]",仅供盲标完成后复核，不得直接复制为金标
JD-370,JOB09092,"[""软件架构设计"", ""模块化设计"", ""可移植性"", ""项目重构"", ""设计模式"", ""C"", ""C++"", ""穿戴产品运动健康功能""]",仅供盲标完成后复核，不得直接复制为金标
JD-371,job_2f161f07c10374925e32,[],仅供盲标完成后复核，不得直接复制为金标
JD-372,GOV-2026-132106-300147206001,[],仅供盲标完成后复核，不得直接复制为金标
JD-373,JOB09270,"[""大模型"", ""Agent"", ""PaddlePaddle"", ""PyTorch"", ""Python"", ""C++"", ""机器学习"", ""信息检索""]",仅供盲标完成后复核，不得直接复制为金标
JD-374,job_183d508ded93f7e2a973,[],仅供盲标完成后复核，不得直接复制为金标
JD-375,job_7bad88595431cddb634e,[],仅供盲标完成后复核，不得直接复制为金标
JD-376,GOV-2025-137111-400110111003,[],仅供盲标完成后复核，不得直接复制为金标
JD-377,JOB08372,"[""自然语言处理"", ""计算机视觉"", ""推荐算法"", ""广告算法"", ""搜索算法"", ""大模型"", ""Qwen"", ""LLaMA"", ""Yi"", ""大语言模型训练"", ""训练数据构建"", ""数据清洗"", ""数据格式化""]",仅供盲标完成后复核，不得直接复制为金标
JD-378,job_7cb1b5564e4c68c443cc,[],仅供盲标完成后复核，不得直接复制为金标
JD-379,JOB10950,"[""NLP"", ""大模型"", ""Python"", ""pandas"", ""NumPy"", ""scikit-learn"", ""SQL"", ""数据Pipeline"", ""假设检验"", ""置信区间"", ""Bootstrap"", ""相关性分析"", ""抽样设计"", ""偏差分析"", ""异常检测"", ""大模型评测集"", ""标注平台"", ""Bad Case分析""]",仅供盲标完成后复核，不得直接复制为金标
JD-380,GOV-2026-132113-300147386001,[],仅供盲标完成后复核，不得直接复制为金标
JD-381,GOV-2024-118308-300110003022,[],仅供盲标完成后复核，不得直接复制为金标
JD-382,JOB09315,"[""Golang"", ""数据结构"", ""算法"", ""计算机网络"", ""Go协程"", ""Channel"", ""MySQL"", ""Redis"", ""MongoDB"", ""云计算"", ""容器"", ""存储"", ""网络"", ""分布式系统"", ""微服务"", ""gRPC"", ""Consul"", ""Kafka"", ""高并发"", ""高可用""]",仅供盲标完成后复核，不得直接复制为金标
JD-383,JOB00471,"[""算法工程""]",仅供盲标完成后复核，不得直接复制为金标
JD-384,GOV-2025-130130-300110284003,[],仅供盲标完成后复核，不得直接复制为金标
JD-385,GOV-2024-135127-400110127017,[],仅供盲标完成后复核，不得直接复制为金标
JD-386,job_eeed6b49fb46bff818cd,[],仅供盲标完成后复核，不得直接复制为金标
JD-387,JOB09258,"[""大模型研发"", ""多模态大模型"", ""Agent研发"", ""RAG"", ""强化学习"", ""机器学习"", ""深度学习"", ""NLP"", ""多模态学习"", ""PaddlePaddle"", ""PyTorch"", ""Python"", ""C++""]",仅供盲标完成后复核，不得直接复制为金标
JD-388,JOB10949,"[""LLM"", ""BERT"", ""NLP"", ""深度学习"", ""机器学习"", ""Post-Training"", ""SFT"", ""DPO"", ""PPO"", ""模型蒸馏"", ""非结构化数据挖掘"", ""结构化知识抽取""]",仅供盲标完成后复核，不得直接复制为金标
JD-389,job_fe7d1b29f8c9b5003ae2,[],仅供盲标完成后复核，不得直接复制为金标
JD-390,JOB01338,"[""Linux"", ""Go"", ""Python"", ""分布式系统"", ""机器学习系统"", ""Kubernetes"", ""K8s"", ""Yarn"", ""Flink"", ""MapReduce"", ""Mesos"", ""Celery"", ""分布式调度"", ""veRL"", ""vLLM"", ""Ray"", ""TFX"", ""分布式编排""]",仅供盲标完成后复核，不得直接复制为金标
JD-391,JOB02860,"[""分布式系统"", ""微服务"", ""中间件"", ""LLM应用工程"", ""模型推理链路"", ""Prompt优化"", ""Function Calling"", ""结构化输出"", ""上下文管理"", ""LLM安全治理"", ""Prompt Injection防护"", ""AI Agent框架"", ""规划执行反思"", ""状态管理"", ""记忆系统"", ""工具插件体系"", ""任务编排"", ""Multi-Agent"", ""RAG"", ""数据清洗"", ""文档切分"", ""向量索引"", ""Embedding"", ""召回"", ""重排"", ""向量数据库"", ""引用溯源"", ""智能BI""]",仅供盲标完成后复核，不得直接复制为金标
JD-392,job_126493562faffa0435af,"[""架构设计"", ""系统设计""]",仅供盲标完成后复核，不得直接复制为金标
JD-393,GOV-2026-158117-300130001002,[],仅供盲标完成后复核，不得直接复制为金标
JD-394,job_5e2847b83aa675ce0802,"[""架构设计""]",仅供盲标完成后复核，不得直接复制为金标
JD-395,GOV-2025-132116-300147393001,[],仅供盲标完成后复核，不得直接复制为金标
JD-396,GOV-2024-135118-400110718008,[],仅供盲标完成后复核，不得直接复制为金标
JD-397,job_a27950ef1c65dba2e944,[],仅供盲标完成后复核，不得直接复制为金标
JD-398,GOV-2024-154113-300147001001,[],仅供盲标完成后复核，不得直接复制为金标
JD-399,JOB00609,"[""Python"", ""Java"", ""Scala"", ""SQL"", ""Hive"", ""Spark"", ""Flink"", ""机器学习"", ""多目标学习"", ""深度学习"", ""在线学习"", ""数据挖掘"", ""NLP"", ""图谱挖掘"", ""欺诈检测""]",仅供盲标完成后复核，不得直接复制为金标
JD-400,job_4f3074a0e2cd6b11c343,"[""Vue"", ""TypeScript"", ""系统设计"", ""IP""]",仅供盲标完成后复核，不得直接复制为金标
