sample_id,candidate_id,target_job_family,resume_text,gold_name,gold_skills,gold_years_experience,gold_education,gold_experience_titles,is_parseable,annotator,notes
RES-339,resume_std_005930_exp02_2,结构工程师,"求职意向：结构工程师。
标准岗位：结构工程师；岗位大族：硬件；经验年限：2年；候选人层级：初级。
岗位系统技能画像：结构设计、SolidWorks、CAD、机械设计、可靠性测试、3D建模、公差分析、材料力学、有限元分析、样机验证、热设计、工艺评审。
个人概述：具备2年左右结构工程师相关实践经验，熟悉结构设计、SolidWorks、CAD、机械设计、可靠性测试、3D建模、公差分析、材料力学，能够承担模块开发、测试验证和问题跟进。
教育背景：博士研究生，博士学位，普通高校，电子信息工程专业。
技能栈：结构设计、SolidWorks、CAD、机械设计、可靠性测试、3D建模、公差分析、材料力学、有限元分析、样机验证、热设计、工艺评审、工业自动化、感知算法、自动化技术、光学技术、机器人与自动驾驶、仿真技术。
工作经历：结构工程师方向，累计2年相关实践，主要覆盖方案设计、开发实现、测试验证、问题定位和结果复盘。
项目经历：智能硬件样机验证：担任主要负责人，技术栈包括结构设计、SolidWorks、CAD、机械设计、可靠性测试、3D建模、公差分析、材料力学。面向结构工程师岗位场景，围绕结构设计、SolidWorks、CAD构建从方案设计、实现验证到质量复盘的闭环能力。项目结果：支撑多业务线稳定复用。 硬件热设计优化项目：担任核心成员，技术栈包括3D建模、公差分析、材料力学、有限元分析、样机验证、热设计、工艺评审、工业自动化。基于3D建模、公差分析等技术完成方案验证、问题定位和迭代优化。项目结果：提升问题定位和交付效率。
综合能力：具备文档沉淀、跨团队沟通、问题定位、质量意识和持续学习能力，能够根据业务目标选择合适的技术方案。",,,,,,,,
RES-340,resume_004649_exp05_4,全栈开发工程师,"求职意向：全栈开发工程师。
标准岗位：全栈开发工程师；岗位大族：软件研发；经验年限：5年；候选人层级：中级。
岗位系统技能画像：JavaScript、Go、Java、Vue.js、MySQL、React、TypeScript、Python、Redis、软件开发、Ai coding、LangChain。
个人概述：具备5年左右全栈开发工程师相关实践经验，熟悉JavaScript、Go、Java、Vue.js、MySQL、React、TypeScript、Python，能够承担独立模块交付、跨团队协作和质量改进。
教育背景：本科，学士学位，211高校，信息工程专业，无。
技能栈：JavaScript、Go、Java、Vue.js、MySQL、React、TypeScript、Python、Redis、软件开发、Ai coding、LangChain、HTML、CSS、Vue、Spring Boot、Django、Flask。
工作经历：全栈开发工程师方向，累计5年相关实践，主要覆盖方案设计、开发实现、测试验证、问题定位和结果复盘。
项目经历：SaaS 业务系统全栈开发：担任主要负责人，技术栈包括HTML、Vue、Python、云计算、Kafka、Rust。负责前端页面、后端接口、数据库设计和部署发布。项目结果：支撑多业务线稳定复用。 低代码配置平台：担任核心成员，技术栈包括Flask、Kubernetes、HTML、React、Spring Boot、代码生成。实现表单配置、流程编排、权限控制和可视化搭建能力。项目结果：显著改善系统稳定性和可维护性。
综合能力：具备文档沉淀、跨团队沟通、问题定位、数据化复盘和持续学习能力，能够根据业务目标选择合适的技术方案。",,,,,,,,
RES-341,resume_std_005659_exp08_3,机器人软件工程师,"求职意向：机器人软件工程师。
标准岗位：机器人软件工程师；岗位大族：机器人；经验年限：8年；候选人层级：高级。
岗位系统技能画像：ROS、C++、Python、SLAM、运动规划、路径规划、机器人控制、传感器融合、Linux、Gazebo、实时系统、算法部署。
个人概述：具备8年左右机器人软件工程师相关实践经验，熟悉ROS、C++、Python、SLAM、运动规划、路径规划、机器人控制、传感器融合，能够承担核心项目主导、方案评审和复杂问题攻坚。
教育背景：硕士研究生，硕士学位，211高校，控制科学与工程专业。
技能栈：ROS、C++、Python、SLAM、运动规划、路径规划、机器人控制、传感器融合、Linux、Gazebo、实时系统、算法部署、C/C++、Machine Learning、云计算、仿真技术、汽车电子、编程语言。
工作经历：机器人软件工程师方向，累计8年相关实践，主要覆盖方案设计、开发实现、测试验证、问题定位和结果复盘。
项目经历：机器人软件中间件：担任核心成员，技术栈包括ROS、C++、Python、SLAM、运动规划、路径规划、机器人控制、传感器融合。面向机器人软件工程师岗位场景，围绕ROS、C++、Python构建从方案设计、实现验证到质量复盘的闭环能力。项目结果：将关键流程耗时降低约 20%。 多传感器融合平台：担任核心成员，技术栈包括路径规划、机器人控制、传感器融合、Linux、Gazebo、实时系统、算法部署、C/C++。基于路径规划、机器人控制等技术完成方案验证、问题定位和迭代优化。项目结果：提升问题定位和交付效率。
综合能力：具备文档沉淀、跨团队沟通、问题定位、质量意识和持续学习能力，能够根据业务目标选择合适的技术方案。",,,,,,,,
RES-342,resume_001614_exp08_3,技术支持工程师,"求职意向：技术支持工程师。
标准岗位：技术支持工程师；岗位大族：技术支持；经验年限：8年；候选人层级：高级。
岗位系统技能画像：NLP、Python、C/C++、Linux、云计算、Go、Java、Machine Learning、PyTorch、数据工程、计算机视觉、MySQL。
个人概述：具备8年左右技术支持工程师相关实践经验，熟悉NLP、Python、C/C++、Linux、云计算、Go、Java、Machine Learning，能够承担核心项目主导、方案评审和复杂问题攻坚。
教育背景：本科，学士学位，211高校，信息安全专业，英语四级。
技能栈：NLP、Python、C/C++、Linux、云计算、Go、Java、Machine Learning、PyTorch、数据工程、计算机视觉、MySQL、JavaScript、Docker、Kubernetes、Ansible、性能测试、自动化测试。
工作经历：技术支持工程师方向，累计8年相关实践，主要覆盖方案设计、开发实现、测试验证、问题定位和结果复盘。
项目经历：统一监控告警平台：担任主要负责人，技术栈包括MySQL、故障排查、Kubernetes、系统设计、Docker、高并发。接入主机、容器、数据库和业务指标，设计告警规则并推进故障闭环。项目结果：提升问题定位和交付效率。 自动化发布与巡检系统：担任核心成员，技术栈包括Oracle、Java、Go、高并发、Grafana、Python。编写脚本和流水线任务，减少人工发布风险并提升巡检效率。项目结果：提升问题定位和交付效率。
综合能力：具备文档沉淀、跨团队沟通、问题定位、数据化复盘和持续学习能力，能够根据业务目标选择合适的技术方案。",,,,,,,,
RES-343,resume_001386_exp10_4,测试开发工程师,"求职意向：测试开发工程师。
标准岗位：测试开发工程师；岗位大族：测试质量；经验年限：10年；候选人层级：专家。
岗位系统技能画像：AI测试、Go、Python、软件测试、C/C++、Java、Ai coding、JavaScript、PHP、Shell脚本、数据工程、软件开发。
个人概述：具备10年左右测试开发工程师相关实践经验，熟悉AI测试、Go、Python、软件测试、C/C++、Java、Ai coding、JavaScript，能够承担技术规划、架构演进、团队赋能和关键项目决策。
教育背景：本科，学士学位，普通高校，信息安全专业，英语六级。
技能栈：AI测试、Go、Python、软件测试、C/C++、Java、Ai coding、JavaScript、PHP、Shell脚本、数据工程、软件开发、SQL、Selenium、JUnit、JMeter、Postman、自动化测试。
工作经历：测试开发工程师方向，累计10年相关实践，主要覆盖方案设计、开发实现、测试验证、问题定位和结果复盘。
项目经历：接口自动化测试平台：担任主要负责人，技术栈包括Milvus、云计算、性能测试、C#、自动化测试、Linux。设计用例管理、接口执行、报告生成和 CI 集成流程。项目结果：提升问题定位和交付效率。 性能压测与容量评估：担任核心成员，技术栈包括Automated Testing、代码测试、云计算、Security Testing、性能测试、Postman。使用压测工具定位瓶颈，输出容量基线和优化建议。项目结果：将核心流程耗时降低约 20%。
综合能力：具备文档沉淀、跨团队沟通、问题定位、数据化复盘和持续学习能力，能够根据业务目标选择合适的技术方案。",,,,,,,,
RES-344,resume_001360_exp01_0,信息安全工程师,"求职意向：信息安全工程师。
标准岗位：信息安全工程师；岗位大族：安全；经验年限：1年；候选人层级：初级。
岗位系统技能画像：信息安全、大模型安全、Java、数据工程、模型安全、Python、AI安全、Go、Flink、计算机网络、Docker、Hadoop。
个人概述：具备1年左右信息安全工程师相关实践经验，熟悉信息安全、大模型安全、Java、数据工程、模型安全、Python、AI安全、Go，能够承担模块开发、测试验证和问题跟进。
教育背景：本科，学士学位，双一流高校，软件工程专业，英语四级。
技能栈：信息安全、大模型安全、Java、数据工程、模型安全、Python、AI安全、Go、Flink、计算机网络、Docker、Hadoop、JavaScript、SQL、AWS、Azure、Kubernetes、Linux。
工作经历：信息安全工程师方向，累计1年相关实践，主要覆盖方案设计、开发实现、测试验证、问题定位和结果复盘。
项目经历：统一监控告警平台：担任主要负责人，技术栈包括故障排查、Redis、Linux、Milvus、Java、Shell。接入主机、容器、数据库和业务指标，设计告警规则并推进故障闭环。项目结果：支撑多业务线稳定复用。 自动化发布与巡检系统：担任核心成员，技术栈包括Java、分布式系统、Shell、C#、Python、系统设计。编写脚本和流水线任务，减少人工发布风险并提升巡检效率。项目结果：显著改善系统稳定性和可维护性。
综合能力：具备文档沉淀、跨团队沟通、问题定位、数据化复盘和持续学习能力，能够根据业务目标选择合适的技术方案。",,,,,,,,
RES-345,resume_002819_exp01_1,风控算法工程师,"求职意向：风控算法工程师。
标准岗位：风控算法工程师；岗位大族：算法；经验年限：1年；候选人层级：初级。
岗位系统技能画像：NLP、PyTorch、C/C++、Flink、Hadoop、Hive、Java、Machine Learning、Python、Spark、TensorFlow、异常检测。
个人概述：具备1年左右风控算法工程师相关实践经验，熟悉NLP、PyTorch、C/C++、Flink、Hadoop、Hive、Java、Machine Learning，能够承担模块开发、测试验证和问题跟进。
教育背景：本科，学士学位，双一流高校，模式识别与智能系统专业，英语四级。
技能栈：NLP、PyTorch、C/C++、Flink、Hadoop、Hive、Java、Machine Learning、Python、Spark、TensorFlow、异常检测、JavaScript、Tableau、Power BI、FineBI、Multi-Agent、AIBot。
工作经历：风控算法工程师方向，累计1年相关实践，主要覆盖方案设计、开发实现、测试验证、问题定位和结果复盘。
项目经历：企业知识库 RAG 问答平台：担任主要负责人，技术栈包括模型压缩、KVM、TDSQL、Spark、PyTorch、Java。负责语义检索、召回排序、Prompt 模板和效果评估，沉淀离线评测集并优化回答准确率。项目结果：显著改善系统稳定性和可维护性。 多模态内容理解与标签系统：担任核心成员，技术栈包括KVM、LangChain、Spark、CTR/CVR、RLHF/RLAIF、MindSpore。参与图文特征抽取、模型训练和推理服务部署，支持业务侧内容审核与推荐分发。项目结果：形成可复用的技术方案和项目文档。
综合能力：具备文档沉淀、跨团队沟通、问题定位、数据化复盘和持续学习能力，能够根据业务目标选择合适的技术方案。",,,,,,,,
RES-346,resume_002341_exp05_2,客户端开发工程师,"求职意向：客户端开发工程师。
标准岗位：客户端开发工程师；岗位大族：软件研发；经验年限：5年；候选人层级：中级。
岗位系统技能画像：Android、C/C++、Objective-C、Swift、Java、Kotlin、iOS、Python、Unreal Engine、动画技术、性能优化、操作系统。
个人概述：具备5年左右客户端开发工程师相关实践经验，熟悉Android、C/C++、Objective-C、Swift、Java、Kotlin、iOS、Python，能够承担独立模块交付、跨团队协作和质量改进。
教育背景：本科，学士学位，双一流高校，软件工程专业，无。
技能栈：Android、C/C++、Objective-C、Swift、Java、Kotlin、iOS、Python、Unreal Engine、动画技术、性能优化、操作系统、SQL、Go、React Native、Flutter、React、Vue。
工作经历：客户端开发工程师方向，累计5年相关实践，主要覆盖方案设计、开发实现、测试验证、问题定位和结果复盘。
项目经历：移动端核心业务模块重构：担任主要负责人，技术栈包括React Native、安全测试、Go、Java、性能测试、高并发。负责页面架构、网络层封装、缓存策略和性能优化。项目结果：将核心流程耗时降低约 20%。 跨端组件与发布体系：担任核心成员，技术栈包括高并发、C++、Flutter、品牌、Go、移动端性能优化。沉淀通用组件，提升 Android/iOS 多端研发效率。项目结果：提升问题定位和交付效率。
综合能力：具备文档沉淀、跨团队沟通、问题定位、数据化复盘和持续学习能力，能够根据业务目标选择合适的技术方案。",,,,,,,,
RES-347,resume_004952_exp08_3,大数据开发工程师,"求职意向：大数据开发工程师。
标准岗位：大数据开发工程师；岗位大族：数据；经验年限：8年；候选人层级：高级。
岗位系统技能画像：Flink、Python、Spark、数据工程、C/C++、ClickHouse、Kafka、Go、Hadoop、Hive、Java、向量数据库。
个人概述：具备8年左右大数据开发工程师相关实践经验，熟悉Flink、Python、Spark、数据工程、C/C++、ClickHouse、Kafka、Go，能够承担核心项目主导、方案评审和复杂问题攻坚。
教育背景：硕士研究生，硕士学位，985高校，数据科学与大数据技术专业，英语六级。
技能栈：Flink、Python、Spark、数据工程、C/C++、ClickHouse、Kafka、Go、Hadoop、Hive、Java、向量数据库、SQL、MySQL、PostgreSQL、MongoDB、Redis、ETL。
工作经历：大数据开发工程师方向，累计8年相关实践，主要覆盖方案设计、开发实现、测试验证、问题定位和结果复盘。
项目经历：实时数仓与数据治理平台：担任主要负责人，技术栈包括CI/CD、云计算、Vector Database、数据治理、SQL、FineBI。负责采集链路、ETL 任务、数据质量校验和主题域建模，提升数据可用性。项目结果：提升问题定位和交付效率。 日志数据实时处理链路：担任核心成员，技术栈包括TypeScript、Linux、FineBI、高并发、Milvus、Spark。基于 Kafka/Flink/Spark 完成实时计算任务，支持业务监控和画像分析。项目结果：显著改善系统稳定性和可维护性。 离线任务调度与成本优化：担任核心成员，技术栈包括DevOps、Flink、代码生成、Go、自然语言处理、Spark。梳理批处理任务依赖，优化资源使用和任务稳定性。项目结果：提升问题定位和交付效率。
综合能力：具备文档沉淀、跨团队沟通、问题定位、数据化复盘和持续学习能力，能够根据业务目标选择合适的技术方案。",,,,,,,,
RES-348,resume_std_006000_exp00_0,硬件工程师,"求职意向：硬件工程师。
标准岗位：硬件工程师；岗位大族：硬件；经验年限：0年；候选人层级：校招/无全职经验。
岗位系统技能画像：硬件设计、原理图设计、PCB设计、单板调试、示波器、信号完整性、EMC、Altium Designer、ARM、硬件测试、可靠性测试、电路分析。
个人概述：具备0年左右硬件工程师相关实践经验，熟悉硬件设计、原理图设计、PCB设计、单板调试、示波器、信号完整性、EMC、Altium Designer，能够承担基础实践、原型验证和学习型任务。
教育背景：博士研究生，博士学位，普通高校，自动化专业。
技能栈：硬件设计、原理图设计、PCB设计、单板调试、示波器、信号完整性、EMC、Altium Designer、ARM、硬件测试、可靠性测试、电路分析、编程语言、C/C++、硬件开发、光学技术、IT基础设施、Linux。
工作经历：硬件工程师方向，累计0年相关实践，主要覆盖方案设计、开发实现、测试验证、问题定位和结果复盘。
项目经历：单板调试与可靠性提升：担任核心成员，技术栈包括硬件设计、原理图设计、PCB设计、单板调试、示波器、信号完整性、EMC、Altium Designer。面向硬件工程师岗位场景，围绕硬件设计、原理图设计、PCB设计构建从方案设计、实现验证到质量复盘的闭环能力。项目结果：支撑多业务线稳定复用。 智能硬件样机验证：担任核心成员，技术栈包括信号完整性、EMC、Altium Designer、ARM、硬件测试、可靠性测试、电路分析、编程语言。基于信号完整性、EMC等技术完成方案验证、问题定位和迭代优化。项目结果：提升问题定位和交付效率。
综合能力：具备文档沉淀、跨团队沟通、问题定位、质量意识和持续学习能力，能够根据业务目标选择合适的技术方案。",,,,,,,,
RES-349,resume_000766_exp10_4,AI应用工程师,"求职意向：AI应用工程师。
标准岗位：AI应用工程师；岗位大族：AI应用；经验年限：10年；候选人层级：专家。
岗位系统技能画像：AI应用开发、Go、Java、Python、大模型应用、软件开发、C/C++、NLP、Machine Learning、React、JavaScript、MySQL。
个人概述：具备10年左右AI应用工程师相关实践经验，熟悉AI应用开发、Go、Java、Python、大模型应用、软件开发、C/C++、NLP，能够承担技术规划、架构演进、团队赋能和关键项目决策。
教育背景：硕士研究生，硕士学位，双一流高校，信息工程专业，英语六级。
技能栈：AI应用开发、Go、Java、Python、大模型应用、软件开发、C/C++、NLP、Machine Learning、React、JavaScript、MySQL、HTML、CSS、Vue、Webpack、TypeScript、Redux。
工作经历：AI应用工程师方向，累计10年相关实践，主要覆盖方案设计、开发实现、测试验证、问题定位和结果复盘。
项目经历：SaaS 业务系统全栈开发：担任主要负责人，技术栈包括Kubernetes、React、TypeScript、JavaScript、CSS、系统设计。负责前端页面、后端接口、数据库设计和部署发布。项目结果：支撑多业务线稳定复用。 低代码配置平台：担任核心成员，技术栈包括Oracle、Redis、CI/CD、Redux、Microservices、JavaScript。实现表单配置、流程编排、权限控制和可视化搭建能力。项目结果：显著改善系统稳定性和可维护性。 业务中台能力建设：担任核心成员，技术栈包括Rust、Redis、Django、Microservices、Spring Boot、Node.js。参与公共组件、服务接口和数据看板建设，支撑多业务复用。项目结果：支撑多业务线稳定复用。
综合能力：具备文档沉淀、跨团队沟通、问题定位、数据化复盘和持续学习能力，能够根据业务目标选择合适的技术方案。",,,,,,,,
RES-350,resume_std_005770_exp05_3,通信工程师,"求职意向：通信工程师。
标准岗位：通信工程师；岗位大族：通信；经验年限：5年；候选人层级：中级。
岗位系统技能画像：5G、6G、通信协议、TCP/IP、无线通信、信号处理、C/C++、Python、SDR、网络优化、基站系统、高性能通信。
个人概述：具备5年左右通信工程师相关实践经验，熟悉5G、6G、通信协议、TCP/IP、无线通信、信号处理、C/C++、Python，能够承担独立模块交付、跨团队协作和质量改进。
教育背景：硕士研究生，硕士学位，211高校，电子信息工程专业。
技能栈：5G、6G、通信协议、TCP/IP、无线通信、信号处理、C/C++、Python、SDR、网络优化、基站系统、高性能通信、计算机体系结构、PyTorch、TensorFlow、模型压缩、通信技术、深度学习。
工作经历：通信工程师方向，累计5年相关实践，主要覆盖方案设计、开发实现、测试验证、问题定位和结果复盘。
项目经历：通信协议栈联调项目：担任核心成员，技术栈包括5G、6G、通信协议、TCP/IP、无线通信、信号处理、C/C++、Python。面向通信工程师岗位场景，围绕5G、6G、通信协议构建从方案设计、实现验证到质量复盘的闭环能力。项目结果：将关键流程耗时降低约 20%。 高性能网络传输模块：担任核心成员，技术栈包括信号处理、C/C++、Python、SDR、网络优化、基站系统、高性能通信、计算机体系结构。基于信号处理、C/C++等技术完成方案验证、问题定位和迭代优化。项目结果：提升问题定位和交付效率。
综合能力：具备文档沉淀、跨团队沟通、问题定位、质量意识和持续学习能力，能够根据业务目标选择合适的技术方案。",,,,,,,,
RES-351,resume_003995_exp10_4,网络工程师,"求职意向：网络工程师。
标准岗位：网络工程师；岗位大族：基础设施；经验年限：10年；候选人层级：专家。
岗位系统技能画像：网络技术、Shell脚本、IT基础设施、Kubernetes、TCP/IP、C/C++、Python、Go、CSS、Spark、Java、JavaScript。
个人概述：具备10年左右网络工程师相关实践经验，熟悉网络技术、Shell脚本、IT基础设施、Kubernetes、TCP/IP、C/C++、Python、Go，能够承担技术规划、架构演进、团队赋能和关键项目决策。
教育背景：博士研究生，博士学位，985高校，信息安全专业，英语六级。
技能栈：网络技术、Shell脚本、IT基础设施、Kubernetes、TCP/IP、C/C++、Python、Go、CSS、Spark、Java、JavaScript、AWS、Azure、Docker、Linux、DevOps、云计算。
工作经历：网络工程师方向，累计10年相关实践，主要覆盖方案设计、开发实现、测试验证、问题定位和结果复盘。
项目经历：统一监控告警平台：担任主要负责人，技术栈包括风控、云计算、故障排查、自动化测试、Linux、Kubernetes。接入主机、容器、数据库和业务指标，设计告警规则并推进故障闭环。项目结果：形成可复用的技术方案和项目文档。 自动化发布与巡检系统：担任核心成员，技术栈包括信息安全、Redis、MySQL、Java、Prometheus、Python。编写脚本和流水线任务，减少人工发布风险并提升巡检效率。项目结果：显著改善系统稳定性和可维护性。 线上故障应急与稳定性治理：担任核心成员，技术栈包括信息安全、Grafana、Go、高并发、C#、Shell。参与故障定位、容量扩容、复盘改进和应急预案建设。项目结果：支撑多业务线稳定复用。
综合能力：具备文档沉淀、跨团队沟通、问题定位、数据化复盘和持续学习能力，能够根据业务目标选择合适的技术方案。",,,,,,,,
RES-352,resume_000408_exp01_0,机器学习算法工程师,"求职意向：机器学习算法工程师。
标准岗位：机器学习算法工程师；岗位大族：AI算法；经验年限：1年；候选人层级：初级。
岗位系统技能画像：C/C++、Go、Linux、Machine Learning、PyTorch、Python、TensorFlow、机器学习、GPU、Hive、Java、Kubernetes。
个人概述：具备1年左右机器学习算法工程师相关实践经验，熟悉C/C++、Go、Linux、Machine Learning、PyTorch、Python、TensorFlow、机器学习，能够承担模块开发、测试验证和问题跟进。
教育背景：本科，学士学位，双一流高校，计算机科学与技术专业，无。
技能栈：C/C++、Go、Linux、Machine Learning、PyTorch、Python、TensorFlow、机器学习、GPU、Hive、Java、Kubernetes、SQL、DATA+AI、多模态AI、人工智能、模型微调、深度学习。
工作经历：机器学习算法工程师方向，累计1年相关实践，主要覆盖方案设计、开发实现、测试验证、问题定位和结果复盘。
项目经历：企业知识库 RAG 问答平台：担任主要负责人，技术栈包括RDMA、LangChain、SQL、Flink、人工智能、高并发。负责语义检索、召回排序、Prompt 模板和效果评估，沉淀离线评测集并优化回答准确率。项目结果：显著改善系统稳定性和可维护性。 多模态内容理解与标签系统：担任核心成员，技术栈包括Large Language Model、PyTorch、高并发、深度学习、C#、人工智能。参与图文特征抽取、模型训练和推理服务部署，支持业务侧内容审核与推荐分发。项目结果：形成可复用的技术方案和项目文档。
综合能力：具备文档沉淀、跨团队沟通、问题定位、数据化复盘和持续学习能力，能够根据业务目标选择合适的技术方案。",,,,,,,,
RES-353,resume_003758_exp10_4,算法研究员,"求职意向：算法研究员。
标准岗位：算法研究员；岗位大族：AI算法；经验年限：10年；候选人层级：专家。
岗位系统技能画像：PyTorch、C/C++、机器学习、PPO、Machine Learning、Python、TensorFlow、深度学习、计算机视觉、GRPO、游戏与图形开发、世界模型。
个人概述：具备10年左右算法研究员相关实践经验，熟悉PyTorch、C/C++、机器学习、PPO、Machine Learning、Python、TensorFlow、深度学习，能够承担技术规划、架构演进、团队赋能和关键项目决策。
教育背景：本科，学士学位，双一流高校，软件工程专业，无。
技能栈：PyTorch、C/C++、机器学习、PPO、Machine Learning、Python、TensorFlow、深度学习、计算机视觉、GRPO、游戏与图形开发、世界模型、SQL、Go、Hadoop、Spark、Tableau、Power BI。
工作经历：算法研究员方向，累计10年相关实践，主要覆盖方案设计、开发实现、测试验证、问题定位和结果复盘。
项目经历：企业知识库 RAG 问答平台：担任主要负责人，技术栈包括MindSpore、TensorFlow、模型微调、深度学习、机器学习、Flux。负责语义检索、召回排序、Prompt 模板和效果评估，沉淀离线评测集并优化回答准确率。项目结果：形成可复用的技术方案和项目文档。 多模态内容理解与标签系统：担任核心成员，技术栈包括NPU/GPU、Flink、Model Context Protocol、Embedding、Python、大模型。参与图文特征抽取、模型训练和推理服务部署，支持业务侧内容审核与推荐分发。项目结果：形成可复用的技术方案和项目文档。
综合能力：具备文档沉淀、跨团队沟通、问题定位、数据化复盘和持续学习能力，能够根据业务目标选择合适的技术方案。",,,,,,,,
RES-354,resume_000806_exp05_4,数据挖掘算法工程师,"求职意向：数据挖掘算法工程师。
标准岗位：数据挖掘算法工程师；岗位大族：算法；经验年限：5年；候选人层级：中级。
岗位系统技能画像：Java、TensorFlow、算法工程、C/C++、Hadoop、Hive、Machine Learning、NLP、PyTorch、Python、数据工程、机器学习。
个人概述：具备5年左右数据挖掘算法工程师相关实践经验，熟悉Java、TensorFlow、算法工程、C/C++、Hadoop、Hive、Machine Learning、NLP，能够承担独立模块交付、跨团队协作和质量改进。
教育背景：本科，学士学位，211高校，数据科学与大数据技术专业，无。
技能栈：Java、TensorFlow、算法工程、C/C++、Hadoop、Hive、Machine Learning、NLP、PyTorch、Python、数据工程、机器学习、JavaScript、SQL、Go、MySQL、MongoDB、Pandas。
工作经历：数据挖掘算法工程师方向，累计5年相关实践，主要覆盖方案设计、开发实现、测试验证、问题定位和结果复盘。
项目经历：业务经营分析看板：担任主要负责人，技术栈包括MySQL、Tableau、经营分析、数据可视化、Pandas、C++。建设核心指标体系，使用 SQL 和 BI 工具输出日活、留存、转化和收入分析。项目结果：支撑多业务线稳定复用。 用户增长归因分析：担任核心成员，技术栈包括Tableau、ETL、Model Context Protocol、经营分析、Go、JavaScript。围绕渠道、活动和用户分层构建分析模型，支持运营策略迭代。项目结果：显著改善系统稳定性和可维护性。
综合能力：具备文档沉淀、跨团队沟通、问题定位、数据化复盘和持续学习能力，能够根据业务目标选择合适的技术方案。",,,,,,,,
RES-355,resume_std_005530_exp10_4,AI安全工程师,"求职意向：AI安全工程师。
标准岗位：AI安全工程师；岗位大族：AI安全；经验年限：10年；候选人层级：专家。
岗位系统技能画像：大模型安全、Prompt Injection、Jailbreak、Guardrail、红队测试、模型评测、内容安全、对抗样本、风险控制、安全策略、Python、安全测试。
个人概述：具备10年左右AI安全工程师相关实践经验，熟悉大模型安全、Prompt Injection、Jailbreak、Guardrail、红队测试、模型评测、内容安全、对抗样本，能够承担技术规划、架构演进、团队赋能和关键项目决策。
教育背景：博士研究生，博士学位，211高校，计算机科学与技术专业。
技能栈：大模型安全、Prompt Injection、Jailbreak、Guardrail、红队测试、模型评测、内容安全、对抗样本、风险控制、安全策略、Python、安全测试、AI安全、C/C++、RLHF、AI测试、DPO、Go。
工作经历：AI安全工程师方向，累计10年相关实践，主要覆盖方案设计、开发实现、测试验证、问题定位和结果复盘。
项目经历：AI安全工程师质量提升项目：担任核心成员，技术栈包括大模型安全、Prompt Injection、Jailbreak、Guardrail、红队测试、模型评测、内容安全、对抗样本。面向AI安全工程师岗位场景，围绕大模型安全、Prompt Injection、Jailbreak构建从方案设计、实现验证到质量复盘的闭环能力。项目结果：支撑多业务线稳定复用。 AI安全流程优化平台：担任核心成员，技术栈包括模型评测、内容安全、对抗样本、风险控制、安全策略、Python、安全测试、AI安全。基于模型评测、内容安全等技术完成方案验证、问题定位和迭代优化。项目结果：提升问题定位和交付效率。
综合能力：具备文档沉淀、跨团队沟通、问题定位、质量意识和持续学习能力，能够根据业务目标选择合适的技术方案。",,,,,,,,
RES-356,resume_004188_exp08_4,数据库工程师,"求职意向：数据库工程师。
标准岗位：数据库工程师；岗位大族：基础设施；经验年限：8年；候选人层级：高级。
岗位系统技能画像：Go、MySQL、分布式系统、PostgreSQL、Python、数据工程、C/C++、Linux、Java、代价模型、异常检测、JavaScript。
个人概述：具备8年左右数据库工程师相关实践经验，熟悉Go、MySQL、分布式系统、PostgreSQL、Python、数据工程、C/C++、Linux，能够承担核心项目主导、方案评审和复杂问题攻坚。
教育背景：博士研究生，博士学位，双一流高校，网络工程专业，英语六级。
技能栈：Go、MySQL、分布式系统、PostgreSQL、Python、数据工程、C/C++、Linux、Java、代价模型、异常检测、JavaScript、SQL、Docker、Kubernetes、Ansible、CI/CD、DevOps。
工作经历：数据库工程师方向，累计8年相关实践，主要覆盖方案设计、开发实现、测试验证、问题定位和结果复盘。
项目经历：统一监控告警平台：担任主要负责人，技术栈包括分布式系统、云计算、Prometheus、Grafana、自动化运维、网络安全。接入主机、容器、数据库和业务指标，设计告警规则并推进故障闭环。项目结果：支撑多业务线稳定复用。 自动化发布与巡检系统：担任核心成员，技术栈包括Vector Database、Rust、高并发、性能测试、Linux、Grafana。编写脚本和流水线任务，减少人工发布风险并提升巡检效率。项目结果：形成可复用的技术方案和项目文档。 线上故障应急与稳定性治理：担任核心成员，技术栈包括DevOps、Rust、CI/CD、Grafana、性能测试、风控。参与故障定位、容量扩容、复盘改进和应急预案建设。项目结果：提升问题定位和交付效率。
综合能力：具备文档沉淀、跨团队沟通、问题定位、数据化复盘和持续学习能力，能够根据业务目标选择合适的技术方案。",,,,,,,,
