candidate_id,summary,extracted_skills,skill_count
resume_003334,"求职意向：数据分析师。
教育背景：博士研究生，博士学位，海外高校，统计学专业，英语六级。
个人概述：...",商业分析;数据分析;Data Warehouse;数据湖;Kafka;风控模型;Python;Java;JavaScript;SQL;Go;MySQL;PostgreSQL;MongoDB;TensorFlow;PyTorch;大模型;自然语言处理;数据可视化;经营分析;Rust;产品经理;运维;用户增长;渠道运营,25
resume_003335,"求职意向：全栈开发工程师。
教育背景：本科，学士学位，普通高校，信息工程专业，英语四级。
个人概述：...",全栈;Vue;React;微服务;Node.js;系统架构;Java;JavaScript;CSS;Web;Spring;Django;Flask;MySQL;PostgreSQL;MongoDB;Redis;技术美术;TypeScript;人工智能;Python;Linux;产品经理;运维;SQL;Kubernetes;Docker;数据可视化;向量数据库,29
resume_003336,"求职意向：运维工程师。
教育背景：本科，学士学位，双一流高校，软件工程专业，英语四级。
个人概述：具...",运维;Linux;Docker;Automated Testing;MySQL;Python;Java;SQL;Go;Kubernetes;PostgreSQL;Prometheus;风控模型;产品经理;网络安全;分布式系统;C#,17
resume_003337,"求职意向：后端开发工程师。
教育背景：硕士研究生，硕士学位，985高校，计算机科学与技术专业，英语六...",微服务;Node.js;分布式系统;Redis;Python;JavaScript;SQL;Spring;Django;Flask;Kafka;商业分析;MySQL;PostgreSQL;MongoDB;Java;产品经理;运维;实时计算;Docker;Spark,21
resume_003338,"求职意向：测试工程师。
教育背景：本科，学士学位，211高校，软件工程专业，英语四级。
个人概述：具...",Automated Testing;系统架构;Python;Java;JavaScript;SQL;Kubernetes;测试开发;PostgreSQL;产品经理;运维;Redis,12
resume_003339,"求职意向：前端开发工程师。
教育背景：硕士研究生，硕士学位，211高校，计算机科学与技术专业，英语六...",Vue;React;系统架构;用户增长;Python;JavaScript;SQL;CSS;Web;TypeScript;C#;人工智能;数据分析;产品经理;运维;运营管理;游戏服务器;性能优化;Rust;数据可视化;Automated Testing,21
resume_003340,"求职意向：前端开发工程师。
教育背景：本科，学士学位，普通高校，计算机科学与技术专业，英语四级。
个...",React;Vue;分布式系统;系统架构;Python;JavaScript;CSS;Web;Rust;Java;TypeScript;运营管理;游戏服务器;UX设计;商业分析;数据可视化;数据分析;性能优化,18
resume_003341,"求职意向：后端开发工程师。
教育背景：硕士研究生，硕士学位，211高校，软件工程专业，英语六级。
个...",微服务;Node.js;系统架构;Python;JavaScript;SQL;Spring;Django;Flask;MySQL;PostgreSQL;Redis;Java;产品经理;运维;C#;数据湖;Kafka,18
resume_003342,"求职意向：测试工程师。
教育背景：硕士研究生，硕士学位，985高校，计算机科学与技术专业，英语六级。...",Automated Testing;系统架构;Java;分布式系统;Docker;测试开发;TypeScript;产品经理;运维;Linux;Python,11
resume_003343,"求职意向：运维工程师。
教育背景：本科，学士学位，普通高校，计算机科学与技术专业，英语六级。
个人概...",运维;Linux;Kubernetes;Automated Testing;Python;Java;SQL;Go;Docker;Ansible;Redis;Prometheus;系统架构;产品经理;C#;JavaScript;网络安全;风控模型,18
resume_003344,"求职意向：云计算工程师。
教育背景：本科，学士学位，211高校，网络工程专业，英语六级。
个人概述：...",Docker;Kubernetes;模型量化;CUDA;Java;AWS;Azure;Linux;Terraform;MySQL;PostgreSQL;技术美术;Go;产品经理;运维;JavaScript;TypeScript;向量数据库,18
resume_003345,"求职意向：数据分析师。
教育背景：本科，学士学位，211高校，统计学专业，英语六级。
个人概述：具备...",数据分析;商业分析;Kafka;Spark;数据湖;深度学习;Python;Java;SQL;MySQL;MongoDB;Hadoop;人工智能;机器学习;数据可视化;产品经理;运维;经营分析;C#;用户增长;渠道运营,21
resume_003346,"求职意向：前端开发工程师。
教育背景：硕士研究生，硕士学位，211高校，数字媒体技术专业，英语六级。...",Vue;React;系统架构;用户增长;Java;JavaScript;CSS;TypeScript;产品经理;运维;运营管理;游戏服务器;UX设计;性能优化;数据可视化;C#;数据分析;Automated Testing,18
resume_003347,"求职意向：云计算工程师。
教育背景：博士研究生，博士学位，985高校，软件工程专业，英语六级。
个人...",Linux;Docker;CUDA;分布式推理;Python;JavaScript;SQL;Go;AWS;Azure;Kubernetes;Ansible;Terraform;PostgreSQL;人工智能;产品经理;运维;Prometheus,18
resume_003348,"求职意向：后端开发工程师。
教育背景：本科，学士学位，双一流高校，软件工程专业，英语四级。
个人概述...",微服务;Node.js;系统架构;分布式系统;MySQL;Java;Spring;Django;Flask;MongoDB;Redis;技术美术;Kubernetes;Kafka;Spark;Data Warehouse;向量数据库,17
resume_003349,"求职意向：运维工程师。
教育背景：硕士研究生，硕士学位，985高校，信息安全专业，英语六级。
个人概...",运维;网络安全;Linux;Docker;Automated Testing;PostgreSQL;Python;Java;JavaScript;AWS;Azure;Kubernetes;Ansible;Terraform;MySQL;Prometheus;人工智能;TypeScript;产品经理;C#,20
resume_003350,"求职意向：数据分析师。
教育背景：本科，学士学位，双一流高校，信息管理与信息系统专业，英语四级。
个...",数据分析;商业分析;Data Warehouse;数据湖;ETL;自然语言处理;Python;JavaScript;SQL;Go;MySQL;PostgreSQL;MongoDB;TensorFlow;PyTorch;Hadoop;Spark;数据可视化;人工智能;产品经理;运维;经营分析;用户增长;渠道运营,24
resume_003351,"求职意向：数据分析师。
教育背景：硕士研究生，硕士学位，985高校，应用数学专业，英语六级。
个人概...",商业分析;数据分析;实时计算;Spark;Kafka;风控模型;Python;JavaScript;SQL;MySQL;MongoDB;TensorFlow;PyTorch;大模型;自然语言处理;数据可视化;Java;Redis;经营分析;产品经理;运维;C++;用户增长;渠道运营,24
resume_003352,"求职意向：数据分析师。
教育背景：本科，学士学位，双一流高校，统计学专业，无。
个人概述：具备4年左...",商业分析;数据分析;Spark;SQL;实时计算;Python;Java;Go;MySQL;MongoDB;Redis;TensorFlow;PyTorch;Hadoop;机器学习;数据可视化;用户增长;产品经理;运维;人工智能;经营分析;渠道运营;计算机视觉,23
resume_003353,"求职意向：运维工程师。
教育背景：硕士研究生，硕士学位，985高校，信息安全专业，英语六级。
个人概...",运维;网络安全;Kubernetes;Linux;Automated Testing;Redis;Python;Java;SQL;Go;AWS;Azure;Docker;Ansible;技术美术;Prometheus;人工智能;系统架构;产品经理;JavaScript;向量数据库,21
resume_003354,"求职意向：运维工程师。
教育背景：本科，学士学位，211高校，软件工程专业，英语六级。
个人概述：具...",运维;Kubernetes;Linux;Docker;Automated Testing;Redis;Python;Java;JavaScript;Ansible;Terraform;PostgreSQL;Prometheus;Go;产品经理;网络安全,16
resume_003355,"求职意向：运维工程师。
教育背景：本科，学士学位，211高校，软件工程专业，无。
个人概述：具备0年...",运维;Docker;Automated Testing;Python;Java;JavaScript;Kubernetes;Linux;Ansible;PostgreSQL;Prometheus;风控模型;网络安全;Rust;系统架构,15
resume_003356,"求职意向：后端开发工程师。
教育背景：本科，学士学位，普通高校，计算机科学与技术专业，无。
个人概述...",微服务;Node.js;系统架构;分布式系统;Python;SQL;Spring;Django;Flask;Kafka;商业分析;MySQL;PostgreSQL;MongoDB;Redis;Java;ETL;产品经理;运维;JavaScript,20
resume_003357,"求职意向：算法工程师。
教育背景：本科，学士学位，普通高校，计算机科学与技术专业，英语四级。
个人概...",智能体开发;检索增强生成;提示词工程;人工智能;Java;TensorFlow;PyTorch;Hadoop;Spark;商业分析;Python;机器学习;深度学习;数据湖;多模态;内容运营;SQL;模型训练;计算机视觉,19
resume_003358,"求职意向：前端开发工程师。
教育背景：硕士研究生，硕士学位，985高校，计算机科学与技术专业，英语六...",Vue;React;系统架构;用户增长;Java;JavaScript;CSS;Python;C#;TypeScript;人工智能;产品经理;运维;运营管理;游戏服务器;UX设计;SQL;数据可视化;数据分析;性能优化;Automated Testing,21
resume_003359,"求职意向：数据工程师。
教育背景：博士研究生，博士学位，985高校，数据科学与大数据技术专业，英语六...",数据科学;Spark;实时计算;Data Warehouse;PostgreSQL;Docker;Java;SQL;MySQL;MongoDB;TensorFlow;PyTorch;Hadoop;Kubernetes;Python;Kafka;数据平台;计算机视觉;自然语言处理;数据治理;产品经理;运维;实时数仓;ETL;数据质量;系统架构;特征工程;机器学习,28
resume_003360,"求职意向：算法工程师。
教育背景：本科，学士学位，普通高校，模式识别与智能系统专业，英语四级。
个人...",智能体框架;人工智能;人类反馈强化学习;推荐算法;数据挖掘;风控模型;Python;SQL;TensorFlow;PyTorch;机器学习;深度学习;检索增强生成;大模型;系统架构;Data Warehouse;提示词工程;多模态;内容运营;Rust;模型训练,21
resume_003361,"求职意向：后端开发工程师。
教育背景：本科，学士学位，211高校，软件工程专业，英语四级。
个人概述...",Node.js;微服务;系统架构;MySQL;技术美术;Java;Spring;Django;Flask;Kafka;商业分析;Redis;分布式系统;产品经理;运维;Linux;Kubernetes;JavaScript;向量数据库,19
resume_003362,"求职意向：算法工程师。
教育背景：本科，学士学位，双一流高校，模式识别与智能系统专业，英语四级。
个...",智能体框架;人工智能;检索增强生成;AIOps;自然语言处理;深度学习;技术美术;Python;Java;SQL;Go;TensorFlow;PyTorch;Hadoop;Spark;模型压缩;ARM;机器学习;Data Warehouse;产品经理;运维;模型训练;JavaScript;提示词工程;多模态;内容运营;模型推理,27
resume_003363,"求职意向：后端开发工程师。
教育背景：本科，学士学位，211高校，网络工程专业，英语六级。
个人概述...",Node.js;微服务;系统架构;MySQL;PostgreSQL;Python;Java;SQL;Spring;Django;Flask;Redis;产品经理;运维;Kubernetes;Spark;Kafka;Data Warehouse;Docker,19
resume_003364,"求职意向：后端开发工程师。
教育背景：本科，学士学位，双一流高校，网络工程专业，英语四级。
个人概述...",Node.js;微服务;分布式系统;系统架构;Redis;MySQL;Java;SQL;Spring;Django;Flask;Kafka;商业分析;PostgreSQL;MongoDB;Kubernetes;Data Warehouse;Docker;产品经理;运维;TypeScript;Linux,22
resume_003365,"求职意向：前端开发工程师。
教育背景：本科，学士学位，普通高校，计算机科学与技术专业，无。
个人概述...",Vue;React;分布式系统;品牌;用户增长;Java;JavaScript;Go;CSS;Web;TypeScript;Python;运营管理;游戏服务器;商业分析;数据分析;UX设计;数据可视化;性能优化,19
resume_003366,"求职意向：后端开发工程师。
教育背景：硕士研究生，硕士学位，211高校，软件工程专业，英语六级。
个...",微服务;Node.js;系统架构;Python;Java;JavaScript;SQL;Go;Spring;Django;Flask;MySQL;Redis;Linux;Docker;产品经理;运维;实时计算;Kafka;Spark,20
resume_003367,"求职意向：数据工程师。
教育背景：本科，学士学位，普通高校，计算机科学与技术专业，英语四级。
个人概...",数据湖;ETL;Spark;PostgreSQL;技术美术;Linux;Python;Java;JavaScript;SQL;Go;MySQL;MongoDB;Redis;TensorFlow;PyTorch;Hadoop;商业分析;Kubernetes;实时计算;Kafka;人工智能;风控模型;推荐算法;产品经理;运维;实时数仓;数据治理;系统架构;数据质量;Rust;机器学习;向量数据库,33
resume_003368,"求职意向：数据分析师。
教育背景：硕士研究生，硕士学位，985高校，信息管理与信息系统专业，英语六级...",商业分析;数据分析;Spark;SQL;数据湖;数据挖掘;计算机视觉;Python;Java;MySQL;MongoDB;TensorFlow;PyTorch;Hadoop;数据可视化;人工智能;TypeScript;产品经理;运维;经营分析;用户增长;渠道运营,22
resume_003369,"求职意向：算法工程师。
教育背景：博士研究生，博士学位，双一流高校，模式识别与智能系统专业，英语六级...",AIOps;AIBot;提示词工程;智能体;推荐算法;计算机视觉;自然语言处理;Java;Go;TensorFlow;PyTorch;Hadoop;Spark;Ascend;Python;机器学习;深度学习;产品经理;运维;检索增强生成;大模型;LangChain;多模态;内容运营;模型训练;模型推理;性能优化;Kafka;C#;模型量化,30
resume_003370,"求职意向：运维工程师。
教育背景：本科，学士学位，双一流高校，计算机科学与技术专业，英语四级。
个人...",运维;Linux;Kubernetes;Automated Testing;Python;Java;SQL;Go;Docker;PostgreSQL;技术美术;Prometheus;分布式系统;风控模型;JavaScript;向量数据库,16
resume_003371,"求职意向：测试工程师。
教育背景：本科，学士学位，双一流高校，软件工程专业，英语四级。
个人概述：具...",Automated Testing;系统架构;Java;JavaScript;Go;Docker;测试开发;产品经理;运维;C++,10
resume_003372,"求职意向：前端开发工程师。
教育背景：硕士研究生，硕士学位，双一流高校，计算机科学与技术专业，英语六...",Vue;React;系统架构;分布式系统;用户增长;Python;JavaScript;CSS;Java;SQL;TypeScript;人工智能;性能优化;产品经理;运维;运营管理;游戏服务器;数据可视化;UX设计;数据分析;Automated Testing,21
resume_003373,"求职意向：后端开发工程师。
教育背景：本科，学士学位，双一流高校，网络工程专业，无。
个人概述：具备...",微服务;Node.js;系统架构;MySQL;Python;Java;SQL;Spring;Django;Flask;Kafka;商业分析;PostgreSQL;MongoDB;Redis;产品经理;运维;实时计算;C++;Linux;JavaScript,21
resume_003374,"求职意向：前端开发工程师。
教育背景：博士研究生，博士学位，985高校，交互设计专业，英语六级。
个...",UX设计;React;Vue;分布式系统;用户增长;Python;Java;JavaScript;SQL;Go;CSS;TypeScript;C++;Rust;产品经理;运维;运营管理;游戏服务器;数据可视化;商业分析;性能优化;Automated Testing,22
resume_003375,"求职意向：数据分析师。
教育背景：硕士研究生，硕士学位，双一流高校，数据科学与大数据技术专业，英语六...",数据科学;数据分析;商业分析;Kafka;Data Warehouse;SQL;自然语言处理;特征工程;Python;JavaScript;Go;MySQL;MongoDB;Redis;TensorFlow;PyTorch;数据可视化;产品经理;运维;经营分析;用户增长;渠道运营,22
resume_003376,"求职意向：后端开发工程师。
教育背景：硕士研究生，硕士学位，双一流高校，网络工程专业，英语六级。
个...",Node.js;微服务;分布式系统;MySQL;Python;Java;JavaScript;SQL;Go;Spring;Django;Flask;Kafka;商业分析;PostgreSQL;MongoDB;Kubernetes;Redis;Linux;产品经理;运维;Spark;ETL,23
resume_003377,"求职意向：测试工程师。
教育背景：本科，学士学位，普通高校，质量管理工程专业，英语四级。
个人概述：...",Automated Testing;分布式系统;Python;Java;JavaScript;SQL;Go;系统架构;测试开发;Kubernetes;产品经理;运维;Redis,13
resume_003378,"求职意向：后端开发工程师。
教育背景：硕士研究生，硕士学位，985高校，信息工程专业，英语六级。
个...",微服务;Node.js;分布式系统;Python;Go;Spring;Django;Flask;MySQL;PostgreSQL;MongoDB;Redis;Java;人工智能;C++;产品经理;运维;Kafka;Docker;TypeScript;Spark;数据湖,22
resume_003379,"求职意向：前端开发工程师。
教育背景：本科，学士学位，双一流高校，计算机科学与技术专业，无。
个人概...",React;Vue;系统架构;品牌;Java;JavaScript;SQL;Go;CSS;Web;TypeScript;人工智能;产品经理;运维;运营管理;游戏服务器;数据可视化;性能优化,18
resume_003380,"求职意向：数据分析师。
教育背景：博士研究生，博士学位，双一流高校，信息管理与信息系统专业，英语六级...",商业分析;数据分析;Data Warehouse;实时计算;SQL;特征工程;Java;Go;MySQL;PostgreSQL;MongoDB;风控模型;Python;数据可视化;人工智能;产品经理;运维;经营分析;用户增长;C#;Redis;渠道运营;计算机视觉,23
resume_003381,"求职意向：测试工程师。
教育背景：本科，学士学位，211高校，计算机科学与技术专业，英语四级。
个人...",Automated Testing;系统架构;分布式系统;Java;Go;测试开发;Kubernetes;MySQL;产品经理;运维;Rust;技术美术;Python;向量数据库,14
resume_003382,"求职意向：后端开发工程师。
教育背景：博士研究生，博士学位，双一流高校，网络工程专业，英语六级。
个...",微服务;Node.js;分布式系统;系统架构;技术美术;Java;JavaScript;Go;Spring;Django;Flask;Kafka;商业分析;MySQL;PostgreSQL;MongoDB;Redis;Linux;产品经理;运维;ETL;Kubernetes;向量数据库,23
resume_003383,"求职意向：数据分析师。
教育背景：本科，学士学位，211高校，应用数学专业，英语六级。
个人概述：具...",数据分析;商业分析;ETL;实时计算;Data Warehouse;Python;Java;JavaScript;SQL;Go;MySQL;MongoDB;Redis;TensorFlow;PyTorch;Hadoop;Spark;深度学习;数据可视化;C#;产品经理;运维;经营分析;用户增长;渠道运营;计算机视觉,26
resume_003384,"求职意向：后端开发工程师。
教育背景：博士研究生，博士学位，海外高校，网络工程专业，英语六级。
个人...",微服务;Node.js;MySQL;Redis;Python;Java;Spring;Django;Flask;PostgreSQL;MongoDB;Docker;产品经理;运维;Kubernetes;Kafka;SQL;分布式系统;ETL,19
resume_003385,"求职意向：算法工程师。
教育背景：博士研究生，博士学位，海外高校，模式识别与智能系统专业，英语六级。...",AIGC;模型微调;智能体;计算机视觉;技术美术;风控模型;推荐算法;Python;Java;JavaScript;SQL;Go;TensorFlow;PyTorch;商业分析;CUDA;DPDK;机器学习;深度学习;Rust;产品经理;运维;检索增强生成;提示词工程;多模态;内容运营;Kafka;模型训练;模型推理;性能优化;模型量化;Data Warehouse,32
resume_003386,"求职意向：前端开发工程师。
教育背景：博士研究生，博士学位，985高校，交互设计专业，英语六级。
个...",UX设计;React;Vue;系统架构;品牌;Python;Java;JavaScript;SQL;Go;CSS;TypeScript;产品经理;运维;运营管理;游戏服务器;商业分析;性能优化;数据可视化;Automated Testing,20
resume_003387,"求职意向：算法工程师。
教育背景：本科，学士学位，普通高校，软件工程专业，英语四级。
个人概述：具备...",提示词工程;智能体框架;Embedding;智能体开发;数据挖掘;计算机视觉;自然语言处理;Python;JavaScript;Go;TensorFlow;PyTorch;模型训练;CUDA;机器学习;深度学习;人工智能;产品经理;运维;检索增强生成;C#;大模型;多模态;内容运营;分布式训练;TypeScript;数据湖,27
resume_003388,"求职意向：数据分析师。
教育背景：本科，学士学位，普通高校，应用数学专业，英语四级。
个人概述：具备...",商业分析;数据分析;Data Warehouse;实时计算;Spark;计算机视觉;自然语言处理;Python;Java;JavaScript;SQL;MySQL;PostgreSQL;MongoDB;Hadoop;推荐算法;数据可视化;技术美术;Rust;产品经理;运维;经营分析;C++;用户增长;渠道运营;向量数据库,26
resume_003389,"求职意向：前端开发工程师。
教育背景：硕士研究生，硕士学位，双一流高校，数字媒体技术专业，英语六级。...",React;Vue;系统架构;分布式系统;用户增长;品牌;Python;JavaScript;CSS;Web;Go;Rust;TypeScript;产品经理;运维;商业分析;运营管理;游戏服务器;数据分析;数据可视化;性能优化;Automated Testing,22
resume_003390,"求职意向：数据分析师。
教育背景：本科，学士学位，双一流高校，统计学专业，无。
个人概述：具备2年左...",商业分析;数据分析;Spark;SQL;实时计算;自然语言处理;Python;JavaScript;MySQL;MongoDB;TensorFlow;PyTorch;Hadoop;数据可视化;产品经理;运维;经营分析;技术美术;用户增长;渠道运营;计算机视觉;向量数据库,22
resume_003391,"求职意向：数据分析师。
教育背景：硕士研究生，硕士学位，211高校，统计学专业，英语六级。
个人概述...",数据分析;商业分析;数据湖;实时计算;Kafka;机器学习;Python;JavaScript;SQL;MySQL;PostgreSQL;MongoDB;TensorFlow;PyTorch;自然语言处理;数据可视化;产品经理;运维;经营分析;C++;TypeScript;用户增长;渠道运营,23
resume_003392,"求职意向：测试工程师。
教育背景：本科，学士学位，双一流高校，软件工程专业，无。
个人概述：具备3年...",Automated Testing;Java;JavaScript;分布式系统;测试开发;MySQL;产品经理;运维;C#;Linux,10
resume_003393,"求职意向：移动开发工程师。
教育背景：本科，学士学位，211高校，软件工程专业，英语六级。
个人概述...",Swift;React;Vue;Python;Java;JavaScript;SQL;Go;Android;性能优化;Rust;C#,12
resume_003394,"求职意向：数据分析师。
教育背景：本科，学士学位，普通高校，信息管理与信息系统专业，英语六级。
个人...",数据分析;商业分析;数据湖;Spark;Kafka;机器学习;Python;Java;JavaScript;SQL;Go;MySQL;PostgreSQL;MongoDB;TensorFlow;PyTorch;计算机视觉;自然语言处理;特征工程;数据可视化;人工智能;产品经理;运维;经营分析;用户增长;渠道运营,26
resume_003395,"求职意向：全栈开发工程师。
教育背景：本科，学士学位，双一流高校，网络工程专业，英语四级。
个人概述...",全栈;Vue;React;微服务;Node.js;分布式系统;Java;JavaScript;Go;CSS;TypeScript;Spring;Django;Flask;MySQL;Redis;Kubernetes;产品经理;运维;Docker;C#;数据可视化,22
resume_003396,"求职意向：数据工程师。
教育背景：本科，学士学位，211高校，数据科学与大数据技术专业，英语四级。
...",数据科学;数据湖;Spark;ETL;PostgreSQL;Redis;Kubernetes;Python;Java;SQL;Go;MySQL;MongoDB;TensorFlow;PyTorch;Hadoop;商业分析;Docker;Linux;实时计算;Kafka;人工智能;产品经理;运维;实时数仓;数据治理;Data Warehouse;数据质量;Rust;计算机视觉,30
resume_003397,"求职意向：数据工程师。
教育背景：硕士研究生，硕士学位，双一流高校，数据科学与大数据技术专业，英语六...",数据科学;数据湖;Kafka;SQL;技术美术;MySQL;Python;Java;JavaScript;Go;MongoDB;Redis;TensorFlow;PyTorch;Hadoop;Spark;商业分析;Linux;Kubernetes;实时计算;人工智能;Data Warehouse;计算机视觉;自然语言处理;产品经理;运维;实时数仓;数据治理;系统架构;TypeScript;ETL;数据质量;向量数据库;深度学习,34
resume_003398,"求职意向：云计算工程师。
教育背景：博士研究生，博士学位，海外高校，计算机科学与技术专业，英语六级。...",Docker;Linux;Java;AWS;Azure;Kubernetes;Terraform;技术美术;TypeScript;产品经理;运维;系统架构;Python;Prometheus;向量数据库,15
resume_003399,"求职意向：数据工程师。
教育背景：硕士研究生，硕士学位，211高校，信息工程专业，英语六级。
个人概...",Data Warehouse;ETL;Kafka;PostgreSQL;技术美术;Kubernetes;Docker;Python;Java;JavaScript;SQL;Go;MySQL;MongoDB;TensorFlow;PyTorch;Hadoop;Spark;商业分析;实时计算;产品经理;运维;实时数仓;数据治理;分布式系统;数据质量;C#;数据挖掘;向量数据库,29
resume_003400,"求职意向：算法工程师。
教育背景：本科，学士学位，普通高校，计算机科学与技术专业，英语四级。
个人概...",智能体;多模态;人工智能;AIGC;AIOps;自然语言处理;特征工程;计算机视觉;Python;SQL;TensorFlow;PyTorch;Hadoop;Spark;机器学习;深度学习;大模型;产品经理;运维;检索增强生成;ETL;Data Warehouse;C++;提示词工程;内容运营;系统架构;模型训练,27
resume_003401,"求职意向：后端开发工程师。
教育背景：博士研究生，博士学位，双一流高校，计算机科学与技术专业，英语六...",微服务;Node.js;Redis;Python;JavaScript;Spring;Django;Flask;Kafka;商业分析;PostgreSQL;MongoDB;Java;MySQL;SQL;产品经理;运维;C#;Docker;Spark,20
resume_003402,"求职意向：数据分析师。
教育背景：本科，学士学位，双一流高校，数据科学与大数据技术专业，英语四级。
...",数据科学;数据分析;商业分析;实时计算;SQL;ETL;计算机视觉;Python;Java;MySQL;PostgreSQL;MongoDB;TensorFlow;PyTorch;Hadoop;Spark;自然语言处理;数据可视化;C++;产品经理;运维;经营分析;品牌;用户增长;渠道运营,25
resume_003403,"求职意向：运维工程师。
教育背景：本科，学士学位，211高校，网络工程专业，英语四级。
个人概述：具...",运维;Kubernetes;Docker;Linux;Automated Testing;Python;Java;JavaScript;SQL;Go;Redis;Prometheus;网络安全;TypeScript;C#,15
resume_003404,"求职意向：云计算工程师。
教育背景：本科，学士学位，双一流高校，计算机科学与技术专业，英语四级。
个...",Kubernetes;分布式推理;Python;AWS;Azure;Docker;Linux;Ansible;Terraform;PostgreSQL;Rust;产品经理;运维;Prometheus,14
resume_003405,"求职意向：测试工程师。
教育背景：硕士研究生，硕士学位，双一流高校，软件工程专业，英语六级。
个人概...",Automated Testing;系统架构;Java;测试开发;MySQL;产品经理;运维;Kubernetes;Docker;TypeScript,10
resume_003406,"求职意向：移动开发工程师。
教育背景：博士研究生，博士学位，海外高校，移动应用开发专业，英语六级。
...",Swift;Android;React;Vue;品牌;Java;系统架构;性能优化;人工智能;产品经理;运维;分布式系统;Automated Testing;Rust;JavaScript;C#,16
resume_003407,"求职意向：算法工程师。
教育背景：博士研究生，博士学位，985高校，模式识别与智能系统专业，英语六级...",AIBot;智能体开发;人类反馈强化学习;技术美术;计算机视觉;自然语言处理;深度学习;Python;JavaScript;SQL;Go;TensorFlow;PyTorch;商业分析;机器学习;数据湖;Rust;产品经理;运维;检索增强生成;CXL;提示词工程;多模态;内容运营;模型训练;模型推理;性能优化;实时计算;模型量化;Data Warehouse,30
resume_003408,"求职意向：数据分析师。
教育背景：本科，学士学位，双一流高校，数据科学与大数据技术专业，无。
个人概...",数据科学;数据分析;商业分析;SQL;实时计算;Kafka;Java;JavaScript;MySQL;PostgreSQL;MongoDB;Redis;特征工程;Python;数据可视化;经营分析;产品经理;运维;技术美术;用户增长;渠道运营;机器学习;向量数据库,23
resume_003409,"求职意向：前端开发工程师。
教育背景：本科，学士学位，双一流高校，计算机科学与技术专业，英语四级。
...",React;Vue;系统架构;分布式系统;品牌;用户增长;Python;Java;JavaScript;Go;CSS;C#;TypeScript;人工智能;性能优化;产品经理;运维;运营管理;游戏服务器;C++;数据分析;数据可视化,22
resume_003410,"求职意向：测试工程师。
教育背景：硕士研究生，硕士学位，211高校，计算机科学与技术专业，英语六级。...",Automated Testing;分布式系统;Python;Java;Kubernetes;测试开发;产品经理;运维;Docker;C#,10
resume_003411,"求职意向：前端开发工程师。
教育背景：硕士研究生，硕士学位，双一流高校，交互设计专业，英语六级。
个...",UX设计;Vue;React;系统架构;分布式系统;用户增长;Java;JavaScript;SQL;Go;CSS;TypeScript;Python;性能优化;产品经理;运维;运营管理;游戏服务器;Rust;数据可视化;Automated Testing,21
resume_003412,"求职意向：云计算工程师。
教育背景：本科，学士学位，211高校，信息安全专业，英语四级。
个人概述：...",网络安全;Linux;ARM;模型训练;Python;Java;AWS;Azure;Docker;Kubernetes;Terraform;MySQL;SQL;项目管理;C++,15
resume_003413,"求职意向：数据分析师。
教育背景：博士研究生，博士学位，双一流高校，信息管理与信息系统专业，英语六级...",商业分析;数据分析;实时计算;SQL;Data Warehouse;Python;Go;MySQL;MongoDB;Hadoop;Spark;自然语言处理;数据可视化;人工智能;Rust;产品经理;运维;经营分析;用户增长;PostgreSQL;渠道运营;计算机视觉;深度学习,23
resume_003414,"求职意向：运维工程师。
教育背景：硕士研究生，硕士学位，985高校，信息安全专业，英语六级。
个人概...",运维;网络安全;Kubernetes;Docker;Linux;Automated Testing;Redis;Python;AWS;Azure;Ansible;Terraform;PostgreSQL;Prometheus;人工智能;产品经理;SQL;JavaScript;系统架构;风控模型,20
resume_003415,"求职意向：后端开发工程师。
教育背景：硕士研究生，硕士学位，双一流高校，信息工程专业，英语六级。
个...",Node.js;微服务;系统架构;MySQL;Redis;Python;Spring;Django;Flask;PostgreSQL;MongoDB;Linux;Java;人工智能;JavaScript;产品经理;运维;SQL;Kubernetes;分布式系统;Kafka,21
resume_003416,"求职意向：后端开发工程师。
教育背景：本科，学士学位，双一流高校，网络工程专业，英语四级。
个人概述...",Node.js;微服务;系统架构;Redis;PostgreSQL;Python;Java;Go;Spring;Django;Flask;MySQL;MongoDB;Linux;实时计算;产品经理;运维;Kafka;数据湖,19
resume_003417,"求职意向：前端开发工程师。
教育背景：本科，学士学位，双一流高校，数字媒体技术专业，英语六级。
个人...",React;Vue;分布式系统;系统架构;Python;Java;JavaScript;SQL;Go;CSS;TypeScript;C#;Rust;UX设计;产品经理;运维;运营管理;游戏服务器;数据可视化;性能优化,20
resume_003418,"求职意向：算法工程师。
教育背景：本科，学士学位，普通高校，人工智能专业，英语六级。
个人概述：具备...",人工智能;智能体;智能体开发;大模型;风控模型;Python;JavaScript;SQL;TensorFlow;PyTorch;Hadoop;Spark;商业分析;模型推理;机器学习;深度学习;检索增强生成;系统架构;提示词工程;多模态;内容运营;LangChain;模型训练,23
resume_003419,"求职意向：数据分析师。
教育背景：硕士研究生，硕士学位，211高校，信息管理与信息系统专业，英语六级...",数据分析;商业分析;Kafka;SQL;Data Warehouse;大模型;自然语言处理;风控模型;Python;MySQL;MongoDB;TensorFlow;PyTorch;Hadoop;Spark;数据可视化;人工智能;产品经理;运维;经营分析;Redis;用户增长;C#;渠道运营;PostgreSQL;Java,26
