job_id,title,extracted_skills,skill_count
job_81bcf56dd8e771844888,合作研发项目管理,项目管理;内容运营;产品经理,3
job_81d4409daf662df9c112,和平精英-3D角色设计师-脸型方向·BJD美型,角色设计;引擎开发;图形渲染,3
job_81e16d3ce8b319c2eae4,Pytorch框架研发高级工程师（深圳/北京/上海/杭州）,PyTorch,1
job_826931e9823a1da132e9,大模型推理框架研发工程师,模型推理;引擎开发;分布式推理;人工智能,4
job_82b09cdc2e398978c167,光子艺术部-高级产品经理-(AIGC平台架构与商业化策略方向),产品经理;AIGC;系统架构;渠道运营;用户增长;经营分析;大模型;人工智能,8
job_82efe192de41579f98d5,智能体-全栈开发专家-CodeBuddy/WorkBuddy,智能体;全栈;游戏服务器;系统架构;微服务;Docker;产品经理;运维,8
job_8348112ff2648e915179,高性能计算工程师,高性能计算;大模型;性能优化;系统架构;模型优化;模型量化;多模态;人工智能;引擎开发;Ascend;CUDA,11
job_834a5d2da1c46ea59d2d,《王者荣耀世界》技术美术-场景性能优化与流程建设方向,技术美术;场景设计;性能优化;图形渲染;商业分析;游戏策划,6
job_84b94b16d72bd5066250,《王者荣耀》海外版-活跃运营,产品经理;品牌;数据分析;数据质量监控,4
job_84d32bf5f060e0d2dad4,《三角洲行动》-客户端开发工程师-CPU优化,游戏客户端;数据分析;引擎开发;性能优化,4
job_84ff3babbabaa42becec,微信基础-后台开发-AI评测方向,游戏服务器;人工智能;智能体;大模型;系统架构;数据可视化;数据标注,7
job_8521a27ba8e35d31af49,高性能网络通信库研发工程师,模型训练;场景设计;大模型;性能优化;人工智能;系统架构,6
job_8546052c95c1dba8b879,微信-多模态大模型算法工程师-OCR与文档理解方向（北京）,多模态;大模型,2
job_8571b6add51bc65d7827,在研ue5策略竞技产品-服务器开发工程师-新星引力计划(上海),产品经理;游戏服务器;游戏策划,3
job_85748a09de2cc21b7e09,QQ-#后台AI应用开发工程师#,游戏服务器;人工智能;智能体;AIBot;内容运营;场景设计;产品经理;UX设计;系统架构,9
job_859839a49104b95626b7,OG项目组-3A开放大世界高级游戏项目经理,项目管理;游戏策划;运维,3
job_85f9986c9964b59fe262,服务器资源需求管理,运营管理;供应链,2
job_860b8ddba68315c22819,和平精英-资深2D角色设计师（英雄设计）,概念设计;角色设计;游戏策划;动画设计;特效设计,5
job_866192ccdc42d42e68c9,SSV-全栈开发工程师,全栈;人工智能,2
job_86867eb5cad00807423a,和平精英--游戏研发项目经理-新星引力计划,项目管理;版本管理;渠道运营,3
job_868afe6f1d606426526f,魔方技术中心-高级/资深UE引擎开发工程师-AI提效方向,引擎开发;人工智能;智能体;内容运营;技术美术;游戏策划;场景设计,7
job_869870f3adeb077bebe3,应用网关高级开发工程师,人工智能;大模型,2
job_869e0aa6011bdc85956c,微信小游戏-测试开发工程师,测试开发;产品经理;引擎开发,3
job_86f7252d742088fe4262,微信-高级商务经理-KA合作方向,产品经理;Android;市场宣发,3
job_86ff2dbaec8a02f67275,A15项目-资深游戏特效设计师,特效设计;场景设计;引擎开发;动画设计;游戏策划,5
job_871c62ce1d4a10cffffa,商业分析师/商业分析经理（金融科技方向）,商业分析;市场宣发;人工智能;Web,4
job_8740c7f4d0663cc24eca,综合项目管理（宣发PM方向）,项目管理,1
job_874157f63b3e389059c3,腾讯云-KA大客户销售经理(交通/物流方向),产品经理;人工智能;解决方案;场景设计,4
job_8774ffc29e3278fb3e67,欢乐工作室预研中心-预研项目主策划,游戏策划;产品经理,2
job_8791f49c044c97a66a1c,大语言模型应用工程师（Agent方向）,大模型;智能体;AIOps;人工智能;场景设计;产品经理;运维,7
job_87ea5432e677b0b2b5d6,UE微恐轻动作项目-高级动效设计师,动画设计;引擎开发,2
job_888eff6448de0285b28e,企业微信-机器学习平台调度工程师-（成都/北京）,机器学习平台;资源管理;分布式系统;Kubernetes;Docker;云原生;分布式训练,7
job_88f8499f1523324a62ce,腾讯投资-投资运营经理-财务分析方向,市场宣发;场景设计,2
job_89816a4b61adce2b1da0,昇腾计算高级技术专家,Ascend;人工智能;系统架构;分布式系统;模型推理;性能优化;模型部署;模型训练;Linux;CUDA;模型量化;深度学习;高性能计算;PyTorch;TensorFlow;大模型;模型微调,17
job_8999f4b603b06288e914,和平精英-资深2D角色设计师（英雄设计）-新星引力计划,概念设计;角色设计;游戏策划;动画设计;特效设计,5
job_89ac1772e99765272518,微信电商-客户端开发工程师,游戏客户端,1
job_89e7456fe0168175c31e,暖通工程师,项目管理,1
job_89f6d2f1dfa7b5524c13,智能体-客户端开发工程师-WorkBuddy,智能体;游戏客户端;Android;性能优化;产品经理;Automated Testing,6
job_8a3757de20e8c087fb24,Project Spirits 资深数值策划,TypeScript;游戏策划;品牌;社区运营;产品经理;Go;技术美术;Python;数据分析;市场宣发;内容运营,11
job_8a4df2af5d75ae1f702e,UE微恐轻动作项目-资深商业化运营,动画设计;内容运营;用户增长,3
job_8aaffd10fec7479900c1,混元多模态研发项目经理（北京/深圳）,多模态;项目管理;大模型;人工智能;智能体,5
job_8ad301f05c5336395b02,腾讯云-稳定性测试架构工程师,产品经理;场景设计;运维,3
job_8b0308d7dca1f6421c30,AI 知识管理与评测-技术专家,人工智能;系统架构;智能体;场景设计;模型微调;产品经理;模型量化;检索增强生成,8
job_8b0613ef6c4c15782a33,和平精英-高级游戏测试工程师,,0
job_8bff9df2af5f6449f6a9,腾讯云--- 音频语音识别/理解算法高级工程师,大模型,1
job_8c20ba213b69517a845f,资深AI测试专家（云数据业务方向）,人工智能;大模型;引擎开发,3
job_8c4aad804fc65dbc3590,魔方工作室-AI技术美术（流程工具向）,人工智能;技术美术;游戏策划,3
job_8ceb2187d139386d402a,Project T-游戏项目管理,项目管理;引擎开发;游戏策划;性能优化;运维;用户增长;产品经理,7
job_8d0848beda8b3b7e0be3,微信小程序-客户端开发工程师,游戏客户端;性能优化,2
job_8d6ed4a65544bcc8b551,腾讯营销-海外广告联盟-IAA游戏运营-北京,市场宣发;游戏运营;用户增长;产品经理;数据分析,5
job_8d9c464f8619267d4abd,鲲鹏计算高级技术专家,产品经理;解决方案;分布式系统;渠道运营;场景设计;系统架构;人工智能;智能体;智能体开发;ARM,10
job_8dea2be6a5761fb556ff,PUBG Mobile-游戏后台开发工程师(UGC方向)-新星引力计划,商业分析;游戏服务器;系统架构;运维;AIGC;推荐算法,6
job_8dec62249e522d7ea74c,和平精英-游戏动画师-新星引力计划,动画设计;引擎开发;游戏策划,3
job_8e2957958d1c074af7d1,多平台动作搜打撤-高级游戏客户端开发工程师-Gameplay,动画设计;游戏客户端;人工智能,3
job_8e5e50c6f391c65f7f1c,腾讯游戏-高级研究员,大模型;模型训练;产品经理;游戏策划;多模态;内容运营;场景设计;关卡策划;模型微调;强化学习;人类反馈强化学习;引擎开发,12
job_8e8ecf01ed74800fcaa2,经营分析经理（深圳）,经营分析,1
job_8f1b3c24ab7489c404fc,混元预训练数据工程负责人-PretrainData Workflow&溯源管理,人工智能;技术美术;用户增长;模型训练,4
job_906484b3c05000b3901b,《王者荣耀》高级客户端开发（gameplay方向）,游戏客户端;内容运营,2
job_9095bed87d4b7188657a,混元多模态数据工程师（北京）,多模态;模型训练;人类反馈强化学习;分布式系统;并行计算;数据质量;场景设计;数据资产;版本管理,9
job_90ba6d668e01454ec364,商业分析师-AI方向,人工智能;产品经理;场景设计;市场宣发;用户增长,5
job_91d375b0e565284a33d7,《王者荣耀》游戏客户端开发工程师—游戏系统方向,游戏客户端;资源管理;人工智能;游戏策划;解决方案;系统架构;性能优化;图形渲染,8
job_923e5b34eeb114850114,QQ游戏大厅-AI产品策划-新星引力计划,人工智能;产品策划;产品经理;数据分析,4
job_92aa1e165cfcbf73fab6,电子签产品经理-用户增长方向,产品经理;用户增长;市场宣发;场景设计;数据分析,5
job_92b86004c90e5242fd1d,语音合成算法工程师,产品经理;场景设计,2
job_932ce0c4978e92c716f3,战略研究分析师,品牌;社区运营;产品经理;Go;TypeScript;技术美术;人工智能;数据平台;数据分析;用户增长;商业分析;数据科学,12
job_93ade2365ae7f25bd8cf,无畏契约手游-游戏服务器开发工程师,游戏服务器;系统架构;性能优化,3
job_93b972b5ae78a545635d,混元大模型后训练算法工程师/专家-角色扮演&文本创作,大模型;场景设计,2
job_94004a2d96539a5c6899,AI Infra SRE工程师（深圳/北京）,人工智能;大模型;运维;AIOps;模型训练;机器学习平台;模型推理;场景设计;智能体开发,9
job_946cbec9c1f852b2a107,数字能源业务拓展代表,业务拓展;电气工程;市场宣发;产品经理;渠道运营,5
job_94bdf2783f3ce622da62,元宝-Android开发工程师,Android;性能优化;UX设计,3
job_94d75dc96749eefa1993,智能体-账号与权限后台开发工程师-CodeBuddy/WorkBuddy,智能体;游戏服务器;场景设计;系统架构;性能优化,5
job_959322e1df845fc25b00,云接入网络运营工程师,运维,1
job_95b77cdeef79521bb3d0,《灰境行者》-游戏引擎开发（通用向）,引擎开发;性能优化;图形渲染;游戏策划;游戏客户端;资源管理,6
job_962427861545c24f4698,游戏模型数据专家-研发数据,多模态;场景设计;数据标注;图形渲染;大模型,5
job_962554a3810ca24811e5,火龙漫剧-用户增长运营,用户增长;内容运营;AIGC;产品经理;数据质量监控,5
job_9699707334a9519eec9f,高级数据分析师-成本方向,,0
job_96ae16647902f6d38cd9,魔方在研轻动作风格化游戏预研项目-角色概念设计专家,动画设计;概念设计;技术美术,3
job_96bf7822342f7db079a4,资深游戏引擎开发工程师-性能优化方向,引擎开发;性能优化,2
job_96fe4c83c375df4fd2cf,ANY MAX-游戏客户端开发-GamePlay方向,游戏客户端;游戏策划;性能优化;系统架构;用户增长,5
job_973917462501056dd584,智能体开发平台-AI后台工程师,智能体开发;人工智能;游戏服务器;系统架构;性能优化;检索增强生成;智能体;产品经理,8
job_979db6a0700a9ec5f27f,腾讯AI协作工具企业版后台开发工程师,人工智能;游戏服务器;系统架构;产品经理,4
job_97e6a499e8f506586c84,腾讯投资-投资分析师/投资经理-AI应用方向（二级市场）,人工智能;市场宣发;技术美术;智能体;TypeScript;用户增长,6
job_9824563abb6b82b0b454,智慧零售-解决方案架构师(云和人工智能方向),解决方案;人工智能;产品经理;市场宣发,4
job_98298ccd8987744a5eac,腾讯云-MaaS高级后台研发工程师,游戏服务器;模型微调;提示词工程;系统架构;产品经理;性能优化;大模型;云原生;分布式系统,9
job_9842fa4ca104f70dfa08,企业微信-产品经理-AI智能机器人,产品经理;人工智能;产品策划;场景设计;智能体;解决方案;用户增长,7
job_98481b43b260de2655b5,产品销售助理,场景设计;产品经理;品牌;市场宣发;游戏策划;解决方案,6
job_9878c3a614c7f90d80d8,渠道业务-项目管理(技术向),渠道运营;项目管理,2
job_98b8fd51d26829294974,企业微信-客户成功-行业解决方案,解决方案;产品经理;数据挖掘;场景设计;渠道运营,5
job_98d6bf0ee87d32256bf2,国风预研项目-资深2D角色设计师,产品经理;市场宣发;内容运营;模型量化,4
job_991a232e650c4924e4b9,腾讯云-元宝SRE工程师,机器学习;人工智能;技术支持;运维,4
job_9985bfeb8717dbc43599,云网络高级开发工程师,系统架构;产品经理,2
job_9a3bb0e9a5c245ce1cd2,AI金融数据工程师,人工智能;大模型;场景设计;数据质量;模型量化,5
job_9a47df4abd72fd7f6b3e,AI设计工程师,人工智能;产品经理;UI设计,3
job_9a7dd2e3742edeedfa94,混元大语言模型后训练算法工程师-模型合版方向（北京/深圳）,大模型;智能体开发,2
job_9a8e0de48e5c8e7e41e7,数经中心经理（韶关）,数据中心;运维,2
job_9aca386da23b78ad6e85,大语言模型应用工程师（Agent方向）,大模型;智能体;提示词工程;场景设计;思维链;智能体开发;检索增强生成;人工智能;性能优化;产品经理,10
job_9b10a130847086d13f63,微信小店-后台开发-治理方向,游戏服务器;产品经理;场景设计,3
job_9b479d127d6b62ab7912,《洛克王国：世界》-高级研发项目经理-版本方向,项目管理;版本管理,2
job_9b47f59e0c0c49cef6be,游戏美术 AIGC 产品经理,AIGC;产品经理;技术美术;版本管理;人工智能;模型量化,6
job_9b560d670cf2bd9053de,腾讯云数据智能平台-资深产品经理-数据治理方向,产品经理;数据治理;数据血缘;数据质量监控;数据资产;数据安全;风控模型;大模型;人工智能;智能体,10
job_9b7cef0f264bdcf21a60,DNF手游-数据分析,数据分析;内容运营;数据挖掘;游戏运营,4
job_9b7dc0d47358064c23d7,产品销售助理,场景设计;产品经理;品牌;市场宣发;游戏策划;解决方案,6
job_9bc9add9ea4444bf3f56,云数据库内核研发工程师,系统架构;云原生;分布式系统;SQL;引擎开发,5
job_9bd5ae1e6299bbd7089f,智能体-全栈开发专家-CodeBuddy/WorkBuddy,智能体;全栈;人工智能;大模型;图形渲染;数据可视化,6
job_9be832060b2ad51eb20c,《王者荣耀》国际版-数据分析-引力新星计划,数据分析;产品经理;内容运营;用户增长,4
job_9c004652d45634fffac5,Supercell游戏-服务端高级开发工程师,,0
job_9c43c950ac144cdcf00c,腾讯营销-商业化策略产品-大模型评测方向,市场宣发;产品经理;大模型;智能体;场景设计;数据标注;渠道运营,7
job_9c6fb98676fe7db68105,UE微恐轻动作项目-资深任务策划,动画设计;游戏策划,2
job_9c7210df3e80b57ac5f6,游戏AI-多模态世界模型算法专家-可控视频生成方向,人工智能;多模态;强化学习;场景设计,4
job_9cef8b98b181b92abc51,混元大模型评测算法研究员（北京）,大模型;人工智能;多模态;场景设计,4
job_9d06dfd548521c0c00f2,腾讯会议-数据挖掘工程师,数据挖掘;机器学习;大模型;产品策划;用户增长;数据分析;市场宣发,7
job_9d25af65490d73968024,光子艺术部-高级后端开发工程师,AIGC;系统架构;人工智能;智能体;模型推理;分布式推理;引擎开发;概念设计;角色设计;动画设计;关卡策划;多模态;产品经理,13
job_9e39bf1f74203102fdd5,魔方技术中心-游戏服务器性能专项测试工程师,游戏服务器,1
job_9efaba56f7c51ba53b94,linux内核高级研发工程师,Linux;系统架构;产品经理,3
job_9f10d642da52c5a2c225,和平精英-造星mcn直播运营,内容运营;用户增长;游戏策划;渠道运营;数据质量监控,5
job_9f231822394f7392913e,智慧零售--解决方案架构师(AI方向)上海,解决方案;人工智能;产品经理;市场宣发,4
job_9f523b45ff79bca72de8,网关控制器高级开发工程师,人工智能;产品经理,2
job_9f7d69f82dcaf0f56106,和平精英-2D美宣设计师-玩法,人工智能;内容运营,2
job_9fb1c24dc4dc81838fb5,大模型算法工程师(RAG & Agent方向),大模型;检索增强生成;智能体;产品经理;模型优化;智能体开发;工具调用;场景设计;提示词工程;解决方案,10
job_9fcd8e1a791ebeaf245d,J3-UE5微恐射击-高级游戏测试工程师,技术美术;技术支持;游戏策划,3
job_a00b1980ecdc60bcec8c,微信-视觉设计师-AIGC/模型美学方向,AIGC;大模型;场景设计;特效设计;内容运营,5
job_a020d40a88d84edde02a,微信 -大模型后台开发工程师-后训练方向,大模型;游戏服务器;性能优化;系统架构;场景设计,5
job_a026787fc8294fc8e447,构网型储能研发工程师,电气工程;产品策划,2
job_a05673dc3ae524c5116f,微信-分布式文件系统研发工程师,HDFS;人工智能;场景设计;分布式系统,4
job_a08a87e694b60e69c654,微信视频号-发布器SDK高级研发工程师,Android;UX设计;特效设计;图形渲染;引擎开发;技术支持,6
job_a1096b927e7f3836082c,微信秒剪-大模型后端研发工程师-多模态方向,大模型;多模态;内容运营;性能优化;游戏服务器,5
job_a11b8fc279dbaddf87c3,金铲铲之战高清版-研发项目管理-特性方向,项目管理,1
job_a18bafa05257770384d4,高品质ARPG端游 Gameplay 开发工程师,游戏客户端;品牌;社区运营;产品经理;Go;TypeScript;技术美术;引擎开发;C++;游戏策划;人工智能;UX设计;性能优化,13
job_a18c4df7b14409bdd065,证券-用户产品策划/运营leader,产品策划;场景设计;产品经理;UX设计,4
job_a193de1816fe2ee7fa28,腾讯云AI-ToB产品经理-OCR与大模型应用方向,人工智能;产品经理;大模型;解决方案;市场宣发;用户增长;模型量化;数据分析,8
job_a1e1bac3d3433dad6142,大模型推理后台开发工程师（深圳/北京/上海/杭州）,模型推理;游戏服务器;大模型;人工智能;引擎开发;资源管理;性能优化;技术支持,8
job_a1e9035395cf55004b8b,腾讯云-泛出行解决方案架构师,解决方案;场景设计,2
job_a23172d9a993ec15a59e,元宝高级数据分析师,数据分析;产品经理;用户增长;数据科学;机器学习;商业分析;人工智能,7
job_a23763ed9f9ee4b3166d,游戏美术 AIGC 项目经理,AIGC;项目管理;产品经理;技术美术;版本管理;人工智能;模型量化,7
job_a254994f1fa791b1b294,游戏AI-数据挖掘算法工程师,人工智能;数据挖掘;用户增长,3
job_a27950ef1c65dba2e944,混元文本/多模态预训练框架研发工程师（深圳/北京/上海/杭州）,多模态;模型训练;自然语言处理;大模型;性能优化;渠道运营,6
job_a32b0c69df078c37d72b,混元大模型后训练算法工程师/专家-长文&复杂指令,大模型;内容运营;场景设计;模型量化,4
job_a352cc39230a1896ff5f,AI计算库开发工程师(北京/深圳),人工智能;测试开发;性能优化,3
job_a4eea6b3349e9676c007,PUBG Mobile-高级游戏客户端开发工程师-玩法方向,商业分析;游戏客户端;系统架构,3
job_a51ab0ce610fe3380012,《三角洲行动》-客户端开发工程师（性能优化）-大世界场景,游戏客户端;性能优化;场景设计;人工智能;游戏策划,5
job_a52637274b5b6bbea0ce,微信视频号-商业数据分析-加热方向,数据分析;市场宣发;经营分析;产品经理;UX设计,5
job_a5ab0e5eb7a1fa943386,搜狗输入法-高级产品经理-用户增长产品,产品经理;用户增长;模型量化;渠道运营;数据分析,5
job_a5e635758fab45c9145c,异构加速框架工程师（深圳/北京/上海）,人工智能;性能优化;机器学习,3
job_a66fa4a55ba293b46038,金融科技-文本大模型算法工程师,大模型;人工智能;工具调用;场景设计;智能体;Embedding;检索增强生成,7
job_a6a600da5425a9140154,数字能源解决方案销售代表,解决方案;数据中心;产品经理;市场宣发;场景设计,5
job_a737e78dd5403743406e,微信-AI应用开发工程师,人工智能;游戏服务器;AI平台;模型推理,4
job_a76f886754931c87bf54,《怪物猎人：旅人》-UE5游戏客户端开发-系统开发方向,游戏客户端;引擎开发;系统架构;技术美术;游戏策划;性能优化;UX设计,7
job_a7b0f0427f965776790c,AW项目组-游戏 AI 算法工程师（LLM & TTS 方向）,人工智能;大模型;场景设计;智能体开发;工具调用;多模态,6
job_a7c7609fe778252bedf1,《粒粒的小人国》-游戏测试工程师,Android;产品经理;测试开发,3
job_a87f3330deca01ed8a94,混元多模态前端开发工程师（北京）,多模态;大模型;场景设计;人工智能,4
job_a92545c9b6137271b66e,PUBG Mobile-游戏客户端开发工程师(UGC 方向)-新星引力计划,商业分析;游戏客户端;资源管理;引擎开发,4
job_a93b59c68e42423581b6,元宝-大模型后训练算法工程师,大模型;人工智能;场景设计;模型微调;UX设计;产品经理,6
job_a946b03dff5069eff15a,元宝自动化测试工程师,Automated Testing;Web;游戏服务器;产品经理;人工智能;场景设计;大模型;多模态;测试开发,9
job_a9a7de2e0296a6d04e39,混元大模型数据平台产品经理（深圳）,大模型;数据平台;产品经理;产品策划;智能体,5
job_a9dc4ab26d819aeeab7b,引擎组开发技术美术,引擎开发;技术美术;图形渲染;用户增长;性能优化;渠道运营,6
job_aa18b33a8a4975ba9457,腾讯战略发展部-高级商业分析师-微信小店方向,,0
job_aa4b61c5453acbe09579,腾讯新闻-大模型推荐算法工程师,大模型;推荐算法;场景设计;智能体;人工智能,5
job_acaabd901d889eec2304,光子艺术部-高级产品经理-(AIGC工具与功能设计方向),产品经理;AIGC;人工智能;大模型;UX设计,5
job_acbaaa029d0f7d95a9f3,国风预研项目-动画设计师,动画设计;引擎开发;产品经理,3
job_ad6213ba8227bfd20fe8,腾讯云-元宝SRE工程师,机器学习;人工智能;技术支持;运维,4
job_ad6ddc7401b747c306b4,UE微恐轻动作项目-资深动画设计师,动画设计;游戏策划;特效设计,3
job_ad829e7320d15d8acf8c,火龙漫剧-APP数据分析师,内容运营;数据分析;产品经理;用户增长;数据质量监控;解决方案,6
job_adb0261d6ff7f872b15f,混元大模型数据策略产品经理-AI Agent / Coding方向（深圳/北京）,大模型;产品经理;人工智能;智能体;工具调用;场景设计;模型训练,7
job_adbb0dcca83cba1cba6e,腾讯战略发展部-商业分析经理-流量商业化策略​​(上海),商业分析;用户增长;产品经理;数据分析,4
job_add6bbd46cc1d918f81b,《暗区突围》手游-UE4客户端开发工程师系统开发-新星引力计划,游戏客户端;动画设计;场景设计;内容运营;引擎开发,5
job_adefa043296f02fa8bc2,魔方技术中心-游戏测试工程师-客户端性能测试方向,游戏客户端,1
job_ae020df438f169f78cbc,腾讯云-高性能网络后台研发工程师,游戏服务器;模型训练;人工智能;产品经理,4
job_ae4a33fafafeb0a63861,《无畏契约手游》-前端开发工程师,UX设计;市场宣发;场景设计;人工智能;产品经理,5
job_ae9f87b04e034961d2f8,投资者关系部-分析师,,0
job_aeef24ff0e58300f5ff3,AI软件架构教练,人工智能;系统架构;测试开发;场景设计;渠道运营;大模型;智能体;提示词工程;检索增强生成,9
job_aef6648db280a06e56e1,腾讯会议-Android /iOS研发工程师,Android;性能优化;系统架构;C++;UX设计,5
job_af749d4d14f826a78887,AI协作工具产品后台研发高级工程师岗位,人工智能;产品经理;游戏服务器;性能优化,4
job_afc89fe3724b73391073,《暗区突围》手游-客户端开发工程师3C方向-新星引力计划,游戏客户端;引擎开发,2
job_b0fa29ba647824f6eeba,智慧行业四部-AI 行业产品经理（文旅地产物业大宗交易等方向）,人工智能;产品经理;游戏策划;市场宣发,4
job_b215cf9fcc1e3d0b07c9,系统应用高级工程师SIT,,0
job_b232ab523561167a1547,QClaw-模型服务开发工程师（北京）,大模型;模型推理;智能体;工具调用;引擎开发;云原生;Docker,7
job_b38d05e4ae155b5b631f,数据库内核技术专家,市场宣发;场景设计;社区运营,3
job_b3f95b02e2d1e83e0f51,UE微恐轻动作项目-关卡策划（怪物设计）,动画设计;关卡策划,2
job_b4cd9f754a88aee6e2bf,机器学习平台专家/架构师（深圳/北京）,机器学习平台;性能优化;AIGC;大模型;人工智能;产品经理,6
job_b53a8dfee205a03517a8,AI解决方案行业专家(SA),人工智能;解决方案;大模型;Ascend;系统架构;产品经理;场景设计;数据分析;ARM;深度学习;CUDA;TensorFlow;自然语言处理;计算机视觉;模型训练;PyTorch;Python;C++,18
job_b5962753de44b1dee3f1,微信小店-后台开发工程师-交易基础(订单方向),游戏服务器;市场宣发;场景设计,3
job_b6000bbe8e0f18b3a709,TDSQL数据库内核研发工程师(北京/上海/深圳),SQL;引擎开发;系统架构;多模态;图计算;人工智能;大模型;场景设计,8
job_b6e64bb0ce3d7ec9bc58,智能体- LLMOps 平台技术负责人-CodeBuddy/WorkBuddy,智能体;系统架构;大模型;人工智能;人类反馈强化学习;模型训练;数据质量;版本管理;分布式训练;技术美术;资源管理;AWS;多模态,13
job_b73d7cfff7946eba29be,金铲铲之战-2D棋盘资产设计,技术美术;解决方案;产品经理;引擎开发;图形渲染;人工智能;角色设计,7
job_b73fcf0b52f747eb75f7,3D动作策略游戏《虚环》-客户端开发-CI/研发效能,动画设计;游戏客户端,2
job_b7dd2c60da44896188df,微信小店-应用研究工程师-交易治理方向,产品经理;人工智能;场景设计,3
job_b845b6597abaacf5f8cf,海外游戏市场与用户研究经理 (日文),市场宣发;商业分析;内容运营;技术美术;产品经理;数据分析;TypeScript;深度学习;机器学习;Go,10
job_b86921989d008dc7995a,混元大模型音频理解算法工程师（北京）,大模型;强化学习;产品经理;场景设计,4
job_b89b1b5d40773baa300a,大数据平台Notebook后台架构师,数据平台;游戏服务器;大数据开发;系统架构;场景设计;产品经理;运维;引擎开发,8
job_b8afad6ff5e0596d6e17,《洛克王国：世界》-游戏测试工程师,产品经理,1
job_b92e89659cc0465c2e0f,高性能计算工程师,高性能计算;大模型;性能优化;系统架构;模型优化;模型量化;多模态;人工智能;引擎开发;Ascend;CUDA,11
job_b9397c79e23070fa0f5e,《三角洲行动》技术美术（渲染方向）,技术美术;图形渲染;场景设计;特效设计;技术支持;渠道运营,6
job_b944059703bb9758ca89,云安全解决方案合规架构师-for海外,解决方案;技术支持;产品经理,3
job_b9be751da2c18ff70812,QQ-多模态大模型算法工程师-深圳/北京,多模态;大模型;内容运营;强化学习;产品经理,5
job_baa20477a6e7a45ecbce,魔方在研轻动作游戏客户端开发工程师,游戏客户端,1
job_baa2bd415391fce685cf,《三角洲行动》-客户端开发工程师-新星引力计划,游戏客户端;系统架构,2
job_bac9cb8c8e8e23937371,无畏契约手游-游戏AI算法工程师-数据挖掘,人工智能;数据挖掘;AIBot;用户增长,4
job_bb94c969582b8fb3271e,在研UGC 产品负责人,产品经理;内容运营;场景设计;数据质量监控,4
job_bbbfce2be1eaedb7bd40,金融科技-大模型后训练算法工程师-支付反洗钱风控方向,大模型;风控模型;人工智能;场景设计;强化学习,5
job_bbc2df0ba0e0ea662cab,《洛克王国：世界》-UI动效设计师-动效设计,产品经理;特效设计,2
job_bc8f459fa838b575b0de,PaaS 高级产品经理（实时互动 / IoT 方向）,产品经理;场景设计;解决方案,3
job_bca3775ae6032592d4e1,分布式计算研发工程师-Ray（深圳/北京/上海）,引擎开发;分布式系统;技术美术;人工智能;场景设计;数据科学;模型训练;数据管道;智能体;隐私计算;图计算;Kubernetes;云原生,13
job_bccecd880f47297385d0,企业微信-评测算法工程师-（北京/成都）,人工智能;自然语言处理;多模态;场景设计,4
job_bd15ce3da1f7a53de243,企业微信-大模型算法工程师-经营分析（成都/北京）,大模型;经营分析;产品经理;模型优化;社区运营;市场宣发;AIGC,7
job_be389b816151a68bc046,操作系统高级研发工程师（深圳/北京/上海）,社区运营,1
job_be7cf4d96d45d3b6d341,微信支付-全栈开发工程师,全栈,1
job_bf15662565713214ed7c,广告推荐模型算法工程师,PyTorch;市场宣发;用户增长;大模型;人工智能;分布式训练;推荐算法,7
job_bf28b3deacae05005400,微信-高性能 - 视觉 AIGC 大模型推理优化工程师,AIGC;大模型;推理优化;引擎开发;模型量化;人工智能;模型优化,7
job_bfc9cc6afbb6a571b7cb,微信支付-交易后台开发工程师,游戏服务器,1
job_c0b1f4e7ad25f8715013,腾讯视频-视频生成模型负责人-(深圳)(杭州),AIGC;场景设计;系统架构,3
job_c16b27c9815291f45ea9,OG项目组-资深叙事设计师,游戏策划,1
job_c1f521f4d6db9e748a4d,《逆战：未来》客户端开发工程师（研效）,游戏客户端,1
job_c2e2e28e68d10e83f72e,UE微恐轻动作项目-资深3D场景设计师（灯光方向）,动画设计;场景设计;图形渲染,3
job_c31ac1440bec2236d69c,《异人之下》游戏客户端开发工程师（GamePlay方向）,游戏客户端;动画设计;场景设计,3
job_c390c72713260d28ee98,《王者万象棋》客户端高级开发工程师-性能优化方向,性能优化;游戏客户端;引擎开发;C#;C++;图形渲染;游戏策划;数据分析,8
job_c3d384e8b69ef2343789,智能机器人工业应用工程师,场景设计;人工智能;机器学习;数据科学,4
job_c45785ee538289fab4f6,企业微信-特征存储平台工程师-（成都/北京）,特征工程;版本管理,2
job_c45fbb208810adf1a5ef,智能体-强化学习算法研究员-CodeBuddy/WorkBuddy,智能体;强化学习;智能体开发;模型训练;大模型;解决方案,6
job_c47fbf36303b8b54a947,搜狗输入法-移动客户端技术专家,Android;系统架构;产品经理;性能优化,4
job_c4cd77adc200f9472f47,混元多模态大模型技术美术（引擎/工具方向）（北京）,多模态;大模型;技术美术;引擎开发;内容运营,5
job_c51b9a450e43efbaa4b1,搜狗输入法-服务端技术高级工程师,产品经理;系统架构,2
job_c51bbfcbf9330660604f,产品销售助理,场景设计;产品经理;品牌;市场宣发;游戏策划;解决方案,6
job_c5489c5e6613aef0fb16,产品销售助理,场景设计;产品经理;品牌;市场宣发;游戏策划;解决方案,6
job_c591df32ee975eba1664,资源集成交付经理-AI算力交付,人工智能;数据中心;项目管理;场景设计,4
